source,comparand,bps,n,mean_prem,median_prem,win_rate,sign_p,mean_rand_prem,mean_selection_only
ARCHIVE,MEDIAN,0.0,771,-0.007443121997094776,0.0,0.41198501872659177,4.746360158005564e-05,-0.023616435639091698,0.01617331364199692
ARCHIVE,MEDIAN,5.0,338,-0.0008162646265078957,0.0,0.4809688581314879,0.5175938734573924,-0.03427048701193214,0.03345422238542425
ARCHIVE,MEDIAN,10.0,5202,-0.01529995488039085,0.0,0.4230971128608924,2.229936790687295e-21,-0.022432605231296376,0.0071326503509055285
ARCHIVE,MEDIAN,15.0,336,0.019916810937392497,0.0,0.5758620689655173,0.009772723409134248,-0.03492792118959871,0.05484473212699121
ARCHIVE,MEDIAN,20.0,256,0.03395094463714726,0.0,0.5879629629629629,0.009721742312241675,-0.0449761504666043,0.07892709510375157
ARCHIVE,MEDIAN,25.0,5194,-0.004308478752663993,0.0,0.5440175097276264,1.6495587151398664e-08,-0.023470925509983528,0.01916244675731953
ARCHIVE,MEDIAN,30.0,212,0.06189472788368993,0.039244427500962575,0.6649746192893401,3.6380149741440215e-06,-0.038214312706806725,0.10010904059049668
ARCHIVE,MEDIAN,50.0,110,0.13169071956984968,0.03170303324050294,0.7788461538461539,1.2901231329522033e-08,-0.07894775590593077,0.21063847547578046
ARCHIVE,RANDOM,0.0,771,0.01617331364199692,0.005165605616304081,0.5875486381322957,1.1626069091174175e-06,0.0,0.01617331364199692
ARCHIVE,RANDOM,5.0,338,0.03345422238542425,0.016694335773237423,0.6479289940828402,5.349544280456437e-08,0.0,0.03345422238542425
ARCHIVE,RANDOM,10.0,5202,0.0071326503509055285,0.008911979635789935,0.5633423180592992,6.844420188155287e-20,0.0,0.0071326503509055285
ARCHIVE,RANDOM,15.0,336,0.05484473212699121,0.04104410682331916,0.6964285714285714,5.968913756076586e-13,0.0,0.05484473212699121
ARCHIVE,RANDOM,20.0,256,0.07892709510375157,0.08074056036202043,0.73828125,2.4403438635798465e-14,0.0,0.07892709510375157
ARCHIVE,RANDOM,25.0,5194,0.01916244675731953,0.019114052159675377,0.6383471712685846,3.1783184471861126e-88,0.0,0.01916244675731953
ARCHIVE,RANDOM,30.0,212,0.10010904059049668,0.1068247996556966,0.7830188679245284,1.6987476806190877e-16,0.0,0.10010904059049668
ARCHIVE,RANDOM,50.0,110,0.21063847547578046,0.03170305302584564,0.8272727272727273,6.652356577517478e-12,0.0,0.21063847547578046
ARCHIVE_FILEWTD,MEDIAN,0.0,24,-0.00315516868939426,-0.0028052866611768526,0.375,0.22067136191984676,,0.01717611870671949
ARCHIVE_FILEWTD,MEDIAN,5.0,13,-0.0020163253603711013,0.00127749548457462,0.5384615384615384,0.7815112949987133,,0.042477817883919446
ARCHIVE_FILEWTD,MEDIAN,10.0,57,0.004352555831383868,0.004126092437139959,0.6491228070175439,0.02434092004399158,,0.034025340398710344
ARCHIVE_FILEWTD,MEDIAN,15.0,12,0.012250153430155907,0.020064315351962472,0.9166666666666666,0.003892417122778627,,0.06157211395491297
ARCHIVE_FILEWTD,MEDIAN,20.0,10,0.01886634530750212,0.0240191387448359,0.9,0.011412036386001656,,0.07690989652820412
ARCHIVE_FILEWTD,MEDIAN,25.0,56,0.017919304108736878,0.008576637620335364,0.625,0.061368829139402205,,0.05537564876420015
ARCHIVE_FILEWTD,MEDIAN,30.0,8,0.04034849684031253,0.05646712625556294,0.875,0.0338948535246893,,0.07975169075060573
ARCHIVE_FILEWTD,MEDIAN,50.0,5,0.18909751707043715,0.05157480689746354,0.8,0.17971249487899985,,0.32667613263405254
LIVE,DO_NOTHING,0.0,12,-0.027919739168329395,-0.04668535964939713,0.16666666666666666,0.020921335337794028,-0.043117735299842974,0.015197996131513583
LIVE,DO_NOTHING,5.0,12,0.0039738721733815026,-0.004843582597462093,0.3333333333333333,0.24821307898992362,-0.03917740209459813,0.04315127426797963
LIVE,DO_NOTHING,10.0,12,0.01562479150862707,0.0009369748111096587,0.5,1.0,-0.03523385528975064,0.050858646798377705
LIVE,DO_NOTHING,15.0,12,0.02727762569157786,0.005752337621648618,0.6666666666666666,0.24821307898992362,-0.0312842034162354,0.05856182910781326
LIVE,DO_NOTHING,20.0,12,0.03140291279269212,0.018980819495463402,0.8333333333333334,0.020921335337794028,-0.02732558844541857,0.058728501238110686
LIVE,DO_NOTHING,25.0,12,0.04338877266167713,0.03031915460016732,0.8333333333333334,0.020921335337794028,-0.02335520279224911,0.06674397545392624
LIVE,DO_NOTHING,30.0,12,0.07825278047558064,0.0456012327324046,0.9166666666666666,0.003892417122778627,-0.019370305673020997,0.09762308614860164
