gate,cad,band,gross_dg,gross_rs,c_bar,CAGR_dg,CAGR_rs,gap_pp,CAGR_dg0,CAGR_rs0,gap0_pp,cf_CAGR0,pred0_pp,turn_dg,turn_rs,resid0_pp,cost_wedge_pp
MA,W,0.0,0.37802399949745946,0.7500911935608532,0.503968688338285,0.03553661883857262,0.06466296232310809,-2.9126343484535466,0.039388077120896536,0.07573055056184486,-3.634247344094832,0.04026034196207595,-3.5470208599768904,3.712419873607581,10.337144785065302,-0.08722648411794154,0.7216129956412853
MA,W,0.02,0.37800072581174726,0.75010673639718,0.5039321230871872,0.03763728868860472,0.07210170329786769,-3.446441460926297,0.0408811530410238,0.08137947644073984,-4.049832339971604,0.04299190156003396,-3.8387574880705877,3.1215434689922876,8.614685756556783,-0.21107485190101638,0.6033908790453069
MA,W,0.03,0.3772535699669122,0.7501087536175585,0.5029330396879949,0.03804931999445427,0.07311381628361135,-3.5064496289157088,0.040960728736111784,0.08145794186834854,-4.049721313223675,0.04298492479433569,-3.847301707401285,2.8010231474679523,7.7423004986433455,-0.20241960582239038,0.5432716843079666
MA,W,0.05,0.3784150319852037,0.7501199185912072,0.504474635118688,0.041733442174020974,0.08291425672837005,-4.118081455434908,0.044161063571477976,0.08978885659758862,-4.562779302611064,0.047203619880585856,-4.258523671700276,2.3278864270262525,6.323919696488236,-0.304255630910788,0.44469784717615646
MA,W,0.08,0.38354555141434543,0.7501199112251222,0.5113129308269743,0.043198619511621184,0.08423976705140479,-4.104114753978361,0.04520988379266799,0.08971956401327752,-4.450968022060953,0.047784871066902435,-4.1934692946375085,1.9261941120286403,5.035071313087666,-0.25749872742344415,0.346853268082592
MA,W,0.12,0.3925503108365216,0.7501450419883564,0.5233113048667801,0.0461027261457978,0.09257077063323482,-4.646804448743702,0.04781053295810245,0.09698211633154497,-4.917158337344252,0.05253804041083465,-4.444407592071031,1.6311249246351858,4.0248180105168485,-0.4727507452732205,0.27035388860054965
MA,M,0.0,0.3819039869836045,0.7505026928891092,0.5087292186065837,0.044008018241354696,0.08604301054871288,-4.203499230735819,0.045872685048679696,0.09102330762416622,-4.515062257548652,0.04822050042370085,-4.2802807200465365,1.7851889769301483,4.57381383384454,-0.2347815375021156,0.3115630268128333
MA,M,0.02,0.3813051889502031,0.7505361687678453,0.5079096433066357,0.04609126641257011,0.08878444905764504,-4.269318264507493,0.04791320259996068,0.0936564472339334,-4.574324463397272,0.04943410413762872,-4.422234309630468,1.740892303019414,4.46377432163061,-0.15209015376680401,0.305006198889779
MA,M,0.03,0.3804872749067622,0.7505498966480239,0.5068175138865819,0.04635176967412957,0.0905531184985977,-4.420134882446813,0.04812629275897362,0.09534668299207905,-4.7220390233105425,0.050165896112464026,-4.518078687961502,1.6951960570388394,4.384970918451023,-0.20396033534904046,0.3019041408637291
MA,M,0.05,0.3810700977907321,0.7506001057080453,0.5075728695543865,0.04880208465852687,0.09653103293917864,-4.772894828065177,0.05045311600906577,0.10101548297203955,-5.056236696297378,0.05301093419878833,-4.800454877325122,1.5737099249359134,4.080697794460749,-0.25578181897225605,0.28334186823220087
MA,M,0.08,0.3854860016948109,0.7505891232903872,0.5134823366918396,0.04879542258104741,0.09654257014791479,-4.774714756686738,0.050226767812726614,0.10037493357638905,-5.014816576366243,0.05328785728037455,-4.70870762960145,1.3645202124289997,3.4880183229931094,-0.3061089467647937,0.24010181967950572
MA,M,0.12,0.3938471331276748,0.7506239337033137,0.5246398395469638,0.04935026921629282,0.09951743676687697,-5.016716755058415,0.050555000930976535,0.10264626126243348,-5.209126033145695,0.05553014304953763,-4.711611821289585,1.1479420950192072,2.8393210131206854,-0.49751421185610933,0.19240927808727992
