panel,cost_bps,TO_committed_WW,TO_min_same_clock,argmin_same_clock,TO_min_split,argmin_split,floor_moved_pp,live_TO,n4a,n4b,nboth
u56,5.0,8.175032082317406,2.3964393912990456,Q,2.70104578475324,Q/M,0.30460639345419427,1.7735559161867938,11,16,11
u56,10.0,8.175032082317406,2.3964393912990456,Q,2.70104578475324,Q/M,0.30460639345419427,1.7735559161867938,7,12,7
u56,25.0,8.175032082317406,2.3964393912990456,Q,2.70104578475324,Q/M,0.30460639345419427,1.7735559161867938,3,6,3
u56,50.0,8.175032082317406,2.3964393912990456,Q,2.70104578475324,Q/M,0.30460639345419427,1.7735559161867938,1,0,0
broad,5.0,10.875956446959604,2.9434216342114525,Q,3.2488795269857236,Q/M,0.30545789277427104,2.0111459572387926,7,14,7
broad,10.0,10.875956446959604,2.9434216342114525,Q,3.2488795269857236,Q/M,0.30545789277427104,2.0111459572387926,6,12,6
broad,25.0,10.875956446959604,2.9434216342114525,Q,3.2488795269857236,Q/M,0.30545789277427104,2.0111459572387926,3,8,3
broad,50.0,10.875956446959604,2.9434216342114525,Q,3.2488795269857236,Q/M,0.30545789277427104,2.0111459572387926,2,3,2
