uni,seed,conv,arm,frac_pos_full,frac_pos_IS,frac_pos_OOS,ndraw
universe_broad.json,20260904,SCORED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,ebud-0.10,0.45,1.0,0.0,40
universe_broad.json,20260904,SCORED,ebud-0.20,0.45,0.375,0.0,40
universe_broad.json,20260904,SCORED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260904,SCORED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260904,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260904,SCORED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe_broad.json,20260905,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe_broad.json,20260905,PRICED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260905,PRICED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260905,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260905,PRICED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,ebud-0.10,0.55,1.0,0.0,40
universe_broad.json,20260905,SCORED,ebud-0.20,0.45,0.4,0.0,40
universe_broad.json,20260905,SCORED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260905,SCORED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260905,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260905,SCORED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe_broad.json,20260906,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe_broad.json,20260906,PRICED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260906,PRICED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260906,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260906,PRICED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,ebud-0.10,0.425,1.0,0.0,40
universe_broad.json,20260906,SCORED,ebud-0.20,0.4,0.375,0.0,40
universe_broad.json,20260906,SCORED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260906,SCORED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260906,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260906,SCORED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe_broad.json,20260907,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe_broad.json,20260907,PRICED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260907,PRICED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260907,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260907,PRICED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,ebud-0.10,0.4,1.0,0.0,40
universe_broad.json,20260907,SCORED,ebud-0.20,0.4,0.275,0.0,40
universe_broad.json,20260907,SCORED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260907,SCORED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260907,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260907,SCORED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,ebud-0.10,0.0,0.0,0.0,40
universe_broad.json,20260908,PRICED,ebud-0.20,0.0,0.0,0.0,40
universe_broad.json,20260908,PRICED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260908,PRICED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260908,PRICED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260908,PRICED,vol60-rw,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,abs12-dg,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,abs12-rw,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,band3-dg,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,band3-rw,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,ddctl-8/.5/high,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,ddctl-8/.5/recover,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,ebud-0.10,0.525,1.0,0.0,40
universe_broad.json,20260908,SCORED,ebud-0.20,0.425,0.475,0.0,40
universe_broad.json,20260908,SCORED,g200-dg,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,g200-rw,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,stop15,0.0,1.0,0.0,40
universe_broad.json,20260908,SCORED,stop25,0.0,1.0,0.0,40
universe_broad.json,20260908,SCORED,v1gate-dg,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,v1gate-rw,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,vol60-dg,1.0,1.0,1.0,40
universe_broad.json,20260908,SCORED,vol60-rw,1.0,1.0,1.0,40
