tag,k,q,seed,arm,pass4a,pass4b,fail4b,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_OOS_Sharpe
MIX,40,0.0,0,EWall,0,0,DD,0.11151732059161823,0.9869610723519749,-0.2660884322511312,1.1377954299462731,0.858116518401854,0.11446431392141476,0.9854584356474642,-0.2660884322511313,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8820239235972316
MIX,40,0.0,0,CAND10,0,0,"H2,DD",0.13250230272637853,0.9679676031690416,-0.285167553598598,1.1587760521050425,0.802378596014526,0.13105758377344467,0.9217366793236245,-0.285167553598598,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8820239235972316
MIX,40,0.0,0,CAND20,0,0,DD,0.12022626874701325,0.9996636264854569,-0.27792374065234615,1.1473471533751716,0.8704959552664258,0.1231758171791062,0.9955796924549333,-0.2779237406523456,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8820239235972316
MIX,40,0.0,0,v1,0,0,"H2,OOS,DD,CAGR",0.09744042680444909,0.7933352973483017,-0.2126634339202973,0.9298955892902638,0.6801914152345713,0.09204604489027335,0.7218516343831838,-0.2126634339202974,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8820239235972316
MIX,40,0.0,0,v2,0,0,CAGR,0.08423232708043171,1.101496941049496,-0.12589469401691955,1.1989523487867877,1.0068436646337815,0.08891726600502237,1.1445142124926928,-0.12589469401692188,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8820239235972316
MIX,40,0.0,1,EWall,0,0,DD,0.11613484375418826,0.9846743371505462,-0.2903783530077928,1.1398279938506009,0.8651171634689118,0.11595632261607314,0.942911415162306,-0.29037835300779247,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8820239235972316
MIX,40,0.0,1,CAND10,0,0,"H2,OOS,DD",0.1263679540056013,0.8926665175054425,-0.3059906202233691,0.9683680720480395,0.8499258678628634,0.12686535570548574,0.8340921117928302,-0.3059906202233691,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8820239235972316
MIX,40,0.0,1,CAND20,0,0,DD,0.12164868547314889,0.9708708209999449,-0.2977968675786371,1.049302495800928,0.9167710848685514,0.12560935263951722,0.949572166330055,-0.297796867578637,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8820239235972316
MIX,40,0.0,1,v1,0,0,"H1,H2,OOS,DD,CAGR",0.09212126018246791,0.7434207490092981,-0.2075919823303849,0.8830578223601234,0.6280620205991878,0.08373265376101213,0.654256784165131,-0.207591982330385,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8820239235972316
MIX,40,0.0,1,v2,0,0,CAGR,0.09126465479669177,1.1401459944861456,-0.13067592258167482,1.2015924632357027,1.0854672744465934,0.09531636381498965,1.149780199880858,-0.13067592258167426,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8820239235972316
