key,membership,arm,rho_full,t_full,rho_IS,t_IS,rho_OOS,t_OOS,rho_CAGR,t_CAGR,n_pos_deciles
capQ26,STATIC,MA-RS,-0.12486032743536682,-0.3559438363693748,0.37232858959769766,1.1346871833374796,-0.5145363082119923,-1.6972381999054142,-0.2053126552363338,-0.5933524041122065,0
capQ26,STATIC,MA-DG,-0.1987623599849584,-0.5736300810530549,0.3823253909384688,1.1702889855676866,-0.5861251247970813,-2.04612460575333,-0.32565098688859595,-0.9741827367405638,2
capC0,STATIC,MA-RS,0.6566351144109936,2.4625084296557214,0.531487826518112,1.7746842733674104,0.45022455869659145,1.4261456413468347,0.5336720844308821,1.784873806319568,1
capC0,STATIC,MA-DG,0.6974414334778621,2.752647573514505,0.6316061860500201,2.3042390498363385,0.48985198735967944,1.5892426295471682,0.9412644080557301,7.8843085065147855,1
capC,STATIC,MA-RS,0.24326151930208537,0.7093560106694364,0.4446947921293003,1.4042780581516325,-0.16399955966075827,-0.4702274894674754,0.11295354786809801,0.321538639185952,0
capC,STATIC,MA-DG,0.10102186474089814,0.28720225004591254,0.4767917771632928,1.534181838140478,-0.3498640458221983,-1.0563241294191899,0.7850610161755778,3.58479460380968,0
capC,DYNAMIC,MA-RS,0.628106006044187,2.28311095649401,0.6015901367604116,2.1301244004328863,0.17976468510727756,0.5168713309158853,0.6831524945383424,2.6459142990974804,0
capC,DYNAMIC,MA-DG,0.37342953043840726,1.1385851106773766,0.6702199065070998,2.5542492245851336,-0.16596224339303742,-0.47601341366731786,0.8838790189831708,5.345101612200253,3
advQ,STATIC,MA-RS,0.09878630424489018,0.28078326595304093,0.5497539972071133,1.8614744246918573,-0.26542871277235697,-0.778676517355149,-0.06440515262818562,-0.18254427307690815,1
advQ,STATIC,MA-DG,0.13285840726099446,0.37914140077019176,0.5305988307920029,1.7705512815657993,-0.3085456121115462,-0.9174621720849204,0.6469501214829289,2.399703228269643,1
advQ,DYNAMIC,MA-RS,0.3351251038195572,1.0060533379949768,0.4624847106132459,1.4753711780112748,0.11972026970579516,0.3410731711815672,0.1852694762842722,0.5332530197593428,0
advQ,DYNAMIC,MA-DG,0.11261630849856785,0.3205662882193698,0.39603527533962923,1.2199018255633607,-0.46272409690278693,-1.4763428346140477,0.9079630985022217,6.128401520458605,1
