panel,book,cost,instr,regime,armed_frac,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,ann_pp,d_ann,L_per_armed,dSharpe,dMaxDD,turn_yr,gross,pass4a,pass4b,IS_Sharpe,d_cond_on,d_cond_off
u56,V1u,10.0,control,-,,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.6818809824276346,0.6498314418932896,0.7135835570891119,0.07167644913632909,-0.15672092223908363,6.605319454821775,0.0,0.0,0.0,0.0,23.235629037526,0.749893462556593,False,False,0.5961099815679317,,
u56,V1u,10.0,g200-dg,always,1.0,0.061519793807876866,0.6521603817962626,-0.14051673107873974,0.663668405861618,0.6454536203790463,0.710019199890369,0.07082486653664155,-0.14051673107873808,6.462866727398282,-0.14245272742349258,-0.14245272742349258,-0.010644726588315834,0.01620419116034344,22.85023808049835,0.7256651420904467,False,False,0.575876828966793,-0.14245272742349355,
u56,V1u,10.0,g200-dg,spy200,0.17053390403243973,0.061478765932954094,0.6516784621943367,-0.14134522380050052,0.6644719605443663,0.6438839200285819,0.708531530501393,0.070680969786441,-0.14134522380049996,6.459164642142702,-0.1461548126790726,-0.8570425541379172,-0.011126646190241729,0.015375698438582663,22.97025661580617,0.7272888352086428,False,False,0.5767456606104653,-0.5934944900911967,-0.054184107681523194
u56,V1u,10.0,g200-dg,breadth20,0.08650596981302094,0.06215169338372317,0.6576340180380924,-0.1421738734426241,0.6767939782440383,0.6442632337412343,0.7088912443775967,0.07071559034531316,-0.1421738734426239,6.523327908554544,-0.08199154626723093,-0.9478137340631201,-0.005171090346485996,0.014547048796459072,22.972458549401214,0.7305310630729469,False,False,0.5903793744174973,-0.1297733362203436,-0.07746671091778795
u56,V1u,10.0,g200-dg,hivol80,0.10858301419238567,0.062175605080320606,0.6571156067375189,-0.14763715790179732,0.676585714425873,0.6435217547052342,0.7080772246595225,0.07073182755707941,-0.1476371579017962,6.526898159255556,-0.07842129556621824,-0.7222243382125368,-0.005689501647059503,0.00908376433728586,23.14337562335502,0.7364078513476964,False,False,0.5902437659658273,-0.39111459111231384,-0.0403322967152664
u56,V1u,10.0,band3-dg,always,1.0,0.062122395259848195,0.656496494714766,-0.14551358300164574,0.6612687898419901,0.6556900199754405,0.7193257647884539,0.07206835543124734,-0.1455135830016454,6.5220838890425155,-0.08323556577925917,-0.08323556577925917,-0.006308613669812391,0.011207339237437441,22.787689388814783,0.7328635251331524,False,False,0.5734271307565257,-0.08323556577925868,
u56,V1u,10.0,band3-dg,spy200,0.17053390403243973,0.06191701095303115,0.6545327954528875,-0.14772804451435162,0.6612687898419901,0.6520297596275415,0.715910849022949,0.071689998157215,-0.14772804451435229,6.502770579273854,-0.10254887554792091,-0.6013401037744002,-0.00827231293169095,0.008992877724731563,22.9407989503254,0.7346533648760808,False,False,0.5734271307565257,-0.5118852456384201,-0.018391452365272953
u56,V1u,10.0,band3-dg,breadth20,0.08650596981302094,0.06302467808209333,0.6646681158821222,-0.14720216426341215,0.681408273226218,0.6535000965122056,0.7172929992795765,0.07183390488368757,-0.14720216426341048,6.607679425813955,0.002359970992180216,0.027281018839291613,0.001863007497543756,0.009518757975671033,22.959269643572856,0.738101195809986,False,False,0.5955535106335222,0.2966011228300308,-0.02550404930516619
u56,V1u,10.0,band3-dg,hivol80,0.10858301419238567,0.06253612219612914,0.6596867368303192,-0.1526684543300849,0.6758555078103512,0.6490644536742111,0.713070664686241,0.07144023287303791,-0.15266845433008336,6.56233022786174,-0.042989226960034266,-0.39591115866305415,-0.0031183715542592028,0.00405246790899827,23.04479790924112,0.7409050134740932,False,False,0.5894883520183105,-0.03631807995693988,-0.04380183571805564
u56,V1u,10.0,abs12-dg,always,1.0,0.0615358545387823,0.6568909235648656,-0.13621392292415646,0.6309788714023126,0.6826383904553907,0.7450062488279505,0.07440782599996476,-0.1362139229241568,6.45633239660203,-0.14898705821974456,-0.14898705821974456,-0.005914184819712842,0.02050699931492672,22.303267396158162,0.7109711839242498,False,False,0.5388417263027288,-0.14898705821974548,
