reading,worst_GROSS,smallest_nonGROSS,n_clone,all_GROSS
PINNED cache @ 2026-09-16,0.003968207885688635,0.018939083281776403,9,True
today's cache @ 2026-09-16,0.003968207885688635,0.018939083281776403,9,True
today's cache @ 2026-09-17,0.003959420323454088,0.017514038025644885,9,True
