cvol,rho,breadth,beta,panel,flavour,etf_share,seed,k,n_etf
0.2951891790716259,0.3727929215856159,0.694805264600396,0.9963351857033698,ALL36~s0.000~0,ALL36,0.0,0,36,0
0.31418577223216004,0.35254608815525634,0.681207959027884,1.047486611927416,ALL36~s0.000~1,ALL36,0.0,1,36,0
0.31588093935094136,0.3620006513100508,0.692614440084061,1.0585194193660423,ALL36~s0.000~2,ALL36,0.0,2,36,0
0.3056649510158235,0.3345449865588677,0.6934507704042112,1.0068674012474934,ALL36~s0.000~3,ALL36,0.0,3,36,0
0.2947577721954066,0.356244685007885,0.6916851399266623,0.9844590133547935,ALL36~s0.000~4,ALL36,0.0,4,36,0
0.316006406027384,0.37754794090897814,0.6955544453338074,1.0711505806682287,ALL36~s0.000~5,ALL36,0.0,5,36,0
0.29205522878189805,0.30839569129250016,0.6754284397546658,0.942568896433231,ALL36~s0.250~0,ALL36,0.25,0,36,9
0.29346145335888163,0.3174882074335004,0.6746231054355565,0.9771439285136282,ALL36~s0.250~1,ALL36,0.25,1,36,9
0.2980842298780101,0.3679102351326811,0.6984499441915659,1.0058230932721124,ALL36~s0.250~2,ALL36,0.25,2,36,9
0.2862577133850807,0.3351429427135604,0.6778291327043696,0.9434028219256767,ALL36~s0.250~3,ALL36,0.25,3,36,9
0.27336056878122916,0.3585196518081574,0.6979338335373743,0.911128727388091,ALL36~s0.250~4,ALL36,0.25,4,36,9
0.291507588902131,0.35542012592274336,0.6905091290306562,0.9521118630955498,ALL36~s0.250~5,ALL36,0.25,5,36,9
0.25433516089150143,0.3454074235461027,0.6842647369077541,0.8764635978275985,ALL36~s0.500~0,ALL36,0.5,0,36,18
0.2733796659387979,0.3207195490707686,0.6549644743382071,0.8988784354465554,ALL36~s0.500~1,ALL36,0.5,1,36,18
0.2586385578740465,0.34010165475748627,0.6728533492728362,0.8331923685037647,ALL36~s0.500~2,ALL36,0.5,2,36,18
0.25625605353586933,0.35384945560940184,0.6931483131389047,0.8750755688110863,ALL36~s0.500~3,ALL36,0.5,3,36,18
0.272222872556426,0.3346982838592279,0.6919409123137943,0.8962157187750399,ALL36~s0.500~4,ALL36,0.5,4,36,18
0.2650691427229106,0.4287992334871965,0.6984682277854926,0.9431295652304016,ALL36~s0.500~5,ALL36,0.5,5,36,18
0.23468184519951274,0.38374443066488956,0.6883084930300122,0.8228763312067424,ALL36~s0.750~0,ALL36,0.75,0,36,27
0.24586217750887263,0.3626990505972401,0.6733634550299671,0.8181097041619939,ALL36~s0.750~1,ALL36,0.75,1,36,27
0.22919307834009864,0.315137579434968,0.6557863950566335,0.7473310492840746,ALL36~s0.750~2,ALL36,0.75,2,36,27
0.22529388058835545,0.34402535470357115,0.7002736019691349,0.7665143611617229,ALL36~s0.750~3,ALL36,0.75,3,36,27
0.2337497383584328,0.3599494556949306,0.6781946855486206,0.8143843191674791,ALL36~s0.750~4,ALL36,0.75,4,36,27
0.2343610110075748,0.36528213233460105,0.6784870394805065,0.7904589759879261,ALL36~s0.750~5,ALL36,0.75,5,36,27
0.21005807775861807,0.34362729773722706,0.6739683843801093,0.7098811158905004,ALL36~s1.000~0,ALL36,1.0,0,36,36
0.294436227643683,0.35901049117350675,0.6923277395634709,0.9407245709582801,EQ24~s0.125~0,EQ24,0.125,0,36,4
0.2902515062736964,0.3927944557976378,0.701188882852082,1.001546771655663,EQ24~s0.125~1,EQ24,0.125,1,36,4
0.2955627449837101,0.3779227638920571,0.6938906455767369,0.9775724533365867,EQ24~s0.125~2,EQ24,0.125,2,36,4
0.30782573761918,0.3863220298962117,0.6930202341642385,1.0353729698334644,EQ24~s0.125~3,EQ24,0.125,3,36,4
0.2868106963869398,0.38475487902539773,0.7029051133857463,1.0098365489605012,EQ24~s0.125~4,EQ24,0.125,4,36,4
0.29456310709336836,0.348157818827049,0.6873233509750745,0.9588310455337792,EQ24~s0.125~5,EQ24,0.125,5,36,4
0.3028236865609471,0.416608673045323,0.687961136416174,1.058076711686846,EQ24~s0.250~0,EQ24,0.25,0,36,9
0.29952754876968446,0.4181649652104733,0.6927376372190388,1.0698448271347105,EQ24~s0.250~1,EQ24,0.25,1,36,9
