cvol,rho,breadth,beta,panel,flavour,etf_share,seed,k,n_etf
0.3006578200271191,0.3977873046867044,0.6997268520582098,1.0290267323277995,EQ24~s0.250~2,EQ24,0.25,2,36,9
0.28013691512097405,0.40461129022494746,0.6960646750252253,0.9875510385962023,EQ24~s0.250~3,EQ24,0.25,3,36,9
0.2901806561928198,0.4324865505122701,0.6976973997836043,1.0204224639024648,EQ24~s0.250~4,EQ24,0.25,4,36,9
0.2985400292704052,0.4067106088550642,0.6972641055575739,1.0132750918010869,EQ24~s0.250~5,EQ24,0.25,5,36,9
0.2637152604656713,0.4982976022894911,0.7101873219063101,1.0177483678436936,EQ24~s0.500~0,EQ24,0.5,0,36,18
0.2756727260371412,0.4892088812214972,0.693363834983569,1.0368298121884718,EQ24~s0.500~1,EQ24,0.5,1,36,18
0.25885108440559396,0.49717924469600777,0.7090922196631285,0.9834747730287792,EQ24~s0.500~2,EQ24,0.5,2,36,18
0.26225145320143495,0.5009884252888258,0.7150482067805789,1.0005934880727887,EQ24~s0.500~3,EQ24,0.5,3,36,18
0.278497168398093,0.444413819403148,0.7051023133182094,0.9925075722425774,EQ24~s0.500~4,EQ24,0.5,4,36,18
0.2606508717856686,0.480003653995422,0.7104084711085824,0.9692491532731226,EQ24~s0.500~5,EQ24,0.5,5,36,18
0.25225225275035906,0.5465588280951297,0.70569613743222,1.0095852285724989,EQ24~s0.667~0,EQ24,0.667,0,36,24
0.26000609251418916,0.5346550588507188,0.7078752827255405,1.0105077821579336,EQ24~s0.667~1,EQ24,0.667,1,36,24
0.2640115109587919,0.4895041067727747,0.7143275940781036,1.0135501028010034,EQ24~s0.667~2,EQ24,0.667,2,36,24
0.2415653411929816,0.5304073538495553,0.7163051179635466,0.9500428822660535,EQ24~s0.667~3,EQ24,0.667,3,36,24
0.2410006450651341,0.5384209887305925,0.7140711341982163,0.959475454702663,EQ24~s0.667~4,EQ24,0.667,4,36,24
0.2620022338563769,0.5467411310446268,0.7081266099864618,1.0326392509516857,EQ24~s0.667~5,EQ24,0.667,5,36,24
0.27824126695182366,0.2572249951840178,0.6842725769166542,0.8347682011326969,NONEQ12~s0.125~0,NONEQ12,0.125,0,36,4
0.2841981777990037,0.2700972017607035,0.6785689255051723,0.890994970860014,NONEQ12~s0.125~1,NONEQ12,0.125,1,36,4
0.3036548590265658,0.27444691400397875,0.6602567002484843,0.8911342222100926,NONEQ12~s0.125~2,NONEQ12,0.125,2,36,4
0.29974333545811266,0.28170121474506715,0.67417878822872,0.9366352535359143,NONEQ12~s0.125~3,NONEQ12,0.125,3,36,4
0.2924985222495223,0.32725615705052935,0.6772147561435027,0.9338074923545463,NONEQ12~s0.125~4,NONEQ12,0.125,4,36,4
0.28281947330840695,0.3013317065326947,0.6870231790245572,0.8863572405771749,NONEQ12~s0.125~5,NONEQ12,0.125,5,36,4
0.28972969473751653,0.20721553471591508,0.6478163672576829,0.821656908309027,NONEQ12~s0.250~0,NONEQ12,0.25,0,36,9
0.29187206343380523,0.23210643643460566,0.6534554829666341,0.8743648815395444,NONEQ12~s0.250~1,NONEQ12,0.25,1,36,9
0.2929436226559167,0.22316287552220448,0.6668833578199759,0.8155159497742309,NONEQ12~s0.250~2,NONEQ12,0.25,2,36,9
0.27517548412985504,0.23730942951540476,0.6595960408643445,0.7818795764161954,NONEQ12~s0.250~3,NONEQ12,0.25,3,36,9
0.2701032618577194,0.24883063746864859,0.6702827044106876,0.818817574311455,NONEQ12~s0.250~4,NONEQ12,0.25,4,36,9
0.26967516136512915,0.20812039078311115,0.6710173228056164,0.7711627545024939,NONEQ12~s0.250~5,NONEQ12,0.25,5,36,9
0.2558323436539076,0.20175934973916004,0.6515367669933484,0.7111357966748767,NONEQ12~s0.333~0,NONEQ12,0.333,0,36,12
0.2667125427341852,0.16150838813126273,0.6491489679899893,0.6772426772333497,NONEQ12~s0.333~1,NONEQ12,0.333,1,36,12
0.26199246365742623,0.19045454584337074,0.6531011518521954,0.6965512645156674,NONEQ12~s0.333~2,NONEQ12,0.333,2,36,12
0.25367218736884084,0.1871306939187855,0.6657588395287665,0.720547064388241,NONEQ12~s0.333~3,NONEQ12,0.333,3,36,12
0.2399793352719046,0.18549706727615395,0.6488012100537445,0.6515514198323978,NONEQ12~s0.333~4,NONEQ12,0.333,4,36,12
0.2879468956208532,0.18781838078140578,0.6382233828479489,0.7798356390777498,NONEQ12~s0.333~5,NONEQ12,0.333,5,36,12
