claim_set,book,panel,gross,cost_bps,freq,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,L1_H1,L2_H2,L3_OOS,L4_DDcap,L5_CAGRfloor,pass4b
CORE_W,CAND20,FULL,0.05,0.0,W,0.009196685754929268,1.1510356188280133,-0.012744802125777,1.170398763748028,1.1419055162072784,0.010198981189677214,1.2104480769929244,-0.012744802125776111,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.05,10.0,W,0.008445035283062508,1.0577748247518082,-0.012816491749819137,1.0723039992661718,1.0521591500648073,0.009437073801982887,1.1208035417041793,-0.012816491749819803,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.05,25.0,W,0.007318581972846072,0.9175225931871759,-0.012924020524755608,0.9247300706077476,0.917225613635463,0.008295261695154155,0.9859898274386009,-0.012924020524755386,False,True,True,True,False,False
CORE_W,CAND20,FULL,0.05,50.0,W,0.005443882972890224,0.683254384074428,-0.013170147311364788,0.6781312328674333,0.6919056749426342,0.006395035450810438,0.7607812927114588,-0.0131701473113649,False,False,False,True,False,False
CORE_W,CAND20,FULL,0.1,0.0,W,0.018414956315096376,1.1510596577296097,-0.025403801009582505,1.170368577369594,1.1419806591220556,0.020432959394218075,1.2105250571142425,-0.025403801009582505,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.1,10.0,W,0.016900792601771242,1.0579455077243358,-0.02554519487286877,1.0724247961849886,1.052377487781482,0.018896640780204255,1.1210241496965212,-0.025545194872868993,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.1,25.0,W,0.014633657893728502,0.9179141320176509,-0.025757263335383973,0.9250788031047025,0.9176592451804327,0.016596384593912328,0.9864264271723964,-0.025757263335383862,False,True,True,True,False,False
CORE_W,CAND20,FULL,0.1,50.0,W,0.010866036590301498,0.6840146693663559,-0.02621957330644098,0.678861721543047,0.6926979648710818,0.012773855480918028,0.7615778525762991,-0.026219573306441202,False,False,False,True,False,False
CORE_W,CAND20,FULL,0.15,0.0,W,0.027653860512637962,1.1510826497843922,-0.03797707826864649,1.1703376194433295,1.1420547503342857,0.03070090032972317,1.2106007521392275,-0.03797707826864649,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.15,10.0,W,0.025366230189069805,1.0581107367186589,-0.03818621801167832,1.072540735326402,1.0525900456396977,0.02837753909413987,1.1212387337161145,-0.03818621801167921,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.15,25.0,W,0.02194408261752967,0.9182935813286628,-0.03849987807313049,0.9254165130788197,0.9180799870537438,0.02490205507456089,0.9868498729332408,-0.038499878073130156,False,True,True,True,False,False
CORE_W,CAND20,FULL,0.15,50.0,W,0.016265210577155687,0.684751791488506,-0.03914884688864739,0.6795708745881186,0.6934655178328463,0.01913497858160662,0.7623493669611346,-0.039148846888647726,False,False,False,True,False,False
CORE_W,CAND20,FULL,0.2,0.0,W,0.03691243241727982,1.151104593029728,-0.05046471584947676,1.170305889908918,1.142127790555247,0.04100174974596915,1.2106751584092021,-0.05046471584947698,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.2,10.0,W,0.03384029415003442,1.058270662290919,-0.05073967271444346,1.072651802750118,1.0527971093737627,0.037878591223603486,1.121447540049219,-0.05073967271444291,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.2,25.0,W,0.029248703619544347,0.9186613043037178,-0.051152021137180426,0.9257431695813698,0.9184885232648763,0.03321095129310758,0.987260759491501,-0.05115202113718087,False,True,True,True,False,False
CORE_W,CAND20,FULL,0.2,50.0,W,0.021640157059760634,0.6854664244157173,-0.051958482554686825,0.6802586435012461,0.6942096023963557,0.025476929844713503,0.7630969395114271,-0.051958482554685936,False,False,False,True,False,False
CORE_W,CAND20,FULL,0.25,0.0,W,0.046189691354286744,1.1511254853857278,-0.06286679602668521,1.1702733885771792,1.1421997805320478,0.05133443339260624,1.210748272161798,-0.06286679602668466,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.25,10.0,W,0.04232190861863039,1.0584251321957485,-0.06320567028028212,1.0727575190872611,1.0529988087888817,0.047398601415903796,1.1216506199495215,-0.0632056702802819,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.25,25.0,W,0.03654633647185279,0.9190169289689176,-0.06371384780018208,0.9260575731293242,0.918885187022939,0.041521736841333645,0.987659235666481,-0.0637138478001823,False,True,True,True,False,False
CORE_W,CAND20,FULL,0.25,50.0,W,0.02698958185051148,0.6861578448353813,-0.06464904281377815,0.680922628804468,0.6949309146080945,0.031798228254395156,0.7638209202204556,-0.06464904281377837,False,False,False,True,False,False
CORE_W,CAND20,FULL,0.3,0.0,W,0.05548464192576841,1.1511453246510066,-0.07518340140180702,1.1702401151309672,1.1422707210449423,0.06169785698942687,1.2108200895234007,-0.0751834014018069,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.3,10.0,W,0.05080997170232293,1.0585739226220132,-0.07558442399864607,1.0728581728776538,1.0531944812355687,0.05693632363485346,1.1218475379130368,-0.07558442399864573,True,True,True,True,False,False
CORE_W,CAND20,FULL,0.3,25.0,W,0.04383575483937219,0.919359884978626,-0.07618576774124342,0.9263604558765833,0.9192682905696482,0.04983298116662982,0.9880441859569431,-0.0761857677412432,False,True,True,True,False,False
CORE_W,CAND20,FULL,0.3,50.0,W,0.032312124947881715,0.6868248735869781,-0.07722130290873963,0.6815643260404514,0.6956259914104762,0.038097229195552806,0.7645189843000229,-0.07722130290874019,False,False,False,True,False,False
CORE_W,CAND20,FULL,0.35,0.0,W,0.06479627403536248,1.1511641084980595,-0.08741461490213964,1.1702060691260143,1.1423406129042664,0.07209090620077707,1.2108906065010032,-0.0874146149021392,True,True,True,True,False,False
