panel,target,chooser,pick,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_oos,keep4b,keep4a_oos
U56,0.12,C_ISSHARPE,"T=Q,R=M",0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,False
U56,0.12,C_ISCALMAR,"T=Q,R=M",0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,False
U56,0.12,C_ISDD,"T=Q,R=M",0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,False
U56,0.12,C_ISLEGS,"T=Q,R=M",0.15663407772112392,1.2979348536330488,-0.20825492527989997,False,False,False
U56,0.12,C_MEMO_WW,"T=W,R=W",0.14555958304369598,1.2725593498016534,-0.16439946738894318,True,True,False
U56,0.12,C_ORACLE_OOS,"T=Q,R=D",0.15550523335333266,1.3576492014583443,-0.15817076415123887,True,True,False
U56,0.16,C_ISSHARPE,"T=Q,R=M",0.16806352864514085,1.2183951938794997,-0.23955820516994875,False,False,False
U56,0.16,C_ISCALMAR,"T=Q,R=M",0.16806352864514085,1.2183951938794997,-0.23955820516994875,False,False,False
U56,0.16,C_ISDD,"T=Q,R=M",0.16806352864514085,1.2183951938794997,-0.23955820516994875,False,False,False
U56,0.16,C_ISLEGS,"T=Q,R=M",0.16806352864514085,1.2183951938794997,-0.23955820516994875,False,False,False
U56,0.16,C_MEMO_WW,"T=W,R=W",0.15939920336045454,1.2193264066924652,-0.19861405013202715,True,True,False
U56,0.16,C_ORACLE_OOS,"T=Q,R=D",0.16887586415571754,1.2892103430316533,-0.19181521925803224,True,True,False
B136,0.12,C_ISSHARPE,"T=Q,R=M",0.14914096347524097,1.2348719516977524,-0.22386695005292367,False,False,False
B136,0.12,C_ISCALMAR,"T=Q,R=M",0.14914096347524097,1.2348719516977524,-0.22386695005292367,False,False,False
B136,0.12,C_ISDD,"T=Q,R=W",0.14092755349821395,1.237407536532403,-0.15935309863100489,True,True,False
B136,0.12,C_ISLEGS,"T=W,R=W",0.1386299658267558,1.2217422335304724,-0.16013117568294788,True,True,False
B136,0.12,C_MEMO_WW,"T=W,R=W",0.1386299658267558,1.2217422335304724,-0.16013117568294788,True,True,False
B136,0.12,C_ORACLE_OOS,"T=Q,R=D",0.1470429893414018,1.3078164213755419,-0.13805723920262403,True,True,False
B136,0.16,C_ISSHARPE,"T=W,R=M",0.15963616613659504,1.1466610428724955,-0.26548104536465866,False,False,False
B136,0.16,C_ISCALMAR,"T=Q,R=W",0.1562581890961805,1.2019573910063892,-0.18624312345388083,True,True,False
B136,0.16,C_ISDD,"T=Q,R=W",0.1562581890961805,1.2019573910063892,-0.18624312345388083,True,True,False
B136,0.16,C_ISLEGS,"T=W,R=M",0.15963616613659504,1.1466610428724955,-0.26548104536465866,False,False,False
B136,0.16,C_MEMO_WW,"T=W,R=W",0.15363121068308483,1.1836768379269715,-0.18755462349374052,True,True,False
B136,0.16,C_ORACLE_OOS,"T=Q,R=D",0.1625881187589191,1.2618551970096732,-0.1674313940925929,True,True,False
SMALL,0.12,C_ISSHARPE,"T=D,R=M",0.0447337238118275,0.3884038084469891,-0.37772894321255057,False,False,False
SMALL,0.12,C_ISCALMAR,"T=D,R=M",0.0447337238118275,0.3884038084469891,-0.37772894321255057,False,False,False
SMALL,0.12,C_ISDD,"T=D,R=M",0.0447337238118275,0.3884038084469891,-0.37772894321255057,False,False,False
SMALL,0.12,C_ISLEGS,"T=D,R=M",0.0447337238118275,0.3884038084469891,-0.37772894321255057,False,False,False
SMALL,0.12,C_MEMO_WW,"T=W,R=W",0.03971683241337498,0.3707851587836872,-0.27666654760012344,False,False,False
SMALL,0.12,C_ORACLE_OOS,"T=D,R=D",0.04634610335706402,0.42460036975224336,-0.2408163798829387,False,False,False
SMALL,0.16,C_ISSHARPE,"T=D,R=M",0.06484278806191446,0.45388236879234223,-0.4017979339400345,False,False,False
SMALL,0.16,C_ISCALMAR,"T=D,R=M",0.06484278806191446,0.45388236879234223,-0.4017979339400345,False,False,False
SMALL,0.16,C_ISDD,"T=D,R=W",0.054038047544692436,0.4109004327982912,-0.31337266974215283,False,False,False
SMALL,0.16,C_ISLEGS,"T=D,R=M",0.06484278806191446,0.45388236879234223,-0.4017979339400345,False,False,False
SMALL,0.16,C_MEMO_WW,"T=W,R=W",0.05197039365792211,0.39937133781546075,-0.31479216528653087,False,False,False
SMALL,0.16,C_ORACLE_OOS,"T=D,R=Q",0.07055342464271686,0.46229649413730106,-0.46610759207898467,False,False,False
