panel,dial,bps,pick_S,pick_C,agree,dOOS_Sharpe,dCAGR_pp,dOOS_MaxDD_pp,priced,free,rate
B136,CADENCE,0,CAD-M,CAD-M,True,0.0,0.0,0.0,False,False,
B136,CADENCE,10,CAD-M,CAD-M,True,0.0,0.0,0.0,False,False,
B136,GROSS,0,G1.000,G1.000,True,0.0,0.0,0.0,False,False,
B136,GROSS,10,G1.000,G1.000,True,0.0,0.0,0.0,False,False,
B136,SIZE,0,FWD10,FWD5,False,0.04293285381402667,4.156065020160726,-2.037345280110048,False,True,
B136,SIZE,10,FWD10,FWD5,False,0.043714024944483953,3.6256824809268506,-2.5440508395489836,False,True,
B136,TRIM,0,Q0.10,Q0.10,True,0.0,0.0,0.0,False,False,
B136,TRIM,10,Q0.10,Q0.10,True,0.0,0.0,0.0,False,False,
B136,VOLGATE,0,V0.20,V-off,False,0.1492276128329295,8.808849977406407,-9.782127928472107,False,True,
B136,VOLGATE,10,V-off,V-off,True,0.0,0.0,0.0,False,False,
BSTK100,CADENCE,0,CAD-M,CAD-M,True,0.0,0.0,0.0,False,False,
BSTK100,CADENCE,10,CAD-M,CAD-M,True,0.0,0.0,0.0,False,False,
BSTK100,GROSS,0,G1.000,G1.000,True,0.0,0.0,0.0,False,False,
BSTK100,GROSS,10,G1.000,G1.000,True,0.0,0.0,0.0,False,False,
BSTK100,SIZE,0,FWD10,FWD5,False,0.0314890317207388,3.530581701645863,0.4855360993594293,False,True,
BSTK100,SIZE,10,FWD10,FWD5,False,0.03055907404686309,3.0103704927949337,0.4610757666365872,False,True,
BSTK100,TRIM,0,Q0.10,Q0.10,True,0.0,0.0,0.0,False,False,
BSTK100,TRIM,10,Q0.10,Q0.10,True,0.0,0.0,0.0,False,False,
BSTK100,VOLGATE,0,V-off,V-off,True,0.0,0.0,0.0,False,False,
BSTK100,VOLGATE,10,V-off,V-off,True,0.0,0.0,0.0,False,False,
SMALL439,CADENCE,0,CAD-M,CAD-M,True,0.0,0.0,0.0,False,False,
SMALL439,CADENCE,10,CAD-M,CAD-M,True,0.0,0.0,0.0,False,False,
SMALL439,GROSS,0,G1.000,G1.000,True,0.0,0.0,0.0,False,False,
SMALL439,GROSS,10,G1.000,G1.000,True,0.0,0.0,0.0,False,False,
SMALL439,SIZE,0,FWD20,FWD20,True,0.0,0.0,0.0,False,False,
SMALL439,SIZE,10,FWD20,FWD20,True,0.0,0.0,0.0,False,False,
SMALL439,TRIM,0,Q0.30,Q0.30,True,0.0,0.0,0.0,False,False,
SMALL439,TRIM,10,Q0.70,Q0.30,False,0.16094874826858635,3.2977769385691635,-2.412349555934945,False,True,
SMALL439,VOLGATE,0,V-off,V-off,True,0.0,0.0,0.0,False,False,
SMALL439,VOLGATE,10,V-off,V-off,True,0.0,0.0,0.0,False,False,
U56,CADENCE,0,CAD-M,CAD-M,True,0.0,0.0,0.0,False,False,
U56,CADENCE,10,CAD-M,CAD-M,True,0.0,0.0,0.0,False,False,
U56,GROSS,0,G0.250,G1.000,False,0.0009199072863874669,15.916342417827423,-17.58211878531567,False,True,
U56,GROSS,10,G0.750,G1.000,False,0.00046956854402169235,4.859859342991513,-5.670536678954042,False,True,
U56,SIZE,0,FWD20,FWD5,False,-0.161434401563189,4.565693074769417,-2.315856495988322,True,False,28.28203301501572
U56,SIZE,10,FWD20,FWD5,False,-0.17108444134139333,3.6055855418020366,-3.2005332723964997,True,False,21.074888596136045
U56,TRIM,0,Q0.20,Q0.10,False,-0.18121442111400998,0.09754265678458829,-5.271976895630437,True,False,0.5382720436097076
U56,TRIM,10,Q0.10,Q0.10,True,0.0,0.0,0.0,False,False,
U56,VOLGATE,0,V-off,V-off,True,0.0,0.0,0.0,False,False,
U56,VOLGATE,10,V-off,V-off,True,0.0,0.0,0.0,False,False,
