panel,N,ebar,G,CAGR,MaxDD,flatcut_CAGR_at_equal_DD,gap_pp,status,OOS_Sharpe,Sharpe
U56,10,0.55,0.5503194100438531,0.12521707712482666,-0.15587783254077625,0.12289210893958293,0.23249681852437337,ok,1.0951396058874079,1.1117067294647003
U56,10,0.65,0.6504870363973776,0.14815153546843018,-0.1821822631083505,0.14544652447802625,0.2705010990403933,ok,1.0954004371563182,1.1120249686005692
U56,10,0.75,0.7506845668869513,0.17108368647468364,-0.207884110745446,0.16802324218741163,0.3060444287272007,ok,1.0956070174291301,1.1122862179157713
U56,10,0.85,0.850910467966207,0.19399019934644035,-0.23299296531646796,,,extrapolation-refused,1.0957595066240138,1.1124905800639775
U56,30,0.55,0.5632401677434355,0.10293088000657491,-0.16520037877225147,0.13079782418014052,-2.786694417356561,ok,1.1383964903873263,1.1043090818750534
U56,30,0.65,0.665742116627916,0.12182043805356835,-0.19314804298422927,0.15496061481259457,-3.3140176759026225,ok,1.138600101073081,1.104527575818257
U56,30,0.75,0.7682705937730905,0.14073344702508495,-0.22047133553240728,,,extrapolation-refused,1.1387503464576825,1.1046950754724112
U56,30,0.85,0.8708245568138917,0.15965609236292355,-0.2471783799827323,,,extrapolation-refused,1.1388441543521972,1.1048075329320644
U56,40,0.55,0.5731016302248673,0.09918676611998123,-0.179296641921185,0.14294291224462488,-4.375614612464365,ok,1.1096747510959069,1.1319273119789033
U56,40,0.65,0.6773937668169854,0.11742349688887677,-0.2093612820846401,0.16933371462805125,-5.1910217739174485,ok,1.1095902379156475,1.1319899006815242
U56,40,0.75,0.7817118529953202,0.1356969858001853,-0.23867265757312017,,,extrapolation-refused,1.1094486862347839,1.1319981038549383
U56,40,0.85,0.8860549616971607,0.1539953580035769,-0.2672426645743444,,,extrapolation-refused,1.109244756320262,1.1319472256994108
U56,50,0.55,0.617510972518085,0.09631739826909147,-0.1793170639773658,0.14296063075525714,-4.664323248616567,ok,1.1546433783699546,1.153445202810218
U56,50,0.65,0.7298810771742819,0.11405581434942524,-0.20941130305250655,0.16937809072586996,-5.532227637644471,ok,1.1544553544136458,1.1534851687430974
U56,50,0.75,0.8422782606031358,0.13184158052687,-0.23875928937865587,,,extrapolation-refused,1.1542098405288999,1.1534740327376722
U56,50,0.85,0.9547016112311884,0.14966448550428058,-0.26737209374304693,,,extrapolation-refused,1.1539028941329956,1.1534083421127252
B136,10,0.55,0.5494462045233508,0.13236859001822965,-0.15108436137062797,0.1268795605618546,0.5489029456375055,ok,0.8818311224940167,1.041092834519255
B136,10,0.65,0.6494976463535362,0.15654384855344516,-0.17677566312217274,0.14941417632933746,0.7129672224107708,ok,0.8835577663268812,1.0424538873332356
B136,10,0.75,0.7495914943668449,0.1806875013895728,-0.20193132973455075,0.1717274609019,0.8960040487672793,ok,0.8852417152966133,1.0437680551637556
B136,10,0.85,0.8497259767016399,0.20477125840633081,-0.22655423369100725,,,extrapolation-refused,0.886885132030164,1.045034011294474
B136,30,0.55,0.5544590029769072,0.11737644470136077,-0.1650191158517368,0.1390460977965266,-2.1669653095165833,ok,1.0763888447215466,1.1116333921694075
B136,30,0.65,0.6553886442695092,0.13897193257564222,-0.192960975305155,0.1637342800170662,-2.4762347441423973,ok,1.0769891584477054,1.1122669211841043
B136,30,0.75,0.7563517586745814,0.1606056344644431,-0.22028458331476464,,,extrapolation-refused,1.0775427977961294,1.1128531667765502
B136,30,0.85,0.857347094003325,0.1822595094510564,-0.2469979987442441,,,extrapolation-refused,1.0780462867219378,1.1133887319932132
B136,40,0.55,0.5578827693083799,0.11329653492224745,-0.1763916248864471,0.14907549367906492,-3.577895875681747,ok,1.0652972523661868,1.1079781769423949
B136,40,0.65,0.6594302937850447,0.1341347863060789,-0.2059575538702093,0.17531509370420506,-4.1180307398126175,ok,1.065718233194582,1.1084700835049324
B136,40,0.75,0.7610099901776923,0.1550095729086005,-0.2347811193557866,,,extrapolation-refused,1.0660864724706958,1.1089101614361496
B136,40,0.85,0.8626206548187039,0.17590452747500418,-0.2628728322257833,,,extrapolation-refused,1.0664013355403057,1.1092968772384975
B136,50,0.55,0.5605924690331268,0.11106992118314252,-0.18590212064538714,0.15746278330130095,-4.639286211815843,ok,1.0776023953636684,1.1197561032947936
B136,50,0.65,0.6626330918283028,0.13151354557584183,-0.21688435227578695,,,extrapolation-refused,1.0777908606871214,1.1201529896311397
B136,50,0.75,0.7647060374342249,0.15199963578527842,-0.24703425753364705,,,extrapolation-refused,1.0779270307491624,1.1204994935861068
B136,50,0.85,0.8668101106029606,0.17251249949844394,-0.276365485554928,,,extrapolation-refused,1.0780068279063089,1.1207909720906346
