panel,cost,chooser,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,H1,H2,full_CAGR,full_Sharpe,full_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_full_CAGR,spy_full_MaxDD,v2_OOS_Sharpe,v2_H1,v2_H2,v2_MaxDD,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,pass4b,pass4a
U56,0.0,IS_SHARPE,U56-band0.08-g1.00,0.12163246454187004,1.176821069551332,-0.19037400936037263,1.2571766952129395,1.0785870533303246,0.11529542395296688,1.159060763829895,-0.1903740093603723,0.15210156343930548,0.8711297579081264,0.15096593960776228,-0.3371725677562024,1.3007859478672301,1.2574264845013854,1.2009054714613714,-0.12029819641900041,True,True,True,True,True,True,False
U56,0.0,IS_LEGS,U56-band0.08-g1.00,0.12163246454187004,1.176821069551332,-0.19037400936037263,1.2571766952129395,1.0785870533303246,0.11529542395296688,1.159060763829895,-0.1903740093603723,0.15210156343930548,0.8711297579081264,0.15096593960776228,-0.3371725677562024,1.3007859478672301,1.2574264845013854,1.2009054714613714,-0.12029819641900041,True,True,True,True,True,True,False
U56,0.0,IS_CAGR,U56-qroll-q0.17-w1008-d0.50,0.1667928733284516,1.37246057737741,-0.15517532588243754,1.2124693205377646,1.2862702281874283,0.15140875418461808,1.249994496169369,-0.15517532588243743,0.15210156343930548,0.8711297579081264,0.15096593960776228,-0.3371725677562024,1.3007859478672301,1.2574264845013854,1.2009054714613714,-0.12029819641900041,True,True,True,True,True,True,False
U56,10.0,IS_SHARPE,U56-band0.08-g1.00,0.11989738418987961,1.161541176122481,-0.19050611381992255,1.2422354871381258,1.0631621872837251,0.11364276426240827,1.143892180573586,-0.19050611381992277,0.15210156343930548,0.8711297579081264,0.15096593960776228,-0.3371725677562024,1.2762297973468626,1.2321991121974933,1.175958130760422,-0.12054949323437114,True,True,True,True,True,True,False
U56,10.0,IS_LEGS,U56-band0.08-g1.00,0.11989738418987961,1.161541176122481,-0.19050611381992255,1.2422354871381258,1.0631621872837251,0.11364276426240827,1.143892180573586,-0.19050611381992277,0.15210156343930548,0.8711297579081264,0.15096593960776228,-0.3371725677562024,1.2762297973468626,1.2321991121974933,1.175958130760422,-0.12054949323437114,True,True,True,True,True,True,False
U56,10.0,IS_CAGR,U56-qroll-q0.17-w1008-d0.50,0.15599769651672202,1.2933308155679046,-0.15593611048389855,1.1320958048229646,1.2058647869291963,0.14051046136810763,1.1696111461081142,-0.15593611048389844,0.15210156343930548,0.8711297579081264,0.15096593960776228,-0.3371725677562024,1.2762297973468626,1.2321991121974933,1.175958130760422,-0.12054949323437114,True,True,True,True,True,True,False
U56,25.0,IS_SHARPE,U56-band0.08-g1.00,0.11729956966866739,1.1386066702144424,-0.19070424727775315,1.2198072197017564,1.0400121491498857,0.11116816177841748,1.1211247965097528,-0.19070424727775348,0.15210156343930548,0.8711297579081264,0.15096593960776228,-0.3371725677562024,1.2393563817643642,1.1943168081643298,1.138500804792136,-0.12092638054158922,True,True,True,True,True,True,False
U56,25.0,IS_LEGS,U56-band0.08-g1.00,0.11729956966866739,1.1386066702144424,-0.19070424727775315,1.2198072197017564,1.0400121491498857,0.11116816177841748,1.1211247965097528,-0.19070424727775348,0.15210156343930548,0.8711297579081264,0.15096593960776228,-0.3371725677562024,1.2393563817643642,1.1943168081643298,1.138500804792136,-0.12092638054158922,True,True,True,True,True,True,False
U56,25.0,IS_CAGR,U56-qroll-q0.17-w1008-d0.50,0.1399859955306686,1.1742387235913283,-0.15707670734776413,1.0111843849108608,1.0848810335785868,0.12434966212277665,1.0486713778719183,-0.16054559625281783,0.15210156343930548,0.8711297579081264,0.15096593960776228,-0.3371725677562024,1.2393563817643642,1.1943168081643298,1.138500804792136,-0.12092638054158922,True,True,True,True,True,True,False
B136,0.0,IS_SHARPE,B136-qroll-q0.17-w504-d0.50,0.140572353524673,1.2004340699790108,-0.17067696647738595,1.3076241296699211,1.068788231346408,0.1450243998675047,1.189655327637831,-0.17067696647738573,0.15331427255204866,0.8767278433896203,0.15163389387763448,-0.3371595330739303,1.1355167832575352,1.2604974666988875,0.9958304623036928,-0.12211590879264533,True,True,True,True,True,True,False
