panel,book,x,c,cost,kind,CAGR,Sharpe,MaxDD,H1,H2,Turn,dSharpe,dMaxDD,dCAGR,dTurn
U56,v1,,0,10.0,control,0.06419373995428534,0.6611011896775674,-0.13827804260512722,0.6428944530146987,0.6804042828966701,23.631102070001454,,,,
U56,v1,0.0,1,0.0,exit,0.09047481720731998,0.9028228523168639,-0.1372830127306207,0.8638835313029546,0.9411028367526368,23.819687149135017,0.010529741166922402,-0.0013389891921669062,0.0008463453320932679,0.18858507913356348
U56,v1,0.0,1,10.0,exit,0.06481989819835787,0.6689527094614223,-0.15558922420990529,0.6248346576468804,0.7103531231515514,23.819687149135017,0.007851519783854899,-0.01731118160477807,0.0006261582440725277,0.18858507913356348
U56,v1,0.0,1,25.0,exit,0.027436511754549864,0.31694951616798117,-0.18234389990891509,0.2648890648535871,0.3631590512141909,23.819687149135017,0.0037998967451657872,-0.02604404838935137,0.0003145022471124914,0.18858507913356348
U56,v1,0.0,2,0.0,exit,0.09043888221982277,0.9007071337001589,-0.1416479829466043,0.8873679376825087,0.9171180591813781,23.69967119382766,0.008414022550217393,-0.005703959408150494,0.0008104103445960575,0.0685691238262045
U56,v1,0.0,2,10.0,exit,0.0649120390048239,0.6685045331889841,-0.14396356014674827,0.6505299322122988,0.6875811610085744,23.69967119382766,0.0074033435114166934,-0.005685517541621055,0.0007182990505385511,0.0685691238262045
U56,v1,0.0,2,25.0,exit,0.027709492429750515,0.3190444795207846,-0.15945959377262708,0.29395915188202326,0.3422350582266851,23.69967119382766,0.00589486009796919,-0.003159742253063369,0.0005874829223131428,0.0685691238262045
U56,v1,0.0,3,0.0,exit,0.09113774467063718,0.9067439617410529,-0.13594402353845358,0.8843898002686226,0.930907268352994,23.648889987238245,0.014450850591111397,2.220446049250313e-16,0.0015092727954104657,0.01778791723679163
U56,v1,0.0,3,10.0,exit,0.06564848524981759,0.6751013115325581,-0.13827804260512744,0.6479380735519576,0.7020709318761978,23.648889987238245,0.014000121854990777,-2.220446049250313e-16,0.0014547452955322449,0.01778791723679163
U56,v1,0.0,3,25.0,exit,0.028498244720695842,0.3264815578028346,-0.15629985151956394,0.2919526175632105,0.35777238072554146,23.648889987238245,0.013331938380019226,-2.220446049250313e-16,0.0013762352132584699,0.01778791723679163
U56,v1,0.01,1,0.0,exit,0.09129977257786659,0.9092329244845084,-0.13533038866657543,0.8776715723953774,0.9412125453010738,23.63220171826693,0.016939813334566955,0.0006136348718783768,0.0016713007026398774,0.0010996482654768158
U56,v1,0.01,1,10.0,exit,0.06582477607206783,0.6774749296920665,-0.13782032997703275,0.6411492403978837,0.7122512238671487,23.63220171826693,0.016373740014499094,0.00045771262809446434,0.0016310361177824806,0.0010996482654768158
U56,v1,0.01,1,25.0,exit,0.028694617805637757,0.3286568931925548,-0.16290179869906996,0.28506500571675975,0.3677174836443956,23.63220171826693,0.015507273769739427,-0.00660194717950624,0.0015726082982003842,0.0010996482654768158
U56,v1,0.01,2,0.0,exit,0.09053288532092596,0.9009510567271606,-0.1416479829466044,0.8800885886945707,0.9238455297087322,23.631177937137412,0.008657945577219106,-0.005703959408150605,0.0009044134456992481,7.586713595841843e-05
U56,v1,0.01,2,10.0,exit,0.06507624243896304,0.6695621477471411,-0.14396356014674794,0.6436314330274241,0.6954706420981286,23.631177937137412,0.008460958069573699,-0.0056855175416207215,0.0008825024846776941,7.586713595841843e-05
U56,v1,0.01,2,25.0,exit,0.027972712185494242,0.32136079274484985,-0.15665663614060898,0.28764520103242197,0.3519228722695511,23.631177937137412,0.00821117332203447,-0.00035678462104526965,0.0008507026780568694,7.586713595841843e-05
U56,v1,0.01,3,0.0,exit,0.09025435538614435,0.8980859491336224,-0.1359440235384538,0.8793485903758798,0.9191852432449606,23.63129921779182,0.00579283798368091,0.0,0.0006258835109176353,0.00019714779036661412
U56,v1,0.01,3,10.0,exit,0.06480459003608185,0.6668309092788451,-0.13827804260512722,0.6428944530146987,0.6910400613682057,23.63129921779182,0.005729719601277772,0.0,0.0006108500817965101,0.00019714779036661412
U56,v1,0.01,3,25.0,exit,0.02771099109606001,0.31879346759711685,-0.15629985151956372,0.2869194852080589,0.3477687597902602,23.63129921779182,0.005643848174301469,0.0,0.000588981588622639,0.00019714779036661412
U56,v1,0.03,1,0.0,exit,0.08995572871468793,0.8954409221308988,-0.14114595151945208,0.8811867507631034,0.9126957073479094,23.63097501277802,0.0031478109809572885,-0.005201927980998278,0.00032725683946122075,-0.00012705722343397952
U56,v1,0.03,1,10.0,exit,0.06451311045575636,0.6641675431636102,-0.14346239736370292,0.6447356610077934,0.6845189220031982,23.63097501277802,0.0030663534860427832,-0.005184354758575704,0.00031937050147101687,-0.00012705722343397952
