panel,gross,cost,IS_pick_L,pick_OOS_Sharpe,pick_OOS_CAGR,L1_OOS_Sharpe,L1_OOS_CAGR,pick_pass4b,L1_pass4b
U56,0.75,0.0,2,1.2008540186359131,0.17697304591645513,1.206091207772102,0.17669799422836507,True,True
U56,0.75,10.0,2,1.1813339867264023,0.173643871007213,1.1862051862360805,0.17336400236163074,True,True
U56,0.75,25.0,2,1.1520025236127716,0.16866675579493506,1.1563381510258974,0.1683796936332309,True,True
U56,0.75,50.0,2,1.1029895710783026,0.16041577000289076,1.1064689934707355,0.16011680348097124,True,True
U56,0.65,0.0,2,1.2010793234379282,0.15305871968012785,1.2058236548366952,0.1527223968152296,True,True
U56,0.65,10.0,2,1.1814464374391729,0.15021592591880673,1.1858248911231806,0.14987649038614226,True,True
U56,0.65,25.0,2,1.1519454893974133,0.14596412991606633,1.1557885095361031,0.1456200413013955,True,True
U56,0.65,50.0,2,1.1026496289479661,0.13891073470033044,1.1056366135599756,0.1385589333273427,True,True
B136,0.75,0.0,2,1.0196479597595431,0.16376165517707997,1.0392325249732364,0.1658562725714139,False,False
B136,0.75,10.0,2,0.999188646280103,0.15991771469448945,1.0184314748041647,0.16200137027297035,False,False
B136,0.75,25.0,2,0.9684018561892992,0.1541725279718411,0.9871395727731552,0.1562398077436291,False,False
B136,0.75,50.0,2,0.9168569062495407,0.14465224880209004,0.934773980320623,0.14669241316639603,False,False
B136,0.65,0.0,2,1.0194594733215183,0.14211296598678924,1.0383954941039533,0.14375560951879995,False,True
B136,0.65,10.0,2,0.9989013445093906,0.1388280794183152,1.0174986522583287,0.14046347282655658,False,True
B136,0.65,25.0,2,0.9679661761400133,0.13391618827977103,0.9860629457699208,0.13554074493890944,False,True
B136,0.65,50.0,2,0.9161736881773567,0.12577072211613372,0.9334575246149199,0.12737731960507115,False,False
SMALL,0.75,0.0,2,0.44058755782405445,0.06722474785393406,0.4629711820166788,0.07163160665111379,False,False
SMALL,0.75,10.0,2,0.4185879711730368,0.06282223923124697,0.44068798843578977,0.06717469221744166,False,False
SMALL,0.75,25.0,2,0.3855161226311988,0.05624500529591159,0.4072081174181608,0.06051648370352902,False,False
SMALL,0.75,50.0,2,0.3302612483921398,0.0453533908976973,0.35132071622930416,0.04949159090220001,False,False
SMALL,0.65,0.0,2,0.4413601768561148,0.06030667236490528,0.4625434482730731,0.06386922513577509,False,False
SMALL,0.65,10.0,2,0.4192931028231197,0.056505044862321,0.4401818026505294,0.060023976495223064,False,False
SMALL,0.65,25.0,2,0.3861197917569424,0.050822541638266605,0.40658441533495643,0.05427650008011753,False,False
SMALL,0.65,50.0,2,0.33069544538250534,0.04140467323846919,0.350501894807429,0.044751558165745164,False,False
