panel,family,form,dial,gross,clause_CAGR,clause_Sharpe,clause_MaxDD,clause_H1,clause_H2,clause_oSharpe,GAP,RHO1,TIMING,flip_any,pass4a,pass4b
U56,MA,DG,100.0,0.5,0.04573887959826184,1.0417874921157,-0.06465558059999255,1.0896899719698359,0.9952892046387517,1.0876210557920363,0.32807806824272434,0.974644593473822,0.08091247365191516,False,False,False
U56,MA,DG,150.0,0.5,0.0529178907554082,1.1652157640300749,-0.07665732163667838,1.2296618907584311,1.1068218486977208,1.194761404126325,0.3042701881091182,0.9834802493453402,0.0911485752675611,False,False,False
U56,MA,DG,200.0,0.5,0.05440965176893231,1.169251913024949,-0.08096497746483411,1.1855663677686925,1.157115691786341,1.2598486840228291,0.2905069237050626,0.9871180825644866,0.09612330460225867,False,False,False
U56,MA,DG,250.0,0.5,0.05599736366411401,1.1826901224567876,-0.0784348987122977,1.1916729035731735,1.178794512527528,1.281256824114104,0.2828505259167431,0.988847434821703,0.0689280709410859,False,False,False
U56,MA,DG,100.0,0.75,0.06866026630684852,1.042215062850795,-0.09614248846931406,1.0907937404651016,0.9950649850836385,1.087448323313957,0.3280155407485098,0.9749628755636032,0.0817336565017841,False,False,False
U56,MA,DG,150.0,0.75,0.07962360777083344,1.16537049836386,-0.1138018480981614,1.2306496399694429,1.1062453415754603,1.1942908519415627,0.30422344782571986,0.983748989967388,0.0965263268449645,False,False,False
U56,MA,DG,200.0,0.75,0.08187299221941369,1.1692475633783586,-0.12011678946550997,1.1861925989210094,1.1565728836758975,1.2593786361905988,0.29046140197027515,0.9873584297414844,0.0985861163369041,False,False,False
U56,MA,DG,250.0,0.75,0.08428769088081656,1.182688530485444,-0.11651234998998872,1.1920956925626411,1.1784452829342331,1.2809688985337224,0.2828115177893056,0.9890758878604484,0.07177185062439284,False,False,False
U56,MA,DG,100.0,1.0,0.09157756693873442,1.0425279431638879,-0.12707610943984982,1.0917907653798706,0.9947189497785841,1.0871515200887416,0.3279545415933647,0.975271529458097,0.0793443515595808,False,False,False
U56,MA,DG,150.0,1.0,0.10645156119347221,1.1654016936002605,-0.1501609799834145,1.2315220809069807,1.1055401380384777,1.193687280375078,0.3041782960641596,0.9840074047522499,0.09846739943591616,False,False,True
U56,MA,DG,200.0,1.0,0.10946213581931885,1.169109435744023,-0.15838544119726217,1.1866911788639514,1.15589276145773,1.2587657248897015,0.2904175199270992,0.987588252922061,0.0997276545224663,False,False,True
