panel,bps,selector,pick,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
B136,0,IS_ARGMAX,cap=1.00,1.1247401783290516,0.14134119698337289,0.9861110497210084,-0.19983154054596786
B136,0,CAP_NONE,cap=1.00,1.1247401783290516,0.14134119698337289,0.9861110497210084,-0.19983154054596786
B136,0,RULESv1,-,0.9869967361854326,0.09283844674412256,0.8568806821147589,-0.18353080750935924
B136,0,SPY,-,0.8986643995365173,0.1545044425578177,0.8820239235972316,-0.3371595330739301
B136,10,IS_ARGMAX,cap=1.00,1.0226042049000195,0.12454335283909401,0.8836022780725372,-0.20052048331108296
B136,10,CAP_NONE,cap=1.00,1.0226042049000195,0.12454335283909401,0.8836022780725372,-0.20052048331108296
B136,10,RULESv1,-,0.714743531177852,0.05941502665859644,0.5762505378038233,-0.2119126361153264
B136,10,SPY,-,0.8986643995365173,0.1545044425578177,0.8820239235972316,-0.3371595330739301
BSTK100,0,IS_ARGMAX,cap=1.00,1.1040841361789604,0.1459228284017242,0.9818249098311408,-0.2706033625096158
BSTK100,0,CAP_NONE,cap=1.00,1.1040841361789604,0.1459228284017242,0.9818249098311408,-0.2706033625096158
BSTK100,0,RULESv1,-,1.0958492423633692,0.09709412432343778,0.7645463153318292,-0.2079286541323384
BSTK100,0,SPY,-,0.8986643995365173,0.1545044425578177,0.8820239235972316,-0.3371595330739301
BSTK100,10,IS_ARGMAX,cap=1.00,1.0130953078333733,0.13046460605228716,0.8910729150865583,-0.27294930694382613
BSTK100,10,CAP_NONE,cap=1.00,1.0130953078333733,0.13046460605228716,0.8910729150865583,-0.27294930694382613
BSTK100,10,RULESv1,-,0.8837671937096808,0.06545523820490917,0.5440056593573682,-0.2112535680441392
BSTK100,10,SPY,-,0.8986643995365173,0.1545044425578177,0.8820239235972316,-0.3371595330739301
SMALL,0,IS_ARGMAX,cap=0.00,0.6546102568378163,0.09676742277833195,0.6050453039114267,-0.31870025088249665
SMALL,0,CAP_NONE,cap=1.00,0.5382250903698914,0.09331664899323333,0.5889205753173833,-0.3136917510583286
SMALL,0,RULESv1,-,0.9184989891474635,0.09792326013572539,0.7090195589449608,-0.29297971221590813
SMALL,0,SPY,-,0.8315578832896264,0.15450717694493266,0.8820107671822842,-0.33717235283398284
SMALL,10,IS_ARGMAX,cap=0.00,0.5305422247202269,0.07212611610625519,0.47825284058983913,-0.3214436322207834
SMALL,10,CAP_NONE,cap=1.00,0.42314714464226266,0.06952666704630439,0.46573138739537995,-0.33479416717597366
SMALL,10,RULESv1,-,0.6853869446168335,0.06352093691071903,0.49230650885687877,-0.3612439163986053
SMALL,10,SPY,-,0.8315578832896264,0.15450717694493266,0.8820107671822842,-0.33717235283398284
U56,0,IS_ARGMAX,cap=1.00,1.0729399129541783,0.1573376597525562,1.218588771085467,-0.1822003619415381
U56,0,CAP_NONE,cap=1.00,1.0729399129541783,0.1573376597525562,1.218588771085467,-0.1822003619415381
U56,0,RULESv1,-,0.7847264314088308,0.10442384778230118,0.9780477105237235,-0.135943942404961
U56,0,SPY,-,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284
U56,10,IS_ARGMAX,cap=1.00,0.9759401521429143,0.14453585654383216,1.1306969416161394,-0.1830834869787813
U56,10,CAP_NONE,cap=1.00,0.9759401521429143,0.14453585654383216,1.1306969416161394,-0.1830834869787813
U56,10,RULESv1,-,0.5534299312214817,0.07730300522922962,0.747063834691694,-0.13827796154480798
U56,10,SPY,-,0.8986374811215905,0.15450717694493266,0.8820107671822842,-0.33717235283398284
