gmode,bps,IS_slope_total,OOS_slope_actual,IS_slope_MEAN,IS_slope_VOL,IS_slope_DIV,IS_slope_TIMING,IS_slope_GROSSCOST,OOS_slope_MEAN,OOS_slope_VOL,OOS_slope_DIV,OOS_slope_TIMING,OOS_slope_GROSSCOST,MAE_channel,MAE_naive,MAE_flat,IS_Sharpe_0,IS_Sharpe_1,OOS_Sharpe_0,OOS_Sharpe_1,OOS_mono_steps,steps
none,0,-0.40237839651307933,-0.33663206620686353,-0.6000866002033605,0.38649384338112397,0.05784910966686138,-0.24721079463140838,0.0005760452737042163,-0.4592144931852618,0.3735206978329483,-0.025125175793534175,-0.22876648401995453,-6.347818869454238e-05,0.08181583752466845,0.10371127172090785,0.11967352613934008,1.0833503513075116,0.6826821629836171,1.086303632263659,0.7644227720247759,7,8
none,10,-0.4857669994775071,-0.40356394197431567,-0.6000866002033605,0.38649384338112397,0.05784910966686138,-0.24721079463140838,-0.08281255769072361,-0.4592144931852618,0.3735206978329483,-0.025125175793534175,-0.22876648401995453,-0.06757995563333993,0.09612791037000203,0.12244231784706115,0.14675558936875152,1.0174581875891642,0.5817053328817591,1.0151745596211132,0.6655585909084499,8,8
none,25,-0.6543408022997664,-0.5360722745958851,-0.6000866002033605,0.38649384338112397,0.05784910966686138,-0.24721079463140838,-0.2513863605129829,-0.4592144931852618,0.3735206978329483,-0.025125175793534175,-0.22876648401995453,-0.20114457984904016,0.12731919578984907,0.16013946576914243,0.19985120536003415,0.9183986262478688,0.43005195594143486,0.9083276145088806,0.5170800804278749,8,8
g075,0,-0.4023783965130798,-0.33663206620686376,-0.6000866002033605,0.38649384338112397,0.057849109666861236,-0.24721079463140883,0.0005760452737043095,-0.4592144931852618,0.3735206978329473,-0.025125175793534238,-0.22876648401995447,-6.347818869468065e-05,0.08181583752466863,0.10371127172090792,0.11967352613934017,1.0833503513075113,0.6826821629836172,1.086303632263659,0.7644227720247757,7,8
g075,10,-0.4857669994775075,-0.40356394197431594,-0.6000866002033605,0.38649384338112397,0.057849109666861236,-0.24721079463140883,-0.08281255769072345,-0.4592144931852618,0.3735206978329473,-0.025125175793534238,-0.22876648401995447,-0.06757995563334035,0.09612791037000203,0.12244231784706122,0.14675558936875172,1.0174581875891642,0.5817053328817593,1.0151745596211132,0.6655585909084497,8,8
g075,25,-0.6543408022997672,-0.5360722745958851,-0.6000866002033605,0.38649384338112397,0.057849109666861236,-0.24721079463140883,-0.2513863605129831,-0.4592144931852618,0.3735206978329473,-0.025125175793534238,-0.22876648401995447,-0.20114457984904052,0.12731919578984938,0.1601394657691425,0.19985120536003423,0.9183986262478688,0.43005195594143486,0.9083276145088806,0.5170800804278748,8,8
gmatch,0,-0.40238493649366686,-0.33659066495993967,-0.6000866002033605,0.38649384338112397,0.05784910966686138,-0.2472107946314079,0.0005695052931161829,-0.4592144931852618,0.3735206978329473,-0.025125175793534175,-0.22876648401995442,-2.2075622543432513e-05,0.08186915352344942,0.10369930293336707,0.11963231557297961,1.0833656144729171,0.6826820503700751,1.0862376716092388,0.7644219442665608,7,8
gmatch,10,-0.4857874770998637,-0.4035324742370701,-0.6000866002033605,0.38649384338112397,0.05784910966686138,-0.2472107946314079,-0.08283303531308064,-0.4592144931852618,0.3735206978329473,-0.025125175793534175,-0.22876648401995442,-0.06754895349705856,0.0961784019053204,0.12243200564662399,0.14671533664461142,1.017490429571903,0.5817055685692469,1.0151262112997423,0.6655582178166286,8,8
gmatch,25,-0.6543864927894212,-0.5360587061967248,-0.6000866002033605,0.38649384338112397,0.05784910966686138,-0.2472107946314079,-0.2514320510026381,-0.4592144931852618,0.3735206978329473,-0.025125175793534175,-0.22876648401995442,-0.20113229800876214,0.12736466283395115,0.16013212110658612,0.19982858356075944,0.9184564234461622,0.430052714446119,0.9083057775278339,0.5170803902372361,8,8
