panel,book,gross,cadence,turn_x_yr,S0,S5,S10,S25,CAGR0,MaxDD0,H1_0,H2_0,OOS_S0,CAGR10,MaxDD10,H1_10,H2_10,OOS_S10,OOS_CAGR10,OOS_MaxDD10,p4b_0,p4b_5,p4b_10,p4b_25,fail_0,fail_5,fail_10,fail_25,p4a_10,cstar_bps,cstar_binds,cstar_pred_cagr,m_CAGR0,m_DD0,m_H1_0,m_H2_0,m_OOS0
U56,TOP5,0.75,D,57.579744716373135,0.9793171703450141,0.6929873968268832,0.4064293623243335,-0.452344790978216,0.09783847774772081,-0.1376460955022235,1.020522993548815,0.9518842243781406,0.9924650929923631,0.0364261672558861,-0.15681079001866272,0.4227335107580658,0.3956967180602795,0.42270976395567,0.04014129782962139,-0.1568107900186626,False,False,False,False,CAGR,H1,H1,H1,False,-1.0,,-1.5209927034905846,-0.008757837158245407,0.06465731619816606,0.06390296094512349,0.1178682867356986,0.11045432581007886
U56,TOP5,0.75,W,23.649707378131122,0.8975922901087439,0.7821591130888674,0.6664244225252938,0.31845999031502337,0.09028468212702578,-0.13594394240496066,0.8802259363833469,0.9175513525068743,0.9826951090772135,0.06481536911320362,-0.13827796154480843,0.6434376901590261,0.6898325440923032,0.7509006437607517,0.07782919392656296,-0.13827796154480854,False,False,False,False,H1,H1,H1,H1,False,-1.0,,-6.8971816513991175,-0.016311632778940433,0.06635946929542891,-0.07639409622034454,0.08353541486443228,0.10068434189492925
U56,TOP5,0.75,M,10.546105382014822,1.0658471097541435,1.0170313721473638,0.9679615313784407,0.8195565237456877,0.11454316745662929,-0.15270179769931758,1.1869912349807048,0.9766296153903009,1.0376245899385577,0.10286222868614692,-0.1539609814566928,1.0834969951732296,0.8825683326052199,0.9411448782828418,0.10649739095754107,-0.15396098145669235,True,True,False,False,,,CAGR,H1,False,6.5,CAGR,7.535343392467445,0.007946852550663075,0.04960161400107199,0.23037120237701336,0.14261367774785894,0.15561382275627345
U56,TOP5,1.0,D,76.78554449569269,0.9793171703450139,0.6929401624366471,0.40633504336525644,-0.45257536980554813,0.12997724825814383,-0.1803454658168494,1.0205229935488147,0.9518842243781409,0.992465092992363,0.046485027108597254,-0.20457164650463255,0.42271062898886125,0.3955422167531056,0.4225686314391353,0.05118150869848703,-0.20457164650463178,True,False,False,False,,H1,H1,H1,False,1.0,H1,3.0449654952292713,0.023380933352177613,0.021957945883540164,0.06390296094512327,0.11786828673569893,0.11045432581007875
U56,TOP5,1.0,W,31.539850590976094,0.8964482473547027,0.7810209822322592,0.6652919013752892,0.31734375179522645,0.11939511411562553,-0.1794574440491422,0.8807468074490776,0.9149599304810554,0.9804607588044233,0.08466356072948877,-0.1824479008200921,0.6440217711376411,0.6872187840050256,0.7486405338707192,0.10188348237911637,-0.18244790082009277,False,False,False,False,H1,H1,H1,H1,False,-1.0,,4.057977120957319,0.012798799209659317,0.022845967651247356,-0.07587322515461381,0.08094399283861342,0.09844999162213908
U56,TOP5,1.0,M,14.046108878936531,1.066482784528354,1.0177372781394463,0.9687381889277714,0.8205475075773445,0.15276660680879317,-0.199086353612134,1.1862548247773002,0.9776659384816386,1.0387551671867616,0.13670834181818048,-0.20068855771397154,1.0831249108014098,0.8836110562481303,0.9422891775273189,0.14114356254728966,-0.20068855771397143,True,True,True,False,,,,H1,False,15.0,H2,32.87052115341614,0.046170291902826954,0.0032170580882555644,0.22963479217360871,0.14365000083919666,0.15674440000447742
U56,TOP10,0.75,D,39.34392204094912,1.0366400810456167,0.8394478755239668,0.6422040422350994,0.05071908161381374,0.10342656924967253,-0.140754144935904,1.0839779407020025,1.0007352192335452,1.0590490004692619,0.06086696007896242,-0.146261427657306,0.6665746506177239,0.6241595669878127,0.6741174653863783,0.06695717400141543,-0.14626142765730554,False,False,False,False,CAGR,H1,H1,H1,False,-1.0,,-0.8056506550095893,-0.0031697456562936877,0.06154926676448558,0.12735790809831105,0.16671928159110327,0.17703823328697765
U56,TOP10,0.75,W,16.68752026052242,1.0700184615088437,0.9880594566830544,0.905944565616294,0.6590098491428142,0.10905773349817371,-0.13044738172487913,1.1529856160600767,1.0050795244440556,1.0589398705539417,0.09071269015002659,-0.1362679539686643,0.9795695451057075,0.8480774528945186,0.8982846916632804,0.09421760671822454,-0.1362679539686632,True,False,False,False,,CAGR,CAGR,H1,False,1.0,CAGR,1.4750056052548823,0.0024614185922074983,0.07185602997551044,0.19636558345638522,0.1710635868016136,0.17692910337165746
U56,TOP10,0.75,M,7.849087475703151,1.1341488940478588,1.0970883085789538,1.0598710811986733,0.9474177382971373,0.12008489931595623,-0.1333489132288268,1.1794450689319467,1.0993154172754414,1.146453906130123,0.11133780589511111,-0.13437528742573523,1.1010009908827267,1.0283721200672318,1.0726383412433624,0.11740685372451609,-0.13437528742573512,True,True,True,False,,,,CAGR,False,15.0,CAGR,17.18490773831216,0.013488584409990012,0.06895449847156276,0.22282503632825523,0.2652994796329994,0.2644431389478389
U56,TOP10,1.0,D,52.45070414626141,1.036640081045617,0.8394766435664529,0.6422618645470849,0.050866328180950736,0.13768750493426296,-0.18388241896136615,1.0839779407020027,1.0007352192335452,1.0590490004692616,0.07957093646415547,-0.19087738221853712,0.6666332308120058,0.6242169507256605,0.6741705480766216,0.08761780404712738,-0.19087738221853756,True,False,False,False,,H1,H1,H1,False,3.0,H1,5.927697355901535,0.031091190028296745,0.018420992739023423,0.12735790809831127,0.16671928159110327,0.17703823328697743
