panel,family,level,cad,gross,con,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,CAGR0,gross_mean,turn_yr,dSharpe_ctrl,ctrl_oSharpe,p4a,f4b,spy_Sharpe,spy_oSharpe,p4b
SMALL439,QUANTILE,0.2,W,0.5,RESPREAD,0.06005840946188834,0.5924072120127185,-0.2590334592816248,0.5800382417479715,0.6129259785799883,0.04587213417266067,0.5208010952655086,-0.13703612996130554,0.06891578713572133,0.6325185452237172,-0.2590334592816267,0.06866138983574666,0.5002127729579257,8.083766720518614,-0.08767704544460087,0.6386292556426653,False,"H1,H2,OOS,DD,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,W,0.5,DEGROSS,0.01269387068098915,0.5899739284060895,-0.05648238910605419,0.5750746211837525,0.6121144944712313,0.009699296205367247,0.5151885637836887,-0.02899082038525236,0.014547750606720866,0.63167430174397,-0.056482389106055186,0.014357595209416818,0.10070660334139082,1.6415770008095165,-0.09011032905122984,0.6386292556426653,False,"H1,H2,OOS,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,W,0.75,RESPREAD,0.08684388108466923,0.5932282974358211,-0.36871201560737943,0.5812607886967768,0.6135146292282411,0.0662572140477129,0.5222789241732696,-0.20035482550516326,0.09975623838111125,0.6330151755034663,-0.3687120156073799,0.10006360305678563,0.7501425077575798,12.091534732795429,-0.08592202750655864,0.6372397047059918,False,"H1,H2,OOS,DD,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,W,0.75,DEGROSS,0.01893064866539995,0.5901903899733453,-0.08386798528718487,0.5753701680177603,0.6122814415383699,0.014457860804185207,0.5155341012834099,-0.043264103075786764,0.02170288179551272,0.6318267814638288,-0.08386798528718531,0.021439002337324542,0.15105005367776655,2.458844769121059,-0.08895993496903443,0.6372397047059918,False,"H1,H2,OOS,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,W,1.0,RESPREAD,0.11110839379273085,0.5939073782632622,-0.4661699304820631,0.5823478326091207,0.6139677708984874,0.08472585500343621,0.5236201502620007,-0.2603346636984202,0.12772175342773573,0.6333671690899655,-0.46616993048206246,0.12915949877720778,1.0,16.116921962704733,-0.08412855620653548,0.6356813285684486,False,"H1,H2,OOS,DD",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,W,1.0,DEGROSS,0.025091129003823376,0.5904019162420377,-0.11069023326051564,0.5756615759105919,0.61244317045415,0.01915395073924775,0.5158755669457045,-0.05739033226596724,0.02877518665263268,0.6319738635816164,-0.11069023326051641,0.028452591120502024,0.2013872987812965,3.2740216339954933,-0.08763401822775996,0.6356813285684486,False,"H1,H2,OOS,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,M,0.5,RESPREAD,0.06842242932037945,0.6508008905180518,-0.2537602624384814,0.6440357410351842,0.6689078877814874,0.05554838810682017,0.6075009462114643,-0.126511821789123,0.07645173180308529,0.6771838546558487,-0.2537602624384818,0.07256010438630045,0.5009704958910959,3.866292602454143,-0.010667581270776716,0.6266208107068386,False,"H1,H2,OOS,DD,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,M,0.5,DEGROSS,0.01423698769205961,0.6462315293449868,-0.05371804945479397,0.6346199829637873,0.6675316846546819,0.011421542422618502,0.5951129094816568,-0.026734618979767366,0.015979716394156407,0.6764372443324603,-0.05371804945479419,0.015034457222127706,0.10102755706996179,0.7860201908715357,-0.015236942443841661,0.6266208107068386,False,"H1,H2,OOS,CAGR",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,M,0.75,RESPREAD,0.10014023122735871,0.6532508075991942,-0.36768681602264175,0.6486545506902117,0.6699990485590434,0.08188186504070805,0.6133517847265623,-0.1854441228727174,0.11157016357789162,0.6779847899901087,-0.36768681602264075,0.10651137156384971,0.7506258376711263,5.776560730418368,-0.006386673540250354,0.623487716376168,False,"H1,H2,OOS,DD",0.8615350977995732,0.8820106885412021,False
SMALL439,QUANTILE,0.2,M,0.75,DEGROSS,0.021270001804051253,0.6467258703280842,-0.0800659491169311,0.6355173122224165,0.6677367681843601,0.017082549125250868,0.5962470754680244,-0.039884085753803644,0.023864774292966073,0.6766109069201421,-0.08006594911693077,0.02247279766773147,0.1514918034944114,1.1771701978757771,-0.012911610811360386,0.623487716376168,False,"H1,H2,OOS,CAGR",0.8615350977995732,0.8820106885412021,False
