ratio_bin,n_nonnull,p_sens_nonnull,med_be_nonnull,n_null,p_sens_null,med_be_null
"[1, 1.1)",4,0.0,32.947412109374994,83,0.40963855421686746,23.331103515625003
"[1.1, 1.2)",4,0.25,22.663818359375,65,0.5846153846153846,12.853759765625
"[1.2, 1.4)",11,0.45454545454545453,8.273535156250002,72,0.9305555555555556,8.78134765625
"[1.4, 2)",12,0.3333333333333333,19.237841796875006,82,1.0,5.752197265625
"[2, 4)",18,0.4444444444444444,16.183203125,55,1.0,1.2087402343750002
"[4, 1e+09)",7,0.8571428571428571,6.293408203125,46,1.0,0.9216308593750001
