statistic,theta,weight,auc_matched,auc_current,d
BINDREL,0.05,flat,0.15824175824175823,0.15824175824175823,0.0
BINDREL,0.05,dd,0.2879120879120879,0.2879120879120879,0.0
BINDREL,0.05,deep,0.4175824175824176,0.4175824175824176,0.0
BINDREL,0.1,flat,0.15824175824175823,0.15824175824175823,0.0
BINDREL,0.1,dd,0.2879120879120879,0.2879120879120879,0.0
BINDREL,0.1,deep,0.4175824175824176,0.4175824175824176,0.0
BINDREL,0.15,flat,0.15824175824175823,0.15824175824175823,0.0
BINDREL,0.15,dd,0.2879120879120879,0.2879120879120879,0.0
BINDREL,0.15,deep,0.4175824175824176,0.4175824175824176,0.0
BINDREL,0.2,flat,0.15824175824175823,0.15824175824175823,0.0
BINDREL,0.2,dd,0.2879120879120879,0.2879120879120879,0.0
BINDREL,0.2,deep,0.4175824175824176,0.4175824175824176,0.0
EPMAXREL,0.05,flat,0.34285714285714286,0.34285714285714286,0.0
EPMAXREL,0.05,dd,0.46153846153846156,0.46153846153846156,0.0
EPMAXREL,0.05,deep,0.5296703296703297,0.5296703296703297,0.0
EPMAXREL,0.1,flat,0.23516483516483516,0.23516483516483516,0.0
EPMAXREL,0.1,dd,0.35604395604395606,0.35604395604395606,0.0
EPMAXREL,0.1,deep,0.45714285714285713,0.45714285714285713,0.0
EPMAXREL,0.15,flat,0.1912087912087912,0.1912087912087912,0.0
EPMAXREL,0.15,dd,0.31868131868131866,0.31868131868131866,0.0
EPMAXREL,0.15,deep,0.43736263736263736,0.43736263736263736,0.0
EPMAXREL,0.2,flat,0.15164835164835164,0.15164835164835164,0.0
EPMAXREL,0.2,dd,0.2857142857142857,0.2857142857142857,0.0
EPMAXREL,0.2,deep,0.4175824175824176,0.4175824175824176,0.0
BINDRANK,0.05,flat,0.47802197802197804,0.47802197802197804,0.0
BINDRANK,0.05,dd,0.5626373626373626,0.5626373626373626,0.0
BINDRANK,0.05,deep,0.6846153846153846,0.6846153846153846,0.0
BINDRANK,0.1,flat,0.5032967032967033,0.5032967032967033,0.0
BINDRANK,0.1,dd,0.5736263736263736,0.5736263736263736,0.0
BINDRANK,0.1,deep,0.7846153846153846,0.7846153846153846,0.0
BINDRANK,0.15,flat,0.39069767441860465,0.39069767441860465,0.0
BINDRANK,0.15,dd,0.5813953488372093,0.5813953488372093,0.0
BINDRANK,0.15,deep,0.7767441860465116,0.7767441860465116,0.0
BINDRANK,0.2,flat,0.4523809523809524,0.4523809523809524,0.0
BINDRANK,0.2,dd,0.6428571428571429,0.6428571428571429,0.0
BINDRANK,0.2,deep,0.7619047619047619,0.7619047619047619,0.0
