panel,gridavg_full,gridavg_oos,chooser_med_full,chooser_med_oos,beats_full,beats_oos,anchor_full,anchor_oos,gridavg_4b,anchor_4b,chooser_4b,cells_4b
U56,1.1419314598866925,1.1703243965388124,0.9174721108941095,0.9644990496257265,12,12,1.1289540511462697,1.1831862943616593,False,True,1,7
B135,1.1239299271782046,1.063860907280662,0.9992723345151322,0.9296412234883557,12,12,1.040302315196114,1.024015074035567,False,False,0,1
SMALL663,0.7103691752143696,0.5485550574876171,0.9289150861719985,0.9454662612624805,0,0,0.5336309510940064,0.4534302580652865,False,False,0,0
