book,i,block,T,d,z,analytic_sd,boot_sd,ratio
K4,2987,0,378,0.042902263842533615,1.3982607720785696,0.030682591330054774,0.024283291747679767,1.2635268582557984
K4,2129,1,378,-0.01698302301162589,-0.7275584238326245,0.023342486947182748,0.025512394617621524,0.9149469227424065
K6,1022,1,378,0.0216104702498547,1.293418193839752,0.01670803020460073,0.02184453666061252,0.7648608191688804
K4,2298,0,378,0.007972310313696093,0.4654020231478484,0.01712994339769653,0.014950554237335224,1.1457731349463174
R1,1259,1,378,0.027875544967618453,1.5363874443772245,0.01814356467806063,0.01912622880503352,0.948622170267341
K6,1815,0,378,0.03118545633861848,2.030888841239357,0.0153555702830035,0.01551456434254975,0.9897519481671684
K4,1390,1,378,0.0167044468378786,0.7455607177165265,0.022405213205223998,0.019319869886993257,1.1596979346278047
K8,2531,1,378,0.045691913734852305,0.8929268774260039,0.05117094679305222,0.04251936661808322,1.203473872333967
K2,1776,1,378,-0.007588109720011449,-0.27252354405283397,0.027843868486241125,0.022609273389369477,1.2315242514309581
K5,3056,0,378,0.025193545409076014,0.7838329427504384,0.03214147305505287,0.023212050287222983,1.3846891014511142
K1,2583,1,378,0.010322087711096384,0.23720660890957013,0.043515177585256304,0.027083550313303464,1.6067013771042273
R3,2967,0,378,0.0410903181572318,1.8481245835506381,0.02223352176739547,0.018319949235583527,1.213623546740537
K7,1083,0,378,0.012809604058211174,1.0735477875375798,0.011932029674797099,0.01157816829883746,1.03056281156279
K8,3100,0,378,-0.00230581467717908,-0.09093027172336299,0.025358053302579543,0.019808106791176734,1.2801856113717522
R4,2346,1,378,-0.003458579651471689,-0.15225756822440664,0.02271532175250704,0.020148374121608102,1.127402221906631
R1,1227,1,378,0.02693695921027875,1.5348466486713312,0.017550260955123582,0.017323487826394923,1.013090500654443
K1,2784,1,378,-0.018467798853539094,-0.7515997147879739,0.024571322327801647,0.021375483516377938,1.149509544847257
K4,2275,0,378,0.01461444294519125,0.837999360546932,0.017439682693376913,0.014201736269518032,1.2279965183418216
K6,3657,1,378,0.01737363253173163,0.985363655532173,0.017631696109542946,0.013129518422955965,1.3429050130822213
R3,2865,0,378,0.03741236996010066,1.7267113251481625,0.02166683533907467,0.016431684301072867,1.3186009992694412
K3,3266,0,378,0.03326419804729702,0.970221867765381,0.03428514564808899,0.028628797498614984,1.197575470983287
K2,2898,1,378,0.017712829046611655,0.5296476103459757,0.033442667729665206,0.028878060306473656,1.158064889911193
