book,i,block,T,d,z,analytic_sd,boot_sd,ratio
K7,1216,1,378,0.015557731247383341,1.1031886568158522,0.014102511978583811,0.011758059888715668,1.199391065537788
R3,755,1,378,0.015659953566982937,0.6774490122594965,0.023116062291909285,0.024234757479575892,0.9538392249805099
K1,3367,1,378,0.011040424816185404,0.4204496338830692,0.026258614412911687,0.02726198935918807,0.9631950943470596
K2,2053,1,378,0.0053315852296657446,0.20873377686773892,0.025542513098127023,0.023020694398110046,1.1095457268319417
K5,432,0,378,0.008987917439664025,0.37730043606947306,0.02382164604233074,0.020580680963234774,1.1574760856983115
K3,2329,1,378,-0.007314793471487642,-0.15968007956990676,0.045809054524457944,0.03156573390370201,1.4512272917274225
K3,1444,1,378,-0.005907377072418403,-0.19512842349535264,0.03027430328498041,0.026687351058920304,1.1344064541340515
K5,2833,1,378,0.013684782857786293,0.5920680140666679,0.023113531777863214,0.022347828791102368,1.034262969969848
K6,3802,0,378,0.031840315508987846,1.7067137164930006,0.018655920557323548,0.02098854883504307,0.8888618600527113
K1,932,1,378,-0.01978702472083367,-0.814083527088973,0.02430589007443594,0.03130756172759975,0.7763584493074286
R1,2579,0,378,-0.02938178462304606,-1.21653049063929,0.024152115256565295,0.023932730105096493,1.009166741550396
R4,280,0,378,0.00750887634581425,0.2563838024129496,0.029287639371694513,0.019012696531280564,1.540425332277783
K2,1489,1,378,0.005481692362438052,0.19400281774829467,0.028255735798385005,0.02128078572727552,1.3277581082060195
K3,1157,0,378,-0.006199383205396855,-0.29155719238833305,0.021263008998727514,0.016574181387164523,1.2828994990482088
K7,2252,1,378,0.020646808873669452,1.109009869061484,0.018617335561803536,0.01705131449586606,1.0918416621966092
R2,3018,0,378,0.03803358513353468,1.7736621923594749,0.02144353377851461,0.01569972681214218,1.3658539435176773
R2,3061,1,378,0.00044622049424696344,0.012815349983724245,0.03481922029547945,0.027562276104303757,1.2632926309755146
R3,1269,1,378,0.02203457745323766,1.3249819746224762,0.016630096012827583,0.017716230075600945,0.9386927095584968
K6,3230,0,378,0.022417682759584195,1.253646914497741,0.017881974980623296,0.017017343714841243,1.0508088265871947
K5,2091,1,378,-0.012148647121651528,-0.4376738099158016,0.027757308859738827,0.027827241738466974,0.9974868914646515
K1,3148,1,378,0.02311026423788255,0.6488046701771824,0.035619756299798765,0.03258358164385525,1.0931811207598197
K8,1287,0,378,-0.002283304856031329,-0.13437256519965798,0.016992344029740536,0.021134560246897544,0.8040074565656001
K7,2619,0,378,0.020616097354469183,1.1096051459337544,0.018579669921339755,0.016613237386313127,1.1183654027990162
R2,3414,1,378,3.0500984370740447e-05,0.0017708766961588465,0.017223663531684155,0.014731352114359808,1.1691841589269254
R2,592,1,378,-0.008723781985549794,-0.4553394530373834,0.01915885374605036,0.013861317695987281,1.3821812735449144
K8,1365,0,378,-0.010432544778731068,-0.4812585629841227,0.021677629409942053,0.02532445880754217,0.8559957618318772
R3,3827,0,378,-0.010238078423705,-0.526052213298923,0.01946209551995047,0.019894372176094185,0.9782714100089495
K8,1643,0,378,0.021101291667226366,0.4429794135603003,0.04763492618682147,0.040341287646099976,1.180798357372874
K4,656,0,378,0.007017472732852602,0.23271164998325355,0.030155227438581587,0.024605901880170842,1.2255282324312111
R2,301,0,378,-0.012307727477521471,-0.4589824964587987,0.026815243658482944,0.021293890324226006,1.259292841758244
K4,3202,1,378,0.008006644794269177,0.20007277699491718,0.040018661781620515,0.03532512872097018,1.132866693784023
R2,1811,1,378,0.010144123319941106,0.5298596904501688,0.019144923652000514,0.017717973061768668,1.0805368980558436
K6,1253,0,378,0.01965676917504064,1.0398195266527548,0.018904020045013993,0.022569405268443452,0.8375949574287453
K4,3565,0,378,0.024092731458706017,0.5931850617228847,0.04061587692166344,0.035993419803280774,1.1284250605706918
K1,2834,1,378,-0.00412207303702003,-0.13166172536115017,0.03130805878255901,0.02990701773893248,1.0468465647714074
R4,2129,0,378,0.014539308763502429,0.36971757423081564,0.039325446710914265,0.0275264485633687,1.4286422246002082
R4,2015,0,378,0.04478914466766447,1.1653512724629977,0.038434029057179936,0.02888721933785719,1.3304855897573877
K5,3428,0,378,0.02215803789421563,0.5345216458494777,0.04145395806937139,0.037971302986646326,1.0917180820460608
