support,size,draw,statistic,window,n,pearson,spearman,t,r_MA-DIST,r_MOM12_1,r_LOWVOL
SMALL439,439,-1,SPREAD,FULL_IS,27,0.5642341575627307,0.6361416361416361,3.417054480710652,0.6080172280313859,-0.0396187828402787,-0.20254929756143797
SMALL439,439,-1,SPREAD,TRAIL3Y,27,0.6154964059972727,0.6336996336996337,3.90474183825543,0.36780338933107154,-0.4408595620857965,0.3272594140499876
SMALL439,439,-1,SPREAD,TRAIL1Y,27,0.4993636886387412,0.5653235653235653,2.881856132144404,-0.34988875494953736,-0.7567914443893226,0.747575786252176
SMALL439@55,55,0,DROP,FULL_IS,27,0.09600611303891605,0.2564102564102564,0.48225823928232664,0.05281124270951428,0.02858785996970626,0.5811792514766844
SMALL439@55,55,0,DROP,TRAIL3Y,27,0.29147462608170865,0.27228327228327226,1.523526859825029,-0.021074424181380166,0.4246786237073067,0.3255742245425047
SMALL439@55,55,0,DROP,TRAIL1Y,27,0.5201228164607817,0.4963369963369963,3.044889387068646,0.3651608004942686,0.16836589742648644,0.47998187583654944
SMALL439@55,55,0,SPREAD,FULL_IS,27,0.03670243120790694,0.15934065934065933,0.1836358827732606,-0.03321048050156725,0.09705699194184494,0.20489212057953327
SMALL439@55,55,0,SPREAD,TRAIL3Y,27,0.02161673631831259,0.04822954822954823,0.10810894329430008,-0.41514757907962535,-0.3332657048387055,-0.1341322389256689
SMALL439@55,55,0,SPREAD,TRAIL1Y,27,0.3393883366778836,0.051892551892551896,1.8040166554394386,-0.3256196185064621,0.6616930773196169,0.1884608458372137
SMALL439@55,55,1,DROP,FULL_IS,27,0.17976548375955465,0.2765567765567765,0.9137122526813862,0.42469374147710903,0.30657523283643945,-0.1354991653034043
SMALL439@55,55,1,DROP,TRAIL3Y,27,0.3361024690337728,0.3052503052503053,1.784314057979661,0.4652054179480153,0.09039051060745536,0.025403926312628004
SMALL439@55,55,1,DROP,TRAIL1Y,27,0.3997757373654485,0.2576312576312576,2.1807226439506846,0.5148722242195816,-0.20218111917898834,0.1294544466864698
SMALL439@55,55,1,SPREAD,FULL_IS,27,-0.0020791992681347036,0.49084249084249076,-0.010396018812054231,-0.3120983057084909,0.5928604793924329,0.030429283536607146
SMALL439@55,55,1,SPREAD,TRAIL3Y,27,0.5618166759745927,0.5231990231990232,3.3956403033023186,0.6095014971370395,0.40767125091346507,0.17837772316912126
SMALL439@55,55,1,SPREAD,TRAIL1Y,25,0.414868952286141,0.2776923076923077,2.1867048734647856,0.8511126775146405,0.08664123757306862,0.29370828768515317
SMALL439@55,55,2,DROP,FULL_IS,27,0.19044476814929495,0.24053724053724052,0.9699764348851285,-0.09792477017800338,0.4459533138673173,0.4700543614439326
SMALL439@55,55,2,DROP,TRAIL3Y,27,0.25054913231308235,0.15079365079365079,1.2940198679901576,-0.05393425949433384,0.25336937401755993,0.08637588056344528
SMALL439@55,55,2,DROP,TRAIL1Y,27,0.2615824851556315,0.22405372405372403,1.3550953207843426,-0.03199687592219333,0.4894852864797094,0.10416534476193828
SMALL439@55,55,2,SPREAD,FULL_IS,27,0.20020213985538152,0.2448107448107448,1.0216953155529305,0.020608622276266732,-0.10526932604416162,0.3760951980604469
SMALL439@55,55,2,SPREAD,TRAIL3Y,27,0.2941343482566561,0.21916971916971917,1.538739282182239,0.26961948742173636,-0.8052774777392683,0.3252410707806016
SMALL439@55,55,2,SPREAD,TRAIL1Y,27,0.040974635683405786,-0.06715506715506715,0.20504537819689905,0.1795647089507409,-0.3884040196098009,0.2953595664612272
SMALL439@55,55,3,DROP,FULL_IS,27,0.5665765620226788,0.4426129426129426,3.437926601698994,0.06260174487125353,0.2906608223281288,0.812516560406134
SMALL439@55,55,3,DROP,TRAIL3Y,27,0.10702921413447321,0.1862026862026862,0.5382377750962275,0.4136843225396315,-0.02349913432514843,-0.008740609371527533
SMALL439@55,55,3,DROP,TRAIL1Y,27,0.028793178444824253,0.02503052503052503,0.14402560661073796,0.21125920884844507,-0.7181123518926184,-0.03144851887804841
SMALL439@55,55,3,SPREAD,FULL_IS,27,0.0687627801026656,0.17704517704517705,0.34462962547084813,-0.2365677280629154,0.1742736678802161,0.27471131292451456
SMALL439@55,55,3,SPREAD,TRAIL3Y,27,-0.0700713689915879,0.17643467643467645,-0.3512201508693029,-0.2228432205846277,0.59686160097755,-0.47765463863010826
SMALL439@55,55,3,SPREAD,TRAIL1Y,27,0.287844549784918,0.18376068376068375,1.5028266630071365,0.017001009876466987,-0.018620310073247364,0.484197392505337
SMALL439@55,55,4,DROP,FULL_IS,27,0.07026901574336254,0.021978021978021976,0.35221572869691065,0.5420584595392114,0.25833016592150576,0.11755510698725889
SMALL439@55,55,4,DROP,TRAIL3Y,27,0.057566915687446096,0.09218559218559218,0.28831270179274576,0.4911442986853047,0.3587669118251232,0.12335373420533506
SMALL439@55,55,4,DROP,TRAIL1Y,27,0.3314156219297669,0.4768009768009768,1.7563377810515166,0.6427465432561731,0.39827407714047636,0.1789958869780291
SMALL439@55,55,4,SPREAD,FULL_IS,27,0.03592663052847995,-0.03479853479853479,0.1797491932878994,0.5857148612479189,-0.059517420930387484,0.26670071302148196
SMALL439@55,55,4,SPREAD,TRAIL3Y,27,0.020636165248219894,0.020757020757020756,0.10320280310583439,0.45666082117936746,-0.10148566990672485,0.2340840213461656
SMALL439@55,55,4,SPREAD,TRAIL1Y,27,0.34195943250570626,0.4554334554334554,1.8194853547924277,0.5885046200337343,0.1470243151334396,0.24233828037855032
SMALL439@55,55,5,DROP,FULL_IS,27,-0.1885555801291678,-0.1862026862026862,-0.9599978427435436,-0.41588822115058655,-0.21390545416359308,0.21725238399273328
SMALL439@55,55,5,DROP,TRAIL3Y,27,-0.12915172349839613,-0.2814407814407815,-0.6512126244565559,-0.2059737912239041,-0.33938960888519204,0.256538764806258
SMALL439@55,55,5,DROP,TRAIL1Y,27,-0.2082785804164829,-0.2851037851037851,-1.064743206093542,-0.14870620834747733,0.045347305520409976,0.2591166283874169
SMALL439@55,55,5,SPREAD,FULL_IS,27,-0.10705197514018498,-0.1282051282051282,-0.5383535644308738,-0.6320274385091559,-0.4288241993975109,0.33717264865608626
SMALL439@55,55,5,SPREAD,TRAIL3Y,27,0.2291666788976296,0.34859584859584863,1.1771609481091079,-0.14803114298638864,0.5446408850282088,0.5268159395605324
SMALL439@55,55,5,SPREAD,TRAIL1Y,27,-0.025440362170030376,0.057997557997558,-0.1272429941128986,-0.1002149566703439,0.009862941590168628,0.658899857094294
SMALL439@55,55,6,DROP,FULL_IS,27,0.0976755212174258,0.14590964590964592,0.490724094611839,-0.013393348081351009,0.3124058460759384,0.2549935509302526
SMALL439@55,55,6,DROP,TRAIL3Y,27,0.2316751013324178,0.21245421245421242,1.190772595591097,0.04222791260060738,0.1344500873672928,0.33904303367423966
SMALL439@55,55,6,DROP,TRAIL1Y,27,0.022609616020799757,-0.06593406593406594,0.11307698597863564,-0.19427620942954466,0.09475581714218193,0.07300827228649008
SMALL439@55,55,6,SPREAD,FULL_IS,27,0.2768591629755174,0.34065934065934067,1.4406084684616938,0.06321664100534817,0.6647555581733103,0.7803478624196583
SMALL439@55,55,6,SPREAD,TRAIL3Y,27,0.5508346215264874,0.48534798534798534,3.2999347508062966,0.3226896377506232,0.5717438746185733,0.5522410588991845
SMALL439@55,55,6,SPREAD,TRAIL1Y,27,0.04953141303197308,-0.08485958485958486,0.24796142137350205,-0.3246542459719725,-0.4640339144926499,0.3675334690126897
SMALL439@55,55,7,DROP,FULL_IS,27,0.44410793478644,0.42490842490842484,2.478354757449081,0.5565873019202191,0.24839428527581858,0.37183340293839345
SMALL439@55,55,7,DROP,TRAIL3Y,27,0.6109460840402168,0.5982905982905982,3.8585798459041283,0.4614852433228694,0.4318002482738271,0.5452906479266612
SMALL439@55,55,7,DROP,TRAIL1Y,27,0.6153410743313287,0.673992673992674,3.9031557762515168,0.3530119797789029,0.4364514396153295,0.5754621569075355
SMALL439@55,55,7,SPREAD,FULL_IS,27,0.09084580523144657,0.09768009768009767,0.4561150754029574,0.3875912866629034,0.008782267539424148,-0.2513687425680347
SMALL439@55,55,7,SPREAD,TRAIL3Y,27,0.19518249986979394,0.2863247863247863,0.9950503620837851,-0.29868200201531914,-0.3361092487791083,0.19540448179029252
SMALL439@55,55,7,SPREAD,TRAIL1Y,27,0.24727338539397342,0.36568986568986567,1.2759918940087938,-0.42342860997754955,0.6290780630985622,0.7985117657249727
SMALL439@55,55,8,DROP,FULL_IS,27,0.25133535889518466,0.16605616605616605,1.2983538682184892,0.4414493160827505,-0.09624481531796922,0.344772213963765
SMALL439@55,55,8,DROP,TRAIL3Y,27,0.44923269835933344,0.44810744810744807,2.514132878636376,0.42026553120713084,0.06860293197939692,0.24285641325545612
SMALL439@55,55,8,DROP,TRAIL1Y,27,0.27200206672135024,0.35836385836385837,1.4132963149166764,-0.2669149473146503,0.8093079336089671,0.29213207124967666
SMALL439@55,55,8,SPREAD,FULL_IS,27,0.3062358968322447,0.47741147741147744,1.608456728743608,0.35759322067419574,0.19321342723682433,0.2799128992087487
SMALL439@55,55,8,SPREAD,TRAIL3Y,27,0.37836077639564863,0.48717948717948717,2.043739103998622,0.07485109592056048,-0.3733729926353824,0.42560872153585916
SMALL439@55,55,8,SPREAD,TRAIL1Y,27,-0.20170124550132726,-0.19658119658119658,-1.0296689172254738,-0.4638493434434301,-0.19401205893193602,0.01129211249984815
SMALL439@55,55,9,DROP,FULL_IS,27,-0.0765976085629174,-0.024420024420024417,-0.3841165436032192,-0.03289843069295576,0.7154767442900427,-0.44703321345688474
SMALL439@55,55,9,DROP,TRAIL3Y,27,-0.08505745995338561,-0.11355311355311355,-0.426834126264242,-0.07771352586525732,0.7178145350164071,-0.6540781160192463
SMALL439@55,55,9,DROP,TRAIL1Y,27,0.07327714590180083,0.09523809523809523,0.36737337011083726,-0.06966075403350441,0.7714390135765802,-0.49599236980746303
SMALL439@55,55,9,SPREAD,FULL_IS,27,-0.05114429949803502,-0.09096459096459096,-0.2560566054444841,-0.06530018297710762,0.690790421529375,-0.5420756437946669
SMALL439@55,55,9,SPREAD,TRAIL3Y,27,0.019062829239811348,-0.004884004884004884,0.0953314690937512,-0.2711237511764202,0.6880432299192447,-0.6294799542618642
SMALL439@55,55,9,SPREAD,TRAIL1Y,27,0.3654023280669519,0.34004884004884,1.9627354094406353,-0.3965494575037219,0.799999132760943,0.14970248367100278
SMALL439@55,55,10,DROP,FULL_IS,27,-0.007490845000279276,-0.09829059829059829,-0.03745527587556929,0.37025155224515166,0.27847297043803837,-0.3681687986229665
SMALL439@55,55,10,DROP,TRAIL3Y,27,0.13181142408190238,0.2326007326007326,0.664858134106577,0.2760591196160373,0.46090598502842667,-0.2908170884217751
SMALL439@55,55,10,DROP,TRAIL1Y,27,0.333695403179731,0.45238095238095233,1.7699275791713744,0.4704280972475374,0.6434621779566253,-0.284970997398609
SMALL439@55,55,10,SPREAD,FULL_IS,27,-0.004777903473897509,-0.042735042735042736,-0.0238897900534268,0.28523634462145375,-0.19863115594380026,0.17159478189067726
SMALL439@55,55,10,SPREAD,TRAIL3Y,27,0.16909872710425175,0.2814407814407815,0.8578473950273644,0.1681324682586016,-0.41846579048056065,0.027314338396953384
SMALL439@55,55,10,SPREAD,TRAIL1Y,27,0.10392077809556727,0.14896214896214896,0.5224325608513032,-0.3342363273784922,-0.6591837391064616,0.6288964130431024
SMALL439@55,55,11,DROP,FULL_IS,27,0.09437787406292293,0.17155067155067155,0.474005117377818,0.12869206681130665,-0.061445724488628506,0.23761266472085982
SMALL439@55,55,11,DROP,TRAIL3Y,27,0.12488488693971064,0.14590964590964592,0.6293514777912343,0.11883442598588552,-0.11268410173076751,0.31730937007908544
SMALL439@55,55,11,DROP,TRAIL1Y,27,0.17433045744840725,0.24358974358974358,0.8852072849674023,0.09787879241039017,0.1406002852200686,0.7033815192716323
SMALL439@55,55,11,SPREAD,FULL_IS,27,0.31884800643223365,0.5360195360195361,1.6820322588832628,0.37902985572213505,0.07740833816277568,0.5676658569657267
SMALL439@55,55,11,SPREAD,TRAIL3Y,27,0.34567012381259904,0.45054945054945056,1.841892032114288,0.38460168999991606,0.11144555529503064,0.2990507860041814
SMALL439@55,55,11,SPREAD,TRAIL1Y,27,0.18214480477431347,0.17765567765567764,0.926218061420536,-0.14875218068415386,0.5000994232367199,0.36408393462314226
SMALL439@55,55,12,DROP,FULL_IS,27,0.1332458252864618,0.1758241758241758,0.6722233292588133,0.29643398705163465,0.3425807993959989,0.001341607425886729
SMALL439@55,55,12,DROP,TRAIL3Y,27,0.004507767576857852,0.009157509157509158,0.022539066882017404,0.18984780316894206,0.4429164234293482,-0.2536611497082134
SMALL439@55,55,12,DROP,TRAIL1Y,27,0.06425808667213898,0.07264957264957266,0.32195581508051824,0.027978737889157626,0.5386771440216185,-0.025726076936216168
SMALL439@55,55,12,SPREAD,FULL_IS,27,0.031065941090590046,-0.07509157509157507,0.15540471353172058,0.11874630846904305,0.379548837646921,-0.11887511575699894
SMALL439@55,55,12,SPREAD,TRAIL3Y,27,0.15033178956142976,-0.0995115995115995,0.7602992917478903,0.5716586302638753,0.4621437799846878,-0.41987812011141096
SMALL439@55,55,12,SPREAD,TRAIL1Y,26,0.130897418876943,-0.14666666666666667,0.6468291409219226,0.29575657704122577,-0.34935139692537037,-0.09131481241557515
SMALL439@55,55,13,DROP,FULL_IS,27,0.18665929864155145,0.2063492063492063,0.9499928960724112,0.6395136639066609,-0.08467765279738466,-0.32372470926454644
SMALL439@55,55,13,DROP,TRAIL3Y,27,0.20088487288976442,0.24236874236874237,1.0253257771480289,0.4071590982476021,-0.56047421561396,-0.683799609359906
SMALL439@55,55,13,DROP,TRAIL1Y,27,0.02330212624292595,0.040903540903540904,0.11654227610299504,-0.1725733632770779,-0.355035025911437,-0.5760765437092412
SMALL439@55,55,13,SPREAD,FULL_IS,27,-0.10829695410195107,-0.06227106227106227,-0.544688306102966,-0.15255811672753905,-0.03051712029382576,-0.3338796888651098
SMALL439@55,55,13,SPREAD,TRAIL3Y,27,0.09247926309271548,0.056776556776556776,0.46438639195355746,-0.2269019951974064,-0.4141734583542057,-0.7264583575469347
SMALL439@55,55,13,SPREAD,TRAIL1Y,27,-0.05629086094307172,0.03174603174603174,-0.28190128388333174,-0.31465224547529147,0.5158245836701687,-0.5831030347225339
SMALL439@55,55,14,DROP,FULL_IS,27,0.371177417719633,0.4981684981684982,1.9986680013713043,0.6014018047127865,0.396903202894971,-0.4125507665973407
SMALL439@55,55,14,DROP,TRAIL3Y,27,0.5885861973968852,0.6764346764346765,3.6402839133064777,0.6955474027682749,0.19695520704032182,-0.5365176629391796
SMALL439@55,55,14,DROP,TRAIL1Y,27,0.5195899430717579,0.5103785103785102,3.0406153968194087,0.4826665076223237,0.8326143431158496,-0.5079067003351071
SMALL439@55,55,14,SPREAD,FULL_IS,27,0.364263020486552,0.3766788766788767,1.95567776467767,0.6809646152338292,0.40690067090689247,-0.5512570228326515
SMALL439@55,55,14,SPREAD,TRAIL3Y,27,0.4340753305930829,0.41208791208791207,2.4091831310349776,0.31344519897586803,-0.2981667707872714,-0.5609607695139426
SMALL439@55,55,14,SPREAD,TRAIL1Y,27,0.3965023188075504,0.39865689865689863,2.159519362636104,0.4834992714876122,0.653229753875285,-0.09813462154698192
SMALL439@55,55,15,DROP,FULL_IS,27,-0.056065487316990494,-0.1452991452991453,-0.28076906005085944,0.10444054016307175,-0.3922633015856705,0.04133305562484224
SMALL439@55,55,15,DROP,TRAIL3Y,27,0.0029452918312941226,0.11233211233211234,0.014726523031017577,0.052162211677166254,-0.2874272150835855,-0.4307664228000719
SMALL439@55,55,15,DROP,TRAIL1Y,27,0.00727430758877074,0.01465201465201465,0.036372500292029875,-0.23638630368959276,-0.007445822314199984,-0.5590980681706296
SMALL439@55,55,15,SPREAD,FULL_IS,27,0.008266384464044768,-0.0586080586080586,0.041333334562042176,0.1608359729286655,-0.39892590629985064,0.6137004638351663
SMALL439@55,55,15,SPREAD,TRAIL3Y,27,0.09619029740408497,0.26373626373626374,0.48319206685887733,0.17341454443937923,-0.2708685500674095,-0.3779983242687348
SMALL439@55,55,15,SPREAD,TRAIL1Y,26,-0.0443464235235644,0.027008547008547008,-0.21746615938452798,-0.12447932788453908,0.2524443415556245,-0.4377086314120879
SMALL439@55,55,16,DROP,FULL_IS,27,0.06031014574875734,0.13125763125763126,0.3021006466627805,0.49026969599504266,-0.4762470878341303,-0.22508748086429148
SMALL439@55,55,16,DROP,TRAIL3Y,27,0.10995864787890673,0.20512820512820512,0.5531474353805244,0.30456426084527904,-0.09855781761180844,-0.38123811685875303
SMALL439@55,55,16,DROP,TRAIL1Y,27,0.057168443435127336,0.2258852258852259,0.28631046443075503,0.08140509840491199,-0.15546950114222724,-0.5488014346868599
SMALL439@55,55,16,SPREAD,FULL_IS,27,0.1467632407712703,0.2326007326007326,0.7418492074741018,0.2488682522954115,-0.1260554742999244,-0.08012327908473611
SMALL439@55,55,16,SPREAD,TRAIL3Y,27,0.2451527517419252,0.42857142857142855,1.2643459515616418,-0.14993779024582005,0.11716598122315178,-0.3417463130797586
SMALL439@55,55,16,SPREAD,TRAIL1Y,27,-0.06053601089939438,-0.022588522588522588,-0.30323618543401837,-0.3349363148502459,-0.1895637310190592,-0.6789690757634753
SMALL439@55,55,17,DROP,FULL_IS,27,0.1859499122522233,0.30341880341880345,0.9462529462297791,0.5304249366604076,0.17918299076526054,-0.051424290617851184
SMALL439@55,55,17,DROP,TRAIL3Y,27,0.27471907805380347,0.394993894993895,1.4285598990836625,0.33340794509742816,-0.4382469677120375,0.0045107103573624185
SMALL439@55,55,17,DROP,TRAIL1Y,27,0.11432544752126408,0.3028083028083028,0.5753999328841707,0.24074695692001846,-0.5769974874899433,-0.16268786358553067
SMALL439@55,55,17,SPREAD,FULL_IS,27,0.284565368548565,0.40964590964590963,1.4841881704334208,0.5140505066302494,-0.04228086944739297,-0.05623354976054017
SMALL439@55,55,17,SPREAD,TRAIL3Y,27,0.39029217657706583,0.5805860805860806,2.119561034531537,0.5273788664302216,0.23036420161803176,0.06008236748771967
SMALL439@55,55,17,SPREAD,TRAIL1Y,27,0.06600794430398735,0.3833943833943834,0.3307610791922318,0.3221726380421697,-0.4489797256708453,-0.3650594088825587
SMALL439@55,55,18,DROP,FULL_IS,27,0.05859565314564038,-0.03907203907203907,0.29348252781596235,0.08428743627315359,-0.04059034903130239,-0.13479768435449768
SMALL439@55,55,18,DROP,TRAIL3Y,27,0.08482185284528425,0.06959706959706959,0.4256432259254481,0.08569358748794739,-0.16388348206385842,-0.08236111688519808
SMALL439@55,55,18,DROP,TRAIL1Y,27,0.16262543506159619,0.10805860805860806,0.8240976642556106,0.22906598715650878,-0.25692889143896946,-0.16590421749408438
SMALL439@55,55,18,SPREAD,FULL_IS,27,0.11991856685767234,0.14041514041514042,0.6039511077057863,0.18726985529184165,0.057894798002981286,-0.13293002673882925
SMALL439@55,55,18,SPREAD,TRAIL3Y,27,0.09346272947658403,0.18437118437118435,0.46936817558598065,0.04959158289678793,0.13921090333119057,-0.041692618044307135
SMALL439@55,55,18,SPREAD,TRAIL1Y,27,0.18388855153531097,0.2692307692307693,0.9353939373234522,0.09777652213600031,0.3763030779568097,-0.2017066662979309
SMALL439@55,55,19,DROP,FULL_IS,27,0.40508811373642223,0.45238095238095233,2.2153451635963983,0.7584081062717927,0.10022391092228941,0.24715466809905717
SMALL439@55,55,19,DROP,TRAIL3Y,27,0.554138561796192,0.6916971916971917,3.3284616162196805,0.5771224935608177,0.07330787993047333,0.25711259982174633
SMALL439@55,55,19,DROP,TRAIL1Y,27,0.5079563069358675,0.5494505494505495,2.948493316074824,0.44950389829461357,-0.038494753187077756,0.34919791884191054
SMALL439@55,55,19,SPREAD,FULL_IS,27,0.39207855587407353,0.5006105006105006,2.131019829409732,0.5646869595802672,0.07183359080124652,0.20083999754853696
SMALL439@55,55,19,SPREAD,TRAIL3Y,27,0.596265210732461,0.6013431013431013,3.71371750079791,0.4380450145304599,0.23505717118323588,0.38516535378415306
SMALL439@55,55,19,SPREAD,TRAIL1Y,27,0.41180325611961927,0.5854700854700854,2.2594949914274043,0.4273144885542403,0.39698340689714684,0.4062966238272535
SMALL439@55,55,20,DROP,FULL_IS,27,0.3992439193395352,0.358974358974359,2.1772711246279814,0.814096669152958,0.2637086542675794,-0.09078303204492184
SMALL439@55,55,20,DROP,TRAIL3Y,27,0.4928208887482625,0.5079365079365078,2.8318782702052347,0.8436401237516181,0.13331154191633002,-0.0041981118581569145
SMALL439@55,55,20,DROP,TRAIL1Y,27,0.5787252788346147,0.5085470085470085,3.5481867989323193,0.8426256287197975,0.3813041390992053,0.03800625821106428
SMALL439@55,55,20,SPREAD,FULL_IS,27,0.5373617204874336,0.6153846153846154,3.1858690175402646,0.8570291601082214,0.7972487059847668,0.1721900953941314
SMALL439@55,55,20,SPREAD,TRAIL3Y,27,0.410677801207642,0.44810744810744807,2.2520649736661635,0.6056225448880804,0.3121419309447801,0.06091730582951226
SMALL439@55,55,20,SPREAD,TRAIL1Y,27,0.4351291414129993,0.49328449328449325,2.4163959400607924,0.5139970866778181,0.6503158234225237,0.2320001504124619
SMALL439@55,55,21,DROP,FULL_IS,27,-0.02231013357636757,-0.1813186813186813,-0.11157843997939762,-0.19758718051035792,0.23424034738679722,-0.25225872416917633
SMALL439@55,55,21,DROP,TRAIL3Y,27,-0.04662475151053277,-0.09401709401709402,-0.23337756150440192,-0.10209837536553844,0.12394702619543678,0.08370602788729511
SMALL439@55,55,21,DROP,TRAIL1Y,27,0.15831802429301337,0.29120879120879123,0.8017010366494878,0.05577948804266166,0.3312785167820259,0.626892958603966
SMALL439@55,55,21,SPREAD,FULL_IS,27,-0.020862921218558747,-0.15323565323565325,-0.1043373155714929,-0.16783778556160997,0.23830256017344256,-0.2866994861463526
SMALL439@55,55,21,SPREAD,TRAIL3Y,27,-0.05170033536905947,0.03968253968253968,-0.25884784872417776,-0.16990149413218228,-0.10121208626624717,-0.015341666318027258
SMALL439@55,55,21,SPREAD,TRAIL1Y,27,0.13248615514683992,0.21062271062271062,0.6683221315858907,-0.10676349743368706,0.49955009410189066,0.5302708239099575
SMALL439@55,55,22,DROP,FULL_IS,27,0.07291714972185111,0.25824175824175827,0.3655588657541458,0.43194034124597447,0.1582991224450973,0.036261162050619175
SMALL439@55,55,22,DROP,TRAIL3Y,27,0.0433776861284483,0.053113553113553105,0.21709277025586082,0.002814642424483171,0.19641435469886462,-0.0004184640440377759
SMALL439@55,55,22,DROP,TRAIL1Y,27,-0.00679414839727078,0.19413919413919414,-0.033971526065909086,-0.6896237877069941,0.5212461185371505,-0.12162613912949947
SMALL439@55,55,22,SPREAD,FULL_IS,27,0.06804213491993533,0.26495726495726496,0.34100096191942736,0.4267998521725558,0.04441295003544943,-0.24899591071036623
SMALL439@55,55,22,SPREAD,TRAIL3Y,27,0.3139086057897044,0.32722832722832723,1.6531020399865495,-0.1199169404137906,0.2312627734272366,0.35469183142223887
SMALL439@55,55,22,SPREAD,TRAIL1Y,27,0.012213593244785666,0.2588522588522589,0.06107252154463137,-0.5467710015787941,-0.05328355088863973,-0.2908066487594993
SMALL439@55,55,23,DROP,FULL_IS,27,0.43224576954150884,0.5213675213675213,2.396689605086345,0.7211751145901353,-0.15571804833909852,0.21114476777007232
SMALL439@55,55,23,DROP,TRAIL3Y,27,0.4720205640328069,0.48168498168498164,2.677105469933096,0.6334497479088471,-0.5864427148931305,-0.04911978682378912
SMALL439@55,55,23,DROP,TRAIL1Y,27,0.4286338933649547,0.46581196581196577,2.37213172308524,0.40037626565831036,0.09180595646514093,-0.24765336395411738
SMALL439@55,55,23,SPREAD,FULL_IS,27,0.48580615175906816,0.5604395604395604,2.778999700613747,0.6172303214244111,-0.19314287425356014,0.24926398018667326
SMALL439@55,55,23,SPREAD,TRAIL3Y,27,0.4875208252729372,0.5433455433455433,2.7918593678813317,0.5005608218625898,-0.16568493145928084,0.04726308554693791
SMALL439@55,55,23,SPREAD,TRAIL1Y,26,0.3426402310360353,0.32991452991452985,1.7867450445020603,0.2547410251027351,0.2822261905757717,0.21441916515949935
SMALL439@55,55,24,DROP,FULL_IS,27,0.18958199919566976,0.32905982905982906,0.9654179551357743,0.7475370265165098,0.12805756494601472,-0.07132778677953203
SMALL439@55,55,24,DROP,TRAIL3Y,27,0.22211787334265815,0.2588522588522589,1.1390428618764128,0.6946472067315131,0.2173039861025248,0.3086825036656369
SMALL439@55,55,24,DROP,TRAIL1Y,27,0.32740868840806536,0.3974358974358974,1.7325359301353265,0.6776408701884098,-0.1091909367467187,0.5272452116134564
SMALL439@55,55,24,SPREAD,FULL_IS,27,0.2265053888274925,0.2399267399267399,1.1627468366494804,0.7502480985431882,0.16555540246435752,-0.18446806032761398
SMALL439@55,55,24,SPREAD,TRAIL3Y,27,0.1832550798210316,0.26373626373626374,0.9320594555105273,0.6832022868226217,0.4491297319801459,0.1437309531744714
SMALL439@55,55,24,SPREAD,TRAIL1Y,27,0.2856169462291116,0.36385836385836384,1.4901589983158317,0.5987487172072085,0.2443090710859416,0.5325638108023191
SMALL439@55,55,25,DROP,FULL_IS,27,0.1819694326024627,0.1575091575091575,0.9252957267648554,0.3965501569009845,-0.17691521112675818,0.42910848276467123
