panel,band,c,G,window,CAGR,Sharpe,MaxDD,H1,H2,spy_CAGR,spy_Sharpe,spy_MaxDD,leg_H1,leg_H2,leg_DD,leg_CAGR,pass4b,pass4a,turnover_yr,mean_gross
U56,NOGATE,-1.0,0.35,FULL,0.06117258222151123,1.1177640855503357,-0.11006360243259838,1.1899118125120816,1.0603950549299774,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,True,False,False,False,0.418365049923442,0.3502925772967378
U56,NOGATE,-1.0,0.35,H1,0.060533934910113496,1.1899118125120816,-0.06024522027762136,1.0999109483424399,1.4159374839772856,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,False,False,False,0.418365049923442,0.3502925772967378
U56,NOGATE,-1.0,0.35,H2,0.06181161412257197,1.0603950549299774,-0.11006360243259783,0.9964124769458941,1.14008139057657,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,True,False,False,False,0.418365049923442,0.3502925772967378
U56,NOGATE,-1.0,0.35,IS,0.05846689702719021,1.1072035288516457,-0.06024522027762136,1.0351950242534458,1.2875023994201544,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,False,False,False,0.418365049923442,0.3502925772967378
U56,NOGATE,-1.0,0.35,OOS,0.06340238778893093,1.1268741479079394,-0.11006360243259794,1.2863587835126074,0.9599874859955713,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,True,False,False,False,0.418365049923442,0.3502925772967378
U56,NOGATE,-1.0,0.4,FULL,0.06997704543419325,1.1179574895554865,-0.12506915319802792,1.1903016908976274,1.060451315568446,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,True,False,False,False,0.4720092491584318,0.4003065118853809
U56,NOGATE,-1.0,0.4,H1,0.06927940691588996,1.1903016908976274,-0.06862084517551725,1.100386189575379,1.4161916766364628,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,False,False,False,0.4720092491584318,0.4003065118853809
U56,NOGATE,-1.0,0.4,H2,0.07067513911837664,1.060451315568446,-0.12506915319802792,0.9962300186010878,1.1404866009940797,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,True,False,False,False,0.4720092491584318,0.4003065118853809
U56,NOGATE,-1.0,0.4,IS,0.06688131073369274,1.10761085790563,-0.06862084517551725,1.0356827293952073,1.287782898974609,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,False,False,False,0.4720092491584318,0.4003065118853809
U56,NOGATE,-1.0,0.4,OOS,0.07252909889247716,1.1269075252878982,-0.12506915319802825,1.2859031676045642,0.9604649251412711,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,True,False,False,False,0.4720092491584318,0.4003065118853809
U56,NOGATE,-1.0,0.45,FULL,0.07879484544558935,1.1181415251119868,-0.13989917334387858,1.1906848131818388,1.060496791423007,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,True,False,False,False,0.5246141649868287,0.4503138812448634
U56,NOGATE,-1.0,0.45,H1,0.07804715704674114,1.1906848131818388,-0.07693970813605944,1.100854786884117,1.4164392830622903,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,False,False,False,0.5246141649868287,0.4503138812448634
U56,NOGATE,-1.0,0.45,H2,0.07954305240982507,1.060496791423007,-0.13989917334387836,0.9960377593586526,1.1408818597535106,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,True,False,False,False,0.5246141649868287,0.4503138812448634
U56,NOGATE,-1.0,0.45,IS,0.07530868966410198,1.1080114856769625,-0.07693970813605944,1.0361638340713004,1.2880568252838385,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,False,False,False,0.5246141649868287,0.4503138812448634
U56,NOGATE,-1.0,0.45,OOS,0.08166964166056245,1.1269296975352612,-0.13989917334387825,1.2854339584159482,0.9609328486397689,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,True,False,False,False,0.5246141649868287,0.4503138812448634
U56,NOGATE,-1.0,0.5,FULL,0.08762494034637847,1.118316511524121,-0.15455473059743474,1.191060783805374,1.0605324321983949,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,True,False,False,False,0.5763274870139266,0.500314819060522
U56,NOGATE,-1.0,0.5,H1,0.08683639486554107,1.191060783805374,-0.08520210697622543,1.1013164985394304,1.4166795735245672,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,False,False,False,0.5763274870139266,0.500314819060522
U56,NOGATE,-1.0,0.5,H2,0.08841405795010249,1.0605324321983949,-0.1545547305974353,0.9958371474511301,1.1412675336327314,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,True,False,False,False,0.5763274870139266,0.500314819060522
U56,NOGATE,-1.0,0.5,IS,0.08374812798791109,1.1084051312174534,-0.08520210697622543,1.036638118651676,1.2883237372850325,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,False,False,False,0.5763274870139266,0.500314819060522
U56,NOGATE,-1.0,0.5,OOS,0.09082285768948317,1.1269414544758678,-0.15455473059743507,1.2849522172037506,0.961391813254845,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,True,False,False,False,0.5763274870139266,0.500314819060522
U56,NOGATE,-1.0,0.55,FULL,0.09646623589062986,1.118482167328695,-0.16903710463082744,1.19142911624377,1.0605581493756133,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,True,False,False,False,0.6273279100152263,0.5503094591588341
U56,NOGATE,-1.0,0.55,H1,0.09564630418734787,1.19142911624377,-0.09340828385821243,1.1017707138450952,1.4169122626382904,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,False,False,False,0.6273279100152263,0.5503094591588341
U56,NOGATE,-1.0,0.55,H2,0.09728678119338707,1.0605581493756133,-0.16903710463082744,0.9956276729690455,1.1416440986507024,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,True,False,False,False,0.6273279100152263,0.5503094591588341
U56,NOGATE,-1.0,0.55,IS,0.09219868776719231,1.1087913194591177,-0.09340828385821243,1.0371051175417534,1.288583150082621,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,False,False,False,0.6273279100152263,0.5503094591588341
U56,NOGATE,-1.0,0.55,OOS,0.0999875193337123,1.126942671651738,-0.16903710463082744,1.284457488360443,0.961842018583543,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,True,False,False,False,0.6273279100152263,0.5503094591588341
U56,NOGATE,-1.0,0.6,FULL,0.10531758592316143,1.1186381311437303,-0.18334737890709907,1.1917889110562097,1.0605740571502436,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,True,False,False,False,0.6778252579686185,0.6002979355271246
U56,NOGATE,-1.0,0.6,H1,0.10447598689987814,1.1917889110562097,-0.10155868422760683,1.1022166443366683,1.4171362062426742,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,False,False,False,0.6778252579686185,0.6002979355271246
U56,NOGATE,-1.0,0.6,H2,0.10615982623600151,1.0605740571502436,-0.18334737890709896,0.9954097604215976,1.1420113257779438,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,True,True,True,False,0.6778252579686185,0.6002979355271246
U56,NOGATE,-1.0,0.6,IS,0.10065934115200936,1.1091690874088507,-0.10155868422760683,1.0375639515981732,1.2888339062398462,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,False,False,False,0.6778252579686185,0.6002979355271246
U56,NOGATE,-1.0,0.6,OOS,0.10916237834043852,1.1269334584788373,-0.18334737890709918,1.2839505075060056,0.962282945981623,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,True,True,True,False,0.6778252579686185,0.6002979355271246
U56,NOGATE,-1.0,0.65,FULL,0.1141778456318665,1.1187842199725113,-0.19748679400432467,1.1921403998856859,1.0605796435233399,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,True,True,True,False,0.7280093617236448,0.6502803823336187
U56,NOGATE,-1.0,0.65,H1,0.11332462211968153,1.1921403998856859,-0.10965368204629078,1.1026541546711246,1.417352253230144,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,True,True,False,0.7280093617236448,0.6502803823336187
U56,NOGATE,-1.0,0.65,H2,0.11503172303272624,1.0605796435233399,-0.19748679400432467,0.9951831683925356,1.142368441171012,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,True,True,True,False,0.7280093617236448,0.6502803823336187
U56,NOGATE,-1.0,0.65,IS,0.10912914345116631,1.109538649735163,-0.10965368204629078,1.0380144070635788,1.2890769056008355,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,True,True,False,0.7280093617236448,0.6502803823336187
U56,NOGATE,-1.0,0.65,OOS,0.11834611986820853,1.1269133350047356,-0.19748679400432456,1.2834307380583052,0.9627141690779228,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,True,True,True,False,0.7280093617236448,0.6502803823336187
U56,NOGATE,-1.0,0.7,FULL,0.1230457792125581,1.1189196446281815,-0.21145692048177123,1.192483085268541,1.0605738875174313,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,False,True,False,False,0.7781329213204762,0.7002569339478653
U56,NOGATE,-1.0,0.7,H1,0.1221913110670867,1.192483085268541,-0.11769356280267251,1.103082388969351,1.417560501072235,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,True,True,False,0.7781329213204762,0.7002569339478653
U56,NOGATE,-1.0,0.7,H2,0.12390089797419734,1.0605738875174313,-0.21145692048177145,0.9949461523194256,1.1427153447868814,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,False,True,False,False,0.7781329213204762,0.7002569339478653
U56,NOGATE,-1.0,0.7,IS,0.11760706424799316,1.1098994529639443,-0.11769356280267251,1.0384558553733672,1.2893117439904898,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,True,True,False,0.7781329213204762,0.7002569339478653
U56,NOGATE,-1.0,0.7,OOS,0.12753733346415563,1.12688133874902,-0.21145692048177123,1.2828962484038982,0.9631357133590286,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,False,True,False,False,0.7781329213204762,0.7002569339478653
U56,NOGATE,-1.0,0.75,FULL,0.1319202205358836,1.1190446473936857,-0.22525874950578773,1.192816616138612,1.060557566930334,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,False,True,False,False,0.8283695562876824,0.7502277249615616
U56,NOGATE,-1.0,0.75,H1,0.13107512551097056,1.192816616138612,-0.12567845589607096,1.1035014752806955,1.417759738615359,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,True,True,False,0.8283695562876824,0.7502277249615616
U56,NOGATE,-1.0,0.75,H2,0.13276594698269228,1.060557566930334,-0.22525874950578784,0.9947004839153615,1.1430516963294335,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,False,True,False,False,0.8283695562876824,0.7502277249615616
U56,NOGATE,-1.0,0.75,IS,0.1260920479045733,1.1102511330219245,-0.12567845589607096,1.03888814664064,1.2895376422534093,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,True,True,False,0.8283695562876824,0.7502277249615616
U56,NOGATE,-1.0,0.75,OOS,0.1367347568612567,1.1268381888701722,-0.2252587495057875,1.2823486378814009,0.9635473946434003,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,False,True,False,False,0.8283695562876824,0.7502277249615616
U56,NOGATE,-1.0,0.8,FULL,0.1407998536212789,1.1191584729356068,-0.2388934057647808,1.1931406214686449,1.0605296182511241,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,False,True,False,False,0.879007756944285,0.8001928902098098
U56,NOGATE,-1.0,0.8,H1,0.1399751043365569,1.1931406214686449,-0.1336086571031725,1.1039115501292742,1.4179486812727202,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,False,True,False,False,0.879007756944285,0.8001928902098098
U56,NOGATE,-1.0,0.8,H2,0.14162519959568298,1.0605296182511241,-0.2388934057647809,0.9944448875478785,1.143376724164954,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,False,True,False,False,0.879007756944285,0.8001928902098098
U56,NOGATE,-1.0,0.8,IS,0.13458300099605536,1.1105932762584614,-0.1336086571031725,1.0393113328642722,1.2897533706650524,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,False,True,False,False,0.879007756944285,0.8001928902098098
U56,NOGATE,-1.0,0.8,OOS,0.14593688481950529,1.1267828761465242,-0.23889340576478058,1.2817868190555262,0.9639482915931655,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,False,True,False,False,0.879007756944285,0.8001928902098098
U56,NOGATE,-1.0,0.85,FULL,0.14968337119904063,1.1192607517347646,-0.2523626443073792,1.1934549579785771,1.0604894820519823,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,False,True,False,False,0.930308623763656,0.8501525647928365
U56,NOGATE,-1.0,0.85,H1,0.14889030188374774,1.1934549579785771,-0.14148466179491037,1.104312064266002,1.4181279996851228,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,False,True,False,False,0.930308623763656,0.8501525647928365
U56,NOGATE,-1.0,0.85,H2,0.15047698796341358,1.0604894820519823,-0.2523626443073794,0.9941783542703363,1.1436904435489175,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,False,True,False,False,0.930308623763656,0.8501525647928365
U56,NOGATE,-1.0,0.85,IS,0.1430788628515589,1.1109258199819334,-0.14148466179491037,1.0397250425358329,1.289959493853453,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,False,True,False,False,0.930308623763656,0.8501525647928365
U56,NOGATE,-1.0,0.85,OOS,0.1551422005742351,1.1267148010677794,-0.252362644307379,1.2812096305127074,0.9643383962454053,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,False,True,False,False,0.930308623763656,0.8501525647928365
U56,NOGATE,-1.0,0.9,FULL,0.15856945707086734,1.1193513348382667,-0.2656675381453819,1.1937590891943868,1.0604373770432327,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,False,True,False,False,0.982523362759851,0.9001068840982078
U56,NOGATE,-1.0,0.9,H1,0.1578196685024813,1.1937590891943868,-0.14930669491297988,1.1047025395259173,1.4182969069575,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,False,True,False,False,0.982523362759851,0.9001068840982078
U56,NOGATE,-1.0,0.9,H2,0.15931973119232556,1.0604373770432327,-0.2656675381453818,0.9939014988170624,1.1439926590719032,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,False,True,False,False,0.982523362759851,0.9001068840982078
U56,NOGATE,-1.0,0.9,IS,0.15157843476922905,1.1112480746615234,-0.14930669491297988,1.0401285609578501,1.290155208718005,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,False,True,False,False,0.982523362759851,0.9001068840982078
U56,NOGATE,-1.0,0.9,OOS,0.16434928547110905,1.1266342428995821,-0.2656675381453819,1.2806179929622974,0.9647173249826396,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,False,True,False,False,0.982523362759851,0.9001068840982078
U56,NOGATE,-1.0,0.95,FULL,0.16745674581096415,1.11942983013126,-0.2788094844239549,1.1940526604918558,1.0603728889055837,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,False,True,False,False,1.0359248407128407,0.9500559838235771
U56,NOGATE,-1.0,0.95,H1,0.16676218046725277,1.1940526604918558,-0.15707531363351623,1.1050825571556913,1.4184551412936723,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,False,True,False,False,1.0359248407128407,0.9500559838235771
U56,NOGATE,-1.0,0.95,H2,0.16815172462455386,1.0603728889055837,-0.27880948442395515,0.9936132781603975,1.1442837707363456,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,False,True,False,False,1.0359248407128407,0.9500559838235771
U56,NOGATE,-1.0,0.95,IS,0.16008057715344637,1.1115597698441662,-0.15707531363351623,1.0405213860687264,1.2903405955882188,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,False,True,False,False,1.0359248407128407,0.9500559838235771
U56,NOGATE,-1.0,0.95,OOS,0.17355658147504194,1.1265407231580649,-0.2788094844239546,1.280010694075729,0.9650853582425499,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,False,True,False,False,1.0359248407128407,0.9500559838235771
U56,NOGATE,-1.0,1.0,FULL,0.17634380362702506,1.1194957450521954,-0.2917898169192258,1.194335064822112,1.0602956297582808,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,False,True,False,False,1.0908266499714858,1.0
U56,NOGATE,-1.0,1.0,H1,0.17571673376103258,1.194335064822112,-0.1647908525100138,1.1054518469575745,1.418601563758969,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,False,True,False,False,1.0908266499714858,1.0
U56,NOGATE,-1.0,1.0,H2,0.17697120794144805,1.0602956297582808,-0.2917898169192257,0.9933132994635318,1.1445634138443426,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,False,True,False,False,1.0908266499714858,1.0
U56,NOGATE,-1.0,1.0,IS,0.1685840457668748,1.1118602359143845,-0.1647908525100138,1.0409036098647766,1.2905138173547681,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,False,True,False,False,1.0908266499714858,1.0
U56,NOGATE,-1.0,1.0,OOS,0.18276249214810947,1.1264338926016002,-0.2917898169192257,1.2793877059312662,0.9654418439101704,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,False,True,False,False,1.0908266499714858,1.0
U56,BAND000,0.0,0.05,FULL,0.005390638004476811,1.1667948652563218,-0.008256797877869815,1.1809860898286093,1.1567820114666103,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,True,False,False,False,0.21306969284367486,0.03551342869976937
U56,BAND000,0.0,0.05,H1,0.005175259255593145,1.1809860898286093,-0.00595114248462969,1.0115383574514867,1.4248715957903733,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,False,False,False,0.21306969284367486,0.03551342869976937
U56,BAND000,0.0,0.05,H2,0.005606062902531406,1.1567820114666103,-0.008256797877869704,1.0875592429282723,1.252532723323729,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,True,False,False,False,0.21306969284367486,0.03551342869976937
U56,BAND000,0.0,0.05,IS,0.0047264870401881875,1.0532115897103604,-0.00595114248462969,0.8708118931473474,1.2965221612605253,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,False,False,False,0.21306969284367486,0.03551342869976937
U56,BAND000,0.0,0.05,OOS,0.0059370344569673605,1.2562840259423773,-0.008256797877869482,1.4383142575066221,1.0555310635326605,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,True,False,False,False,0.21306969284367486,0.03551342869976937
U56,BAND000,0.0,0.1,FULL,0.010789896968761203,1.1668471312816768,-0.016477889858163453,1.1811573922301197,1.1567321623681441,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,True,False,False,False,0.42527659312666277,0.07102300481755816
U56,BAND000,0.0,0.1,H1,0.01035958561781003,1.1811573922301197,-0.011881079118873372,1.0115995785673262,1.4251989753137362,0.1545728909176336,0.9572618826484997,-0.22061944945147527,True,True,True,False,False,False,0.42527659312666277,0.07102300481755816
U56,BAND000,0.0,0.1,H2,0.011220391588977252,1.1567321623681441,-0.01647788985816323,1.0872814222334923,1.252797523022431,0.14788878089738655,0.8250941876902465,-0.33717289200673795,True,True,True,False,False,False,0.42527659312666277,0.07102300481755816
U56,BAND000,0.0,0.1,IS,0.009456598756356183,1.0533674487271132,-0.011881079118873372,0.8708381171832335,1.2968446160963896,0.14958794806217557,0.8988610973875973,-0.22061944945147527,True,True,True,False,False,False,0.42527659312666277,0.07102300481755816
U56,BAND000,0.0,0.1,OOS,0.011887459217429175,1.2562511066329751,-0.01647788985816334,1.4380030069369165,1.0557921108964115,0.1525745335844091,0.8738401470547136,-0.33717289200673783,True,True,True,False,False,False,0.42527659312666277,0.07102300481755816
U56,BAND000,0.0,0.15,FULL,0.0161975370899774,1.1668946308529602,-0.02466330817953699,1.1813249884881227,1.156676650549841,0.1512259848581483,0.8844382267420076,-0.3371728920067375,True,True,True,False,False,False,0.6366817581222027,0.10652876408144372
