panel,bps,incumbent,inc_pass4b,inc_binding_bar,inc_CAGR_margin,inc_DD_margin,inc_H1_margin,inc_H2_margin,lo,hi,width_vol_pts,n_points,steps,dist_to_lo,dist_to_hi,nearest_edge,nearest_edge_frac,n_pass4b_total,n_theta,bc_lo,bc_hi,bc_width,bc_points,oos_lo,oos_hi,oos_width,oos_points,oos_inc_pass,Sharpe_range,plateau_frac,n_pass4a
U56,10,0.21253315287947144,True,H2_margin,0.004178014096799798,0.04739050055754773,0.38959536216269985,0.2813724575032953,0.2,0.68,0.48000000000000004,86,96.0,0.012533152879471432,0.4674668471205286,0.012533152879471432,0.02611073516556548,86,128,0.2,0.335,0.135,29,0.14,0.68,0.54,98,True,0.18245955872964714,0.140625,0
U56,25,0.21253315287947144,True,CAGR_margin,0.0012833339422296253,0.041831312417973054,0.3624218244983234,0.2496916239780077,0.21253315287947144,0.68,0.4674668471205286,83,93.49336942410572,0.0,0.4674668471205286,0.0,0.0,84,128,0.21253315287947144,0.285,0.07246684712052853,16,0.21253315287947144,0.68,0.4674668471205286,83,True,0.16281726578144018,0.1171875,0
B136,10,0.21253315287947144,True,H2_margin,0.0071484238862426636,0.06932213463243611,0.4537917376461734,0.19999301466468467,0.2,0.68,0.48000000000000004,86,96.0,0.012533152879471432,0.4674668471205286,0.012533152879471432,0.02611073516556548,86,128,0.2,0.355,0.15499999999999997,33,,,0.0,0,False,0.18038321335046614,0.1328125,3
B136,25,0.21253315287947144,True,H2_margin,0.004160361790665992,0.06838840532185544,0.4282674495065487,0.16667948606738192,0.2,0.68,0.48000000000000004,86,96.0,0.012533152879471432,0.4674668471205286,0.012533152879471432,0.02611073516556548,86,128,0.2,0.335,0.135,29,,,0.0,0,False,0.1870010032911691,0.0859375,1
SMALL439,10,0.21253315287947144,False,DD_margin,-0.022644130213392455,-0.04063838446440815,-0.07038869321553876,-0.35265870933239873,,,0.0,0,0.0,,,,,0,128,,,0.0,0,,,0.0,0,False,0.3033061308413686,0.1875,0
SMALL439,25,0.21253315287947144,False,DD_margin,-0.027106368599206843,-0.048725674474804914,-0.1009687372239586,-0.3871731106035167,,,0.0,0,0.0,,,,,0,128,,,0.0,0,,,0.0,0,False,0.3551688605696752,0.2578125,0
