panel,cost_bps,chooser,shp,family,gross,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,beats_spy_oos,beats_base_oos,full4b,full4a,turnover_yr
U56,0.0,C_ISSHARPE,CAP0.015,KINK,0.5,1.2776626228704144,1.2519138536853396,0.09449378217789617,1.4350601610447788,-0.0983594046472408,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,False,True,2.5253681494177367
U56,0.0,C_ISCALMAR,CAND,KINK,0.5,1.232218579537341,1.3301636932733427,0.10125352629551165,1.354298687987739,-0.11284127262396715,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,False,True,3.0503439058316064
U56,10.0,C_ISSHARPE,CAP0.015,KINK,0.5,1.2334912395218829,1.172584469948285,0.09174972013521865,1.3959040826743168,-0.09871317088671239,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,False,True,2.5253681494177367
U56,10.0,C_ISCALMAR,CAND,KINK,0.5,1.1842708019828512,1.2262216548860767,0.09789647470034057,1.3120821190292982,-0.11368746470062152,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,False,True,3.0503439058316064
U56,25.0,C_ISSHARPE,CAP0.015,KINK,0.5,1.1671044566646853,1.0423171105494897,0.08764597902406912,1.3370411507175102,-0.09924372728603259,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True,False,True,2.5253681494177367
U56,25.0,C_ISCALMAR,CAP0.030,KINK,0.5,1.1381593825865055,1.080632743699581,0.09077343669981652,1.2771610550267207,-0.1113411516516849,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,False,True,2.914061011926053
U56,50.0,C_ISSHARPE,CAP0.015,KINK,0.5,1.0561975426845238,0.831663094001673,0.08083922263149823,1.238650295316909,-0.10012774006892011,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,False,False,2.5253681494177367
U56,50.0,C_ISCALMAR,A0.25,SMOOTH,0.5,1.0310837486975664,0.8722820512304229,0.07935481141453371,1.2179692166462837,-0.10725759819133751,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False,False,False,2.5395788811614155
B136,0.0,C_ISSHARPE,A1.00,SMOOTH,0.5,1.2479761749361376,1.326818866421342,0.06520863166177437,1.3353074038009762,-0.08753908586014103,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,True,False,True,2.0237237076660994
B136,0.0,C_ISCALMAR,A0.50,SMOOTH,0.5,1.2456316180574754,1.34726873951521,0.07560576191621249,1.2966401541762418,-0.10075644314951637,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,True,False,True,2.4333684077605495
B136,10.0,C_ISSHARPE,A1.00,SMOOTH,0.5,1.206978959304733,1.2581117696854627,0.06300289508787804,1.2922603069050953,-0.08940718366856737,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,True,False,True,2.0237237076660994
B136,10.0,C_ISCALMAR,A0.50,SMOOTH,0.5,1.20321121743577,1.278005741299979,0.07293693844287286,1.2531780170099174,-0.10331483965543875,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,True,False,True,2.4333684077605495
B136,25.0,C_ISSHARPE,A1.00,SMOOTH,0.5,1.1453837522780392,1.1595088349903226,0.05970257169852089,1.2275692210976505,-0.09220239821557263,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,True,False,True,2.0237237076660994
B136,25.0,C_ISCALMAR,A0.50,SMOOTH,0.5,1.1394776134247375,1.1739163361788714,0.06894566025984439,1.187882054100592,-0.10713925342085162,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,True,False,True,2.4333684077605495
B136,50.0,C_ISSHARPE,A1.00,SMOOTH,0.5,1.0425138904491362,0.9964916418182067,0.05422404531896041,1.1194873475471712,-0.09921900709484222,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,True,False,False,2.0237237076660994
B136,50.0,C_ISCALMAR,A0.50,SMOOTH,0.5,1.033046173764123,1.0004233675031957,0.062325292933886445,1.0788485258458507,-0.11347828236911661,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,True,False,False,False,2.4333684077605495
