panel,ladder,stat,L,rungs,peak,runner_up,gap,floor,floor_capped,spread,rel_floor,largest_unresolved,n_pairs,n_unresolved,tie_set_verdict
U56,N,S_FULL,21,9,12,15,0.007068668245825416,0.18322104889544333,0.18322104889544333,0.18322104889544333,1.0,0.1761523806496179,36,35,True
U56,N,S_OOS,21,9,15,12,0.014730064937639176,0.26405478158276907,0.26405478158276907,0.2902903436047862,0.9096230288054797,0.25765236817958603,36,31,True
U56,N,CAGR,21,9,5,12,0.12264140835065618,inf,4.3700319617852035,4.3700319617852035,1.0,4.3700319617852035,36,21,True
U56,N,DD,21,9,20,12,1.0416639841034687,inf,6.726027403333877,6.726027403333877,1.0,6.726027403333877,36,36,True
U56,N,S_FULL,63,9,12,15,0.007068668245825416,0.18322104889544333,0.18322104889544333,0.18322104889544333,1.0,0.1761523806496179,36,34,True
U56,N,S_OOS,63,9,15,12,0.014730064937639176,0.27556027866714705,0.27556027866714705,0.2902903436047862,0.9492574752755355,0.26405478158276907,36,32,True
U56,N,CAGR,63,9,5,12,0.12264140835065618,4.247390553434547,4.247390553434547,4.3700319617852035,0.9719358097553694,3.8195536351496084,36,19,True
U56,N,DD,63,9,20,12,1.0416639841034687,5.684363419230408,5.684363419230408,6.726027403333877,0.8451293874320005,5.0825399429743605,36,34,True
U56,N,S_FULL,126,9,12,15,0.007068668245825416,0.1761523806496179,0.1761523806496179,0.18322104889544333,0.9614199990206408,0.1537365394298984,36,32,True
U56,N,S_OOS,126,9,15,12,0.014730064937639176,0.26405478158276907,0.26405478158276907,0.2902903436047862,0.9096230288054797,0.25765236817958603,36,31,True
U56,N,CAGR,126,9,5,12,0.12264140835065618,inf,4.3700319617852035,4.3700319617852035,1.0,4.3700319617852035,36,20,True
U56,N,DD,126,9,20,12,1.0416639841034687,5.0825399429743605,5.0825399429743605,6.726027403333877,0.7556525773973368,4.879455799589493,36,33,True
U56,H,S_FULL,21,4,252,126,0.025078881717488066,inf,0.06337993535645858,0.06337993535645858,1.0,0.06337993535645858,6,6,True
U56,H,S_OOS,21,4,252,126,0.028770378742377645,inf,0.08847533187304535,0.08847533187304535,1.0,0.08847533187304535,6,6,True
U56,H,CAGR,21,4,252,126,0.3049987073677549,inf,1.5304197924899796,1.5304197924899796,1.0,1.5304197924899796,6,6,True
U56,H,DD,21,4,126,21,1.1140575191411841,inf,6.564551170891317,6.564551170891317,1.0,6.564551170891317,6,6,True
U56,H,S_FULL,63,4,252,126,0.025078881717488066,inf,0.06337993535645858,0.06337993535645858,1.0,0.06337993535645858,6,6,True
U56,H,S_OOS,63,4,252,126,0.028770378742377645,inf,0.08847533187304535,0.08847533187304535,1.0,0.08847533187304535,6,6,True
U56,H,CAGR,63,4,252,126,0.3049987073677549,inf,1.5304197924899796,1.5304197924899796,1.0,1.5304197924899796,6,6,True
U56,H,DD,63,4,126,21,1.1140575191411841,inf,6.564551170891317,6.564551170891317,1.0,6.564551170891317,6,6,True
U56,H,S_FULL,126,4,252,126,0.025078881717488066,inf,0.06337993535645858,0.06337993535645858,1.0,0.06337993535645858,6,6,True
U56,H,S_OOS,126,4,252,126,0.028770378742377645,inf,0.08847533187304535,0.08847533187304535,1.0,0.08847533187304535,6,6,True
U56,H,CAGR,126,4,252,126,0.3049987073677549,1.5304197924899796,1.5304197924899796,1.5304197924899796,1.0,1.2254210851222247,6,5,True
U56,H,DD,126,4,126,21,1.1140575191411841,inf,6.564551170891317,6.564551170891317,1.0,6.564551170891317,6,6,True
U56,GROSS,S_FULL,21,10,0.75,0.7,0.0001556639667841253,inf,0.0017882751492677151,0.0017882751492677151,1.0,0.0017882751492677151,45,45,True
U56,GROSS,S_OOS,21,10,0.75,0.7,0.00019477495026443137,inf,0.0021154912506546886,0.0021154912506546886,1.0,0.0021154912506546886,45,45,True
U56,GROSS,CAGR,21,10,0.75,0.7,1.0495280990911553,1.0380692471477992,1.0380692471477992,9.401691141620727,0.11041303436913902,0.0,45,0,False
U56,GROSS,DD,21,10,0.3,0.35,1.2859290693538092,1.1938432556992673,1.1938432556992673,11.137235203817976,0.10719386219750515,0.0,45,0,False
U56,GROSS,S_FULL,63,10,0.75,0.7,0.0001556639667841253,0.0013947738091630857,0.0013947738091630857,0.0017882751492677151,0.7799548127335074,0.0013217559165565884,45,16,True
U56,GROSS,S_OOS,63,10,0.75,0.7,0.00019477495026443137,inf,0.0021154912506546886,0.0021154912506546886,1.0,0.0021154912506546886,45,25,True
U56,GROSS,CAGR,63,10,0.75,0.7,1.0495280990911553,1.0380692471477992,1.0380692471477992,9.401691141620727,0.11041303436913902,0.0,45,0,False
U56,GROSS,DD,63,10,0.3,0.35,1.2859290693538092,1.1938432556992673,1.1938432556992673,11.137235203817976,0.10719386219750515,0.0,45,0,False
U56,GROSS,S_FULL,126,10,0.75,0.7,0.0001556639667841253,0.0001673886575634942,0.0001673886575634942,0.0017882751492677151,0.09360341311684534,0.0001556639667841253,45,1,True
