scope,norm,q,tau,n,fire_rate,D,t,ROOM_fired,LIFT_fired,ROOM_bar,LIFT_bar,identity_err,Dnet_POOLED_ROOMONLY,Dnet_POOLED_FULLNULL,Dnet_PERFILE_ROOMONLY,Dnet_PERFILE_FULLNULL,perm_mean,perm_lo,perm_hi,perm_p,Dnet_PERM
LIVE/oos,raw,0.0,0.0,1800,0.0,0.0,,0.0,0.0,-0.012748326892643923,0.019511306319002945,0.0,0.0,0.0,0.0,0.0,,,,,
LIVE/oos,raw,0.1,0.0034325720780703506,1800,0.095,-0.011090617103356482,-13.250710763393375,-0.08590184469195877,0.030841493238109478,-0.012748326892643923,0.019511306319002945,1.734723475976807e-18,-0.009879526048555309,-0.008025951948250029,-0.00313762345467972,-0.001896621638037126,-0.009196785811186497,-0.00986308406769288,-0.00852488977223646,0.0,-0.0018938312921699847
LIVE/oos,raw,0.2,0.013746107754145198,1800,0.19777777777777777,-0.02159192054893014,-19.47485965320746,-0.08371036071126277,0.02546227127770985,-0.012748326892643923,0.019511306319002945,3.469446951953614e-18,-0.019070584785718343,-0.015211681980404427,-0.005034810964550451,-0.0024512048433530005,-0.01913670011231926,-0.019848388842222398,-0.018396840305589416,0.0,-0.0024552204366108804
LIVE/oos,raw,0.3,0.018627048795337497,1800,0.295,-0.024796225961240176,-21.022691292802484,-0.06654086232285254,0.017514140935588726,-0.012748326892643923,0.019511306319002945,3.469446951953614e-18,-0.02103546952791022,-0.01527963416380435,-0.005999212945704869,-0.0007090331632105193,-0.024088130390491038,-0.024765942042892047,-0.0234475512312035,0.0215,-0.0007080955707491378
LIVE/oos,raw,0.4,0.022119872302339028,1800,0.39444444444444443,-0.028162825699998936,-22.621922218158417,-0.05397365427854265,0.01742505876370816,-0.012748326892643923,0.019511306319002945,3.469446951953614e-18,-0.023134318981233835,-0.015438192599849338,-0.008574571646729295,-0.0001507108612189105,-0.028006832023940435,-0.028531382011919636,-0.027541645510896214,0.2785,-0.00015599367605850095
LIVE/oos,raw,0.5,0.0319305741400111,1800,0.47,-0.03225963321164687,-24.532749062072085,-0.04925678601851778,0.01938073145307129,-0.012748326892643923,0.019511306319002945,6.938893903907228e-18,-0.026267919572104226,-0.01709760560217284,-0.011676726007390711,-0.0009677889963494099,-0.031294455322368464,-0.03155485742591188,-0.031052875411530758,0.0,-0.0009651778892784055
LIVE/oos,raw,0.6,0.035016835336478036,1800,0.5727777777777778,-0.03225963321164687,-24.532749062072085,-0.037216949034973044,0.019104428056166016,-0.012748326892643923,0.019511306319002945,6.938893903907228e-18,-0.0249576748636936,-0.013782032188753578,-0.013765988639678643,-0.0006451926642329422,-0.031614600747292686,-0.031833143030590226,-0.03141911241716529,0.0,-0.0006450324643541838
LIVE/oos,raw,0.7,0.0381236739944969,1800,0.6833333333333333,-0.03225963321164687,-24.532749062072085,-0.029355159624602938,0.01785405970951443,-0.012748326892643923,0.019511306319002945,0.0,-0.023548276501673522,-0.01021555051702151,-0.015364293106455845,-0.00026883027676372767,-0.03199263070497489,-0.032128587330359636,-0.031887224832780954,0.0015,-0.0002670025066719775
LIVE/oos,raw,0.8,0.05148028886464817,1800,0.7988888888888889,-0.03225963321164687,-24.532749062072085,-0.020217603575069274,0.020163022141873953,-0.012748326892643923,0.019511306319002945,0.0,-0.022075136505190225,-0.006487770679231203,-0.018565401973352467,-0.00016129816605824077,-0.03209907304650896,-0.03219543682759155,-0.03202920231116897,0.0145,-0.00016056016513790738
LIVE/oos,raw,0.9,0.0549392670958877,1800,0.8922222222222222,-0.03225963321164687,-24.532749062072085,-0.016730885313216405,0.01942561517306277,-0.012748326892643923,0.019511306319002945,0.0,-0.02088529266187679,-0.0034768715794774967,-0.01889722483591543,-0.00016129816605824077,-0.03209792978884202,-0.03219543682759155,-0.03202915324450881,0.0145,-0.00016170342280485278
LIVE/oos,z,0.0,0.0,1800,0.0,0.0,,0.0,0.0,-0.012748326892643923,0.019511306319002945,0.0,0.0,0.0,0.0,0.0,,,,,
LIVE/oos,z,0.1,0.09474315982583185,1800,0.1,-0.01158732859010237,-13.655855186782224,-0.08409608700564415,0.03177719889537955,-0.012748326892643923,0.019511306319002945,0.0,-0.010312495900837979,-0.008361365268937684,-0.003215756328337359,-0.0019094386266083115,-0.009674063772104452,-0.010337208149489291,-0.009020828261252804,0.0,-0.001913264817997919
LIVE/oos,z,0.2,0.1799234688163512,1800,0.2,-0.02025704538540931,-18.758551918583127,-0.06997430835094659,0.03131091857609995,-0.012748326892643923,0.019511306319002945,0.0,-0.017707380006880526,-0.013805118743079936,-0.0065700741358175226,-0.0032132058385892157,-0.017036473438228335,-0.01776305472260411,-0.01630588767145537,0.0,-0.0032205719471809745
LIVE/oos,z,0.3,0.2637483481904345,1800,0.3,-0.021449580865484087,-19.3996585623232,-0.04124514040315592,0.030253462481791036,-0.012748326892643923,0.019511306319002945,0.0,-0.01762508279769091,-0.011771690901990026,-0.010549623493855263,-0.003169122045550865,-0.01826789534241414,-0.018999572666127243,-0.017545103267184316,0.0,-0.003181685523069945
LIVE/oos,z,0.4,0.33390795155864467,1800,0.4,-0.02159192054893014,-19.47485965320746,-0.020853959679782295,0.03312584169254305,-0.012748326892643923,0.019511306319002945,3.469446951953614e-18,-0.016492589791872573,-0.008688067264271394,-0.014047567431810931,-0.002504970898705744,-0.019097495711949485,-0.0198465107736431,-0.01837286259063778,0.0,-0.002494424836980657
LIVE/oos,z,0.5,0.4315605869759494,1800,0.5,-0.02159192054893014,-19.47485965320746,-0.011015525941036343,0.03216831515682394,-0.012748326892643923,0.019511306319002945,0.0,-0.01521775710260818,-0.005462103943106707,-0.01633706473029558,-0.0008919892381234057,-0.02068331815869205,-0.021416678647533646,-0.019981725291179902,0.006,-0.0009086023902380898
LIVE/oos,z,0.6,0.7217146907987262,1800,0.6,-0.02702683265516682,-22.077305280927753,-0.014931755099360865,0.030112965992583837,-0.012748326892643923,0.019511306319002945,3.469446951953614e-18,-0.019377836519580468,-0.007671052728178699,-0.01802020138420877,-0.00014380497879443524,-0.026873969344502386,-0.027427043526036463,-0.02633539478701388,0.282,-0.00015286331066443476
LIVE/oos,z,0.7,1.2541397005206765,1800,0.7,-0.03210597990022147,-24.460597698176365,-0.0191169672201209,0.02674871835162405,-0.012748326892643923,0.019511306319002945,6.938893903907228e-18,-0.02318215107537072,-0.009524236652068658,-0.018930634814442723,-0.00016894302069107164,-0.031936455701777805,-0.03211692104809422,-0.031816226157576295,0.037,-0.00016952419844366157
LIVE/oos,z,0.8,1.4453935214327824,1800,0.8,-0.03225963321164687,-24.532749062072085,-0.016771094990043128,0.02355344652451545,-0.012748326892643923,0.019511306319002945,0.0,-0.022060971697531732,-0.006451926642329374,-0.019091904123146992,-0.00016129816605824077,-0.032098174780127574,-0.03219543682759156,-0.03202920231116896,0.0185,-0.00016145843151929573
LIVE/oos,z,0.9,1.6620394341912113,1800,0.9,-0.03225963321164687,-24.532749062072085,-0.014391756869622546,0.021452280032207307,-0.012748326892643923,0.019511306319002945,0.0,-0.02078613900826734,-0.003225963321164687,-0.019361010720870785,-0.00010753211070549384,-0.0321532191815081,-0.03225963321164693,-0.032105198814006676,0.067,-0.00010641403013877254
LIVE/oos,rng,0.0,0.0,1800,0.0,0.0,,0.0,0.0,-0.012748326892643923,0.019511306319002945,0.0,0.0,0.0,0.0,0.0,,,,,
