panel,cost_bps,chosen_v,IS_Sharpe,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anc_OOS_CAGR,anc_OOS_Sharpe,anc_OOS_MaxDD,base_OOS_Sharpe,base_OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,dev_4a,dev_4b,dev_4b_oos,anc_4b_oos
U56,0,0.06,1.1247287079067303,0.07851884272700338,1.1811678992766208,-0.08072301598628595,1.2053625141813034,1.157670943456834,0.0824261007270981,1.2266057940432393,-0.07633865023868824,0.09082043802203588,1.1968667364627052,-0.1145430440763544,1.1969719512249068,-0.17908597771136092,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
U56,10,0.2,1.0102569564917718,0.12249211516633673,1.0741123961289725,-0.16697146309112487,1.093670795729843,1.0609148066211362,0.13391540425059545,1.1237993732722256,-0.16697146309112476,0.13385037520043697,1.1133381794033645,-0.17938216753439162,1.1133413290228635,-0.17990546913754235,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,True,True
U56,25,0.2,0.8710505199020335,0.1057486629036044,0.9417173805465542,-0.16820507801688067,0.9549130725534793,0.9336326398832225,0.11700474920190995,0.9963153802491173,-0.16820507801688045,0.11700350401754833,0.9876019339622722,-0.18060756518539633,0.9876088499841087,-0.18113383692391227,0.09163013641609163,1.2398733886368856,-0.12092630671374771,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,True,True
U56,50,0.2,0.6384365130899513,0.07838277758377132,0.7205373102381089,-0.185102821013451,0.722992782631687,0.7210723384338711,0.08936546374765575,0.7833741615299383,-0.17025880331453502,0.08946637830515258,0.7775829927716499,-0.18264759011797937,0.7775962088531985,-0.183178799272256,0.08676558828999292,1.1783814389985978,-0.1215542982343576,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
B136,0,0.22,1.2894164910795087,0.16225610319777717,1.169602225189513,-0.16295933171827914,1.3730737266155908,0.9882016879528633,0.15187760045422727,1.0778559394610467,-0.16295933171827914,0.1498328047556805,1.050346678275703,-0.1921640064390896,1.0503661687874883,-0.19311057394099895,0.08074281555114382,1.1313567037098642,-0.12211674782076976,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,True,True,True
B136,10,0.24,1.187229175173413,0.14694575038975977,1.0666760829541766,-0.1698880657858165,1.2701811000244314,0.8857764754652846,0.13627557995302175,0.9745951272760109,-0.16988806578581672,0.13379567604537468,0.9498053913102308,-0.193478199765456,0.9498172545905195,-0.19393547915174236,0.07847283605551292,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,True,True,True
B136,25,0.24,1.0335587304408806,0.12305192246716667,0.9133913648540967,-0.17124151868490656,1.1161449866298232,0.732829417742662,0.111960062077062,0.8215028078578158,-0.17124151868490645,0.10956163634770388,0.7986205459344107,-0.19471217858549328,0.7986361399083032,-0.19517184926150222,0.07507655272231117,1.057138821217919,-0.12285153570594698,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,False
B136,50,0.24,0.7766971049043604,0.08430546099464786,0.6572994890835978,-0.19041344942497818,0.8585721778660104,0.4775003006142461,0.07255911670497706,0.5658298312304266,-0.1904134494249773,0.07029131856283288,0.5461857361569963,-0.19676618901172127,0.5462075458600094,-0.19722983347397172,0.06943916638398329,0.9827932668211912,-0.12358608812190786,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False,False
SMALL,0,0.26,0.4110192968820108,0.07886885817766731,0.539342980129006,-0.2698398394031357,0.5073462914497678,0.5704114415022437,0.09554421371443755,0.6099127325217454,-0.2698398394031355,0.09454646924095722,0.6026310764850411,-0.2688576083337466,0.602639417826658,-0.26966049883402554,0.03910936919151009,0.583720040926998,-0.13811167458073692,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
SMALL,10,0.26,0.2758167984177957,0.05477341717806694,0.40358528841924796,-0.28563940004046695,0.36970507764436233,0.4349087769071285,0.06976708732548054,0.4734156522122788,-0.28563940004046806,0.06880305857876956,0.466848555036786,-0.28462906447259273,0.46685868838374495,-0.2854671132533998,0.036354056040183824,0.5457546255041629,-0.14158634495022804,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
SMALL,25,0.26,0.07312739997039061,0.019614830916106385,0.20008620662728926,-0.35702438900077205,0.16339407758758737,0.23178518326447553,0.03221089402070931,0.2688168047624736,-0.3570243890007708,0.03129553989252298,0.2633343970419072,-0.3578671317923955,0.26334725789280483,-0.3589427743770963,0.03223447579261518,0.4887769740958865,-0.14677251323359475,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
SMALL,50,0.26,-0.2633455191076309,-0.03645007385527099,-0.13765090056575557,-0.5628420185277938,-0.17896007938350916,-0.1053630141804758,-0.027534223456990192,-0.07071507884969992,-0.5007930106133585,-0.02837328370947856,-0.07437252163075785,-0.5021852011494734,-0.07435504796779112,-0.5034459252232637,0.025404063328090976,0.39376053523382726,-0.15534767541752914,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False
