file,panel,n,all_n,all_OOS_Sharpe,all_OOS_CAGR,all_OOS_MaxDD,4a_v1_n,4a_v1_OOS_Sharpe,4a_v1_OOS_CAGR,4a_v1_OOS_MaxDD,4a_v2_n,4a_v2_OOS_Sharpe,4a_v2_OOS_CAGR,4a_v2_OOS_MaxDD
2026-09-04_52w-high-proximity_C.grid.csv,broad136,14,14,0.9043262348025412,0.11555287409271,-0.2029660741673956,7,0.9043262348025412,0.11555287409271,-0.2029660741673956,0,,,
2026-09-04_52w-high-proximity_C.grid.csv,u56,14,14,1.169657001611733,0.1438639202308504,-0.1830832162946141,0,,,,0,,,
2026-09-04_crypto-sleeve_C.grid.csv,broad136,39,39,1.2263775080177546,0.2427571881673973,-0.3035505428559348,11,1.1483122100562593,0.1406735290422625,-0.2025099631275937,0,,,
2026-09-04_crypto-sleeve_C.grid.csv,u56,39,39,1.3145168662232118,0.2840331438465828,-0.3105750387265976,1,0.849880054560323,0.0909158957048432,-0.1365092343614964,0,,,
2026-09-04_drawdown-control_C.grid.csv,broad136,240,240,0.893984757566131,0.125223365010801,-0.2005204833110828,139,0.893984757566131,0.125223365010801,-0.2005204833110828,0,,,
2026-09-04_drawdown-control_C.grid.csv,u56,236,236,1.169657001611733,0.1438639202308504,-0.1830832162946141,40,1.0018551902448782,0.1009489183240728,-0.1265030152161317,0,,,
2026-09-04_drawdown-insurance-price-list_B.grid.csv,broad136,102,102,1.1224553129457142,0.1201112670079342,-0.1869623631242418,48,1.1224553129457142,0.1201112670079342,-0.1869623631242418,0,,,
2026-09-04_drawdown-insurance-price-list_B.grid.csv,u56,102,102,1.1676752607259366,0.1663895886560977,-0.2221040871986458,8,1.285072363206482,0.0953472288747285,-0.1205494231312681,0,,,
2026-09-04_earnings-season-avoidance_cloud.grid.csv,broad136,186,186,0.5899663606877981,0.0710242240442811,-0.2005204833110829,96,0.8271775304394463,0.1079388579938824,-0.200520483311083,0,,,
2026-09-04_earnings-season-avoidance_cloud.grid.csv,u56,186,186,0.9865904044886096,0.1093996125868306,-0.1830834869787809,17,0.9584272686521584,0.1004619620479498,-0.1364281460011797,0,,,
2026-09-04_ensemble-plus-momentum_C.grid.csv,broad136,30,30,0.8919165372280256,0.1248679201013094,-0.2005204833110832,25,0.8919165372280256,0.1248679201013094,-0.2005204833110832,0,,,
