n_pts,n_pass,pass_rate,n_flip,flip_rate,flips_per_pass,null_flip_rate,flip_ratio,mixed,window_pts,window_frac,isolated,panel,dial,rung,kind
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,0.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,0.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,5.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,5.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,10.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,10.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,15.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,15.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,25.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,25.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,50.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,K,50.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,0.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,0.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,5.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,5.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,10.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,10.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,15.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,15.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,25.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,25.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,50.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,band,50.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,0.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,0.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,5.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,5.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,10.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,10.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,15.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,15.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,25.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,25.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,50.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,f,50.0,4a
19,5,0.2631578947368421,2,0.10526315789473684,0.4,0.5924899969221299,0.17766233766233766,1,5,0.2631578947368421,0,B136,gross,0.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,gross,0.0,4a
19,5,0.2631578947368421,2,0.10526315789473684,0.4,0.5924899969221299,0.17766233766233766,1,5,0.2631578947368421,0,B136,gross,5.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,gross,5.0,4a
19,5,0.2631578947368421,2,0.10526315789473684,0.4,0.5924899969221299,0.17766233766233766,1,5,0.2631578947368421,0,B136,gross,10.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,gross,10.0,4a
19,4,0.21052631578947367,2,0.10526315789473684,0.5,0.5078485687903971,0.20727272727272725,1,4,0.21052631578947367,0,B136,gross,15.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,gross,15.0,4a
19,4,0.21052631578947367,2,0.10526315789473684,0.5,0.5078485687903971,0.20727272727272725,1,4,0.21052631578947367,0,B136,gross,25.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,gross,25.0,4a
19,2,0.10526315789473684,2,0.10526315789473684,1.0,0.2877808556478917,0.36577540106951867,1,2,0.10526315789473684,0,B136,gross,50.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,gross,50.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,0.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,0.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,5.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,5.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,10.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,10.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,15.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,15.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,25.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,25.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,50.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,n,50.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,0.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,0.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,5.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,5.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,10.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,10.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,15.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,15.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,25.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,25.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,50.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,B136,vol,50.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,K,0.0,4b
13,1,0.07692307692307693,3,0.23076923076923078,3.0,0.21893491124260356,1.0540540540540542,1,1,0.07692307692307693,1,SMALL439,K,0.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,K,5.0,4b
13,1,0.07692307692307693,3,0.23076923076923078,3.0,0.21893491124260356,1.0540540540540542,1,1,0.07692307692307693,1,SMALL439,K,5.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,K,10.0,4b
13,1,0.07692307692307693,3,0.23076923076923078,3.0,0.21893491124260356,1.0540540540540542,1,1,0.07692307692307693,1,SMALL439,K,10.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,K,15.0,4b
13,1,0.07692307692307693,3,0.23076923076923078,3.0,0.21893491124260356,1.0540540540540542,1,1,0.07692307692307693,1,SMALL439,K,15.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,K,25.0,4b
13,1,0.07692307692307693,3,0.23076923076923078,3.0,0.21893491124260356,1.0540540540540542,1,1,0.07692307692307693,1,SMALL439,K,25.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,K,50.0,4b
13,1,0.07692307692307693,3,0.23076923076923078,3.0,0.21893491124260356,1.0540540540540542,1,1,0.07692307692307693,1,SMALL439,K,50.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,band,0.0,4b
13,2,0.15384615384615385,4,0.3076923076923077,2.0,0.4013806706114399,0.7665847665847665,1,2,0.15384615384615385,0,SMALL439,band,0.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,band,5.0,4b
13,2,0.15384615384615385,4,0.3076923076923077,2.0,0.4013806706114399,0.7665847665847665,1,2,0.15384615384615385,0,SMALL439,band,5.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,band,10.0,4b
13,2,0.15384615384615385,4,0.3076923076923077,2.0,0.4013806706114399,0.7665847665847665,1,2,0.15384615384615385,0,SMALL439,band,10.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,band,15.0,4b
13,2,0.15384615384615385,4,0.3076923076923077,2.0,0.4013806706114399,0.7665847665847665,1,2,0.15384615384615385,0,SMALL439,band,15.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,band,25.0,4b
13,2,0.15384615384615385,4,0.3076923076923077,2.0,0.4013806706114399,0.7665847665847665,1,2,0.15384615384615385,0,SMALL439,band,25.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,band,50.0,4b
13,6,0.46153846153846156,4,0.3076923076923077,0.6666666666666666,0.7662721893491125,0.4015444015444016,1,6,0.46153846153846156,0,SMALL439,band,50.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,0.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,0.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,5.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,5.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,10.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,10.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,15.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,15.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,25.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,25.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,50.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,f,50.0,4a
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,0.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,0.0,4a
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,5.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,5.0,4a
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,10.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,10.0,4a
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,15.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,15.0,4a
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,25.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,25.0,4a
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,50.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,gross,50.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,0.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,0.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,5.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,5.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,10.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,10.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,15.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,15.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,25.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,25.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,50.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,n,50.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,0.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,0.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,5.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,5.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,10.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,10.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,15.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,15.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,25.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,25.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,50.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,SMALL439,vol,50.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,0.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,0.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,5.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,5.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,10.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,10.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,15.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,15.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,25.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,25.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,50.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,K,50.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,0.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,0.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,5.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,5.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,10.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,10.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,15.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,15.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,25.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,25.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,50.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,band,50.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,0.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,0.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,5.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,5.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,10.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,10.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,15.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,15.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,25.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,25.0,4a
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,50.0,4b
11,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,f,50.0,4a
19,7,0.3684210526315789,2,0.10526315789473684,0.2857142857142857,0.710987996306556,0.14805194805194802,1,7,0.3684210526315789,0,U56,gross,0.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,gross,0.0,4a
19,6,0.3157894736842105,2,0.10526315789473684,0.3333333333333333,0.6602031394275162,0.15944055944055943,1,6,0.3157894736842105,0,U56,gross,5.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,gross,5.0,4a
19,6,0.3157894736842105,2,0.10526315789473684,0.3333333333333333,0.6602031394275162,0.15944055944055943,1,6,0.3157894736842105,0,U56,gross,10.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,gross,10.0,4a
19,6,0.3157894736842105,2,0.10526315789473684,0.3333333333333333,0.6602031394275162,0.15944055944055943,1,6,0.3157894736842105,0,U56,gross,15.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,gross,15.0,4a
19,6,0.3157894736842105,2,0.10526315789473684,0.3333333333333333,0.6602031394275162,0.15944055944055943,1,6,0.3157894736842105,0,U56,gross,25.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,gross,25.0,4a
19,4,0.21052631578947367,2,0.10526315789473684,0.5,0.5078485687903971,0.20727272727272725,1,4,0.21052631578947367,0,U56,gross,50.0,4b
19,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,gross,50.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,0.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,0.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,5.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,5.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,10.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,10.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,15.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,15.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,25.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,25.0,4a
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,50.0,4b
8,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,n,50.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,0.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,0.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,5.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,5.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,10.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,10.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,15.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,15.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,25.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,25.0,4a
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,50.0,4b
13,0,0.0,0,0.0,,0.0,,0,0,0.0,0,U56,vol,50.0,4a
