panel,family,form,dial,gross,lam,k,tg,GAP,SD,RHO1,RHO5,DRHO1,RUN,LOWSHARE,TIMING,DDTIME,dU_Sharpe,dM_Sharpe,flip_Sharpe,dU_CAGR,dM_CAGR,flip_CAGR,dU_MaxDD,dM_MaxDD,flip_MaxDD,flip_any
U56,MA,DG,100.0,0.75,0.25,0.9179992255362552,0.6884994191521913,0.08196016638641046,0.05297117931331766,0.975700845050601,0.8756956639819607,0.007523527717955958,24.044776119402986,0.36283783783783785,0.0793443515595808,-0.03684196756856899,0.022215943477831734,0.02236894681025392,False,-0.015558816529663178,-0.004590342045801332,False,0.0319496492879332,0.014949468364956253,False,False
U56,MA,DG,100.0,0.75,0.5,0.8359984510725101,0.6269988383043824,0.16394757049884523,0.1059796520095685,0.9754805002301449,0.8750940464601913,0.006719147250919288,24.044776119402986,0.36283783783783785,0.0793443515595808,-0.03684196756856899,0.030771204370638072,0.031093074942309284,False,-0.03154797516497054,-0.009622061191639997,False,0.0645871518681137,0.03033184334887029,False,False
U56,MA,DG,100.0,0.75,0.75,0.7539976766087653,0.5654982574565738,0.24596507380218324,0.15903607936272723,0.9752345047003642,0.8744321819548156,0.005622235259704535,24.059701492537314,0.3630630630630631,0.08185858205649481,-0.036816632742298544,0.00824199808500281,0.008748499029714418,False,-0.047652723947810394,-0.014782619139240838,False,0.09797760346843598,0.046209963795316944,False,False
U56,MA,DG,100.0,0.75,1.0,0.6719969021450204,0.5039976766087652,0.3280155407485098,0.21215113478054437,0.9749628755636032,0.8737096631173654,0.004253773439974884,24.40909090909091,0.36283783783783785,0.0817336565017841,-0.03681137023140143,-0.08059661636030979,-0.07989074797004725,False,-0.06386047434146236,-0.020061650201386838,False,0.12911637386268948,0.0595766071977778,False,False
U56,MA,DG,150.0,0.75,0.25,0.9239648056633116,0.6929736042474836,0.07602541620380021,0.051347447329181575,0.9842997650108322,0.918985198472149,0.010179268630048595,28.818181818181817,0.356981981981982,0.09846739943591616,-0.03919321207388764,0.039317819518946084,0.039459157892994146,False,-0.012795298715844172,-0.002624438381352734,False,0.027868992418567107,0.012114156978578317,False,False
U56,MA,DG,150.0,0.75,0.5,0.8479296113266233,0.6359472084949672,0.15206939524256702,0.10272025794653397,0.9841411422655995,0.9186056298187457,0.008758290558196453,27.310344827586206,0.3567567567567568,0.09804405066860808,-0.03918224343241483,0.07187496879276556,0.07217125546197467,False,-0.025999754922037654,-0.005667386008300079,False,0.056232264573408686,0.024503501770460012,False,False
U56,MA,DG,150.0,0.75,0.75,0.7718944169899348,0.5789208127424509,0.22813453597296252,0.15412852653581433,0.9839576102703096,0.9181646392527425,0.006936037481116258,28.25,0.35630630630630633,0.0965263268449645,-0.03922445163217633,0.0833184370838762,0.08378341877979945,False,-0.03937051868681918,-0.008887742978686886,False,0.08516261675404979,0.0372391531724785,False,False
U56,MA,DG,150.0,0.75,1.0,0.6958592226532466,0.5218944169899348,0.30422344782571986,0.2055824162888773,0.983748989967388,0.9176617718109915,0.004739019597737803,28.25,0.35630630630630633,0.0965263268449645,-0.03922445163217633,0.04255881915275528,0.04320521024668467,False,-0.05289713287747744,-0.012276854304343443,False,0.11145701423384213,0.04711589964648344,False,False
U56,MA,DG,200.0,0.75,0.25,0.927377149051083,0.6955328617883121,0.07259457997912955,0.05060344940909392,0.9877855745561761,0.9366387933066463,0.014358719658645444,33.82608695652174,0.3504504504504504,0.0997276545224663,-0.039193841658177755,0.03885026143463932,0.03898496574074084,False,-0.01226396689491982,-0.0025493718553804,False,0.02695062881485455,0.011907530202071026,False,False
U56,MA,DG,200.0,0.75,0.5,0.854754298102166,0.6410657235766243,0.14520137866239602,0.1012143023133257,0.9876676093320378,0.9364005959994317,0.012322504897671144,34.55555555555556,0.3502252252252252,0.0985861163369041,-0.03914063943491411,0.0710069451458808,0.07128876616502144,False,-0.024896498126906197,-0.005475767269405463,False,0.05435922082379607,0.02407321567979026,False,False
