panel,cadence,chooser,book,gross,n_candidates,blind_4b_OOS,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,pass4b_OOS,pass4b_FULL,pass4a
B136,D,C_ISSHARPE,BAND03,1.0,10,0.0,0.10506829540942109,1.132913826549131,-0.14721667648478254,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,False,False
B136,D,C_ISCAGR,TOP20,1.0,10,0.0,0.11437455859719936,0.6766233781754496,-0.2554435128369221,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,False,False
B136,D,C_ISCALMAR,BAND03,1.0,10,0.0,0.10506829540942109,1.132913826549131,-0.14721667648478254,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,False,False
B136,M,C_ISSHARPE,TOP20,1.0,10,0.0,0.2080859836927318,1.0049127553375177,-0.33675172386421526,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,False,False
B136,M,C_ISCAGR,TOP10,1.0,10,0.0,0.2416258970339058,0.9990182787920102,-0.35792666087771496,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,False,False
B136,M,C_ISCALMAR,TOP20,1.0,10,0.0,0.2080859836927318,1.0049127553375177,-0.33675172386421526,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,False,False
B136,Q,C_ISSHARPE,TOP10,1.0,10,0.0,0.1861617046061348,0.7986825577531835,-0.3719163932042402,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,False,False
B136,Q,C_ISCAGR,TOP10,1.0,10,0.0,0.1861617046061348,0.7986825577531835,-0.3719163932042402,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,False,False
B136,Q,C_ISCALMAR,TOP10,1.0,10,0.0,0.1861617046061348,0.7986825577531835,-0.3719163932042402,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,False,False
B136,W,C_ISSHARPE,BAND03,1.0,10,0.0,0.1052418687479828,1.1048029424254948,-0.16157983013208954,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,True,False
B136,W,C_ISCAGR,TOP10,1.0,10,0.0,0.16556904692247199,0.7823511725650804,-0.27948752522345244,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,False,False
B136,W,C_ISCALMAR,BAND03,1.0,10,0.0,0.1052418687479828,1.1048029424254948,-0.16157983013208954,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,0.07884939392053303,False,True,False
SMALL,D,C_ISSHARPE,BAND03,1.0,10,0.0,0.04824159617117707,0.5521382390207085,-0.16816058595158123,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263568,0.03752405319533958,False,False,False
SMALL,D,C_ISCAGR,BAND03,1.0,10,0.0,0.04824159617117707,0.5521382390207085,-0.16816058595158123,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263568,0.03752405319533958,False,False,False
SMALL,D,C_ISCALMAR,BAND03,1.0,10,0.0,0.04824159617117707,0.5521382390207085,-0.16816058595158123,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263568,0.03752405319533958,False,False,False
SMALL,M,C_ISSHARPE,TOP20VOL,1.0,10,0.0,0.03937723133071769,0.3197063666761852,-0.4790657742104292,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263568,0.03752405319533958,False,False,False
SMALL,M,C_ISCAGR,TOP10,1.0,10,0.0,0.1104275500996319,0.5092957370775925,-0.48371164102402864,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263568,0.03752405319533958,False,False,False
SMALL,M,C_ISCALMAR,TOP20VOL,1.0,10,0.0,0.03937723133071769,0.3197063666761852,-0.4790657742104292,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263568,0.03752405319533958,False,False,False
SMALL,Q,C_ISSHARPE,BAND03,0.75,10,0.0,0.034974438559640886,0.4699689889724411,-0.24076967162014917,0.1533169996349657,0.8767139845003631,-0.33717267708462373,0.5600309406263568,0.03752405319533958,False,False,False
