key,klass,dir,m,cost,turnover_yr,dSharpe_F,dSharpe_IS,dSharpe_OOS,CAGR_F,Sharpe_F,MaxDD_F,CAGR_H1,Sharpe_H1,MaxDD_H1,CAGR_H2,Sharpe_H2,MaxDD_H2,CAGR_IS,Sharpe_IS,MaxDD_IS,CAGR_OOS,Sharpe_OOS,MaxDD_OOS,pass4a,pass4b
CONTROL,control,-,0.0,0.0,20.211408354408118,0.0,0.0,0.0,0.08285867145902448,0.5588981429071401,-0.24239623647286535,0.1077473395312385,0.7457757225193448,-0.20600967815316396,0.05852919750653762,0.4047375464896131,-0.242396236472865,0.07833122021386707,0.5612779809411365,-0.20600967815316396,0.08566430948204973,0.5586952001802371,-0.2423962364728649,False,False
CONTROL,control,-,0.0,10.0,20.211408354408118,0.0,0.0,0.0,0.06119767960686007,0.4383738931788,-0.25896045125735867,0.0880422982231146,0.6284196970237905,-0.20997932993917512,0.035015382253141825,0.2807720465866979,-0.2531603223892721,0.059356005968503434,0.44758924621796,-0.20997932993917512,0.06233669377076123,0.4341506687342858,-0.2589604512573592,False,False
CONTROL,control,-,0.0,25.0,20.211408354408118,0.0,0.0,0.0,0.029498974784145426,0.2574506311540328,-0.3509186978351996,0.05912637401887988,0.452167914615216,-0.2236579739687219,0.0007003555769380387,0.09475791091411627,-0.3509186978351999,0.03150436674155155,0.2769235196688384,-0.2236579739687219,0.028262395320093336,0.24719708055875728,-0.35091869783519836,False,False
PRICE,pricelevel,POS,0.2,0.0,19.26629661605527,-0.3176561103688785,-0.2877705033638623,-0.336116951359003,0.02648474220152197,0.24124203253826165,-0.3991623529324262,0.06251716658174167,0.46992626971956114,-0.2549264317978557,-0.008325738997399634,0.03961384991881476,-0.39916235293242575,0.03125669324037861,0.27350747757727417,-0.2549264317978557,0.023548627954174117,0.2225782488212341,-0.39916235293242364,False,False
PRICE,pricelevel,POS,0.2,10.0,19.26629661605527,-0.3140177611603508,-0.2849373578050068,-0.3320153168381908,0.006893993736102999,0.12435613201844918,-0.44323621642095246,0.04399876014004689,0.35613127082510476,-0.2745763809061865,-0.0288920319351349,-0.08037108621708083,-0.4432362164209549,0.013264229948922512,0.1626518884129532,-0.2745763809061865,0.002979765158950931,0.10213535189609503,-0.443236216420953,False,False
PRICE,pricelevel,POS,0.2,25.0,19.26629661605527,-0.30834431574196797,-0.28055773819882485,-0.3255973971728955,-0.021807932097362537,-0.050893684587935153,-0.5118417295604647,0.016812020833891994,0.185375781014695,-0.3048251963586228,-0.05896104481247855,-0.26014259799385775,-0.5118417295604643,-0.01314988610878376,-0.003634218529986461,-0.3048251963586228,-0.027117143990369796,-0.07840031661413822,-0.5118417295604638,False,False
PRICE,pricelevel,POS,0.5,0.0,17.0102063333182,-0.4221881233342248,-0.3156147833443246,-0.487621131412614,0.00912852267076869,0.13671001957291534,-0.4374227875410105,0.04716394397584822,0.3832598715716831,-0.22339792259904667,-0.027525363983335605,-0.08507932885394073,-0.43742278754101105,0.02641903226650566,0.24566319759681188,-0.22339792259904667,-0.0014042674247130016,0.07107406876762312,-0.43742278754101194,False,False
PRICE,pricelevel,POS,0.5,10.0,17.0102063333182,-0.4094007195894516,-0.30223287046649694,-0.4752691385744278,-0.007895945355917755,0.028973173589348363,-0.47274400289476237,0.030976649257907773,0.2790045592946132,-0.24649873936493705,-0.0453028631155703,-0.19622356624529938,-0.4711789625566112,0.010537256092464364,0.14535637575146307,-0.24649873936493705,-0.01911191698918202,-0.04111846984014199,-0.4727440028947658,False,False
PRICE,pricelevel,POS,0.5,25.0,17.0102063333182,-0.3899774398551592,-0.28202027414857556,-0.45643309830452894,-0.03290715033757252,-0.13252680870112638,-0.5627071990606695,0.007153675267308035,0.12262438162177551,-0.2902250365805862,-0.07137450536536494,-0.3627378533606427,-0.5276756488054486,-0.012835697580566352,-0.005096754479737151,-0.2902250365805862,-0.04509886891141879,-0.20923601774577164,-0.5603341312680946,False,False
PRICE,pricelevel,POS,1.0,0.0,15.671847641118074,-0.5427221686946299,-0.44857476641117816,-0.6001721866195313,-0.009151043688596538,0.016175974212510318,-0.44456356899287375,0.01715579884477547,0.1905065329568541,-0.24491790238586986,-0.03477750867817275,-0.13877858451474584,-0.44456356899287286,0.005667986592895691,0.1127032145299583,-0.24491790238586986,-0.018193974636190546,-0.04147698643929415,-0.4445635689928733,False,False
