panel,lag,gross,turnover_yr,turnover_vs_live,live_turnover_yr,mean_gross,mean_sweep_w,max_name_w_held,fills,max_row_sum,legal
U56,1,0.75,3.5063829420832278,1.9773669552263928,1.7732585915909447,0.9999999999999998,0.3439074528394024,0.027381432403730484,923,1.0000000000000013,True
U56,2,0.75,3.53573793509579,1.993921220437213,1.7732585915909447,1.0,0.34406944125191,0.03187072924269571,924,1.0000000000000016,True
U56,3,0.75,3.536879067492393,1.9945647432725255,1.7732585915909447,0.9999999999999998,0.34424890258512747,0.030272800023155605,923,1.0000000000000013,True
U56,5,0.75,3.571542189923725,2.0141124407125437,1.7732585915909447,0.9999999999999998,0.34451416930864914,0.029883067967152708,923,1.0000000000000016,True
U56,0,0.75,3.4965170244976997,1.9718032333686142,1.7732585915909447,1.0,0.34375812280747603,0.028390391615405536,924,1.0000000000000013,False
U56,1,1.0,3.9918738682526254,2.2511515732576646,1.7732585915909447,0.9999999999999996,0.249947709588952,0.02918030310500747,923,1.0000000000000009,True
U56,2,1.0,4.029872784430666,2.272580436683584,1.7732585915909447,0.9999999999999996,0.25009469182988997,0.03395028647056947,924,1.0000000000000009,True
U56,3,1.0,4.03918033419192,2.277829276195989,1.7732585915909447,0.9999999999999996,0.25031367149179024,0.032253878958290474,923,1.0000000000000009,True
U56,5,1.0,4.088551220537928,2.305671175048267,1.7732585915909447,0.9999999999999996,0.2506619766855241,0.030279169273803114,923,1.0000000000000009,True
U56,0,1.0,3.9766322592992824,2.2425563187213995,1.7732585915909447,0.9999999999999996,0.249768827820893,0.030271493748429055,924,1.0000000000000009,False
B136,1,0.75,4.675125426436814,2.324607724073661,2.0111459572387926,1.0000000000000004,0.2716749825181422,0.02502299341834478,922,1.0000000000000024,True
B136,2,0.75,4.701075275223242,2.3375107402336894,2.0111459572387926,1.0000000000000004,0.27178394714008935,0.02468402983504099,923,1.0000000000000024,True
B136,3,0.75,4.696602082703884,2.3352865393977145,2.0111459572387926,1.0000000000000004,0.2719393371542997,0.023957245169465437,923,1.0000000000000027,True
B136,5,0.75,4.729077987583691,2.3514344996006598,2.0111459572387926,1.0000000000000004,0.2721154574860035,0.024972858982410074,923,1.0000000000000027,True
B136,0,0.75,4.67335891362148,2.323729362754844,2.0111459572387926,1.0000000000000004,0.27151137407509823,0.0258057940138486,923,1.0000000000000024,False
B136,1,1.0,5.829629100658773,2.898660378017802,2.0111459572387926,1.0000000000000009,0.0436845431059477,0.02502299341834478,922,1.0000000000000036,True
B136,2,1.0,5.8741885932265285,2.920816647883433,2.0111459572387926,1.0000000000000009,0.04383415240699783,0.02468402983504099,923,1.0000000000000038,True
B136,3,1.0,5.887792104713922,2.927580707666578,2.0111459572387926,1.0000000000000009,0.04403581136233869,0.024294461203906992,923,1.000000000000004,True
B136,5,1.0,5.942797545919842,2.9549310056436777,2.0111459572387926,1.0000000000000009,0.044350426703762685,0.024972858982410074,923,1.0000000000000036,True
B136,0,1.0,5.826138217058015,2.8969246096176056,2.0111459572387926,1.0000000000000009,0.04349016225990315,0.0258057940138486,923,1.0000000000000038,False
