con,gate,pick_band,pick_cad,isSharpe,oCAGR,oSharpe,oMaxDD,regret_oSharpe,best_band,best_cad,vs_ctrlW,vs_SPY,vs_LIVE
RESPREAD,MA,0.12,M,0.7176814304237993,0.10731465165416565,0.7163211715873475,-0.37622055419890255,-0.07225750045209545,0.08,Q,0.07908146688135576,-0.16568959559493668,-0.5687511916191345
RESPREAD,MAVOL,0.12,M,0.7295794927176722,0.06540483427067612,0.5083528348324959,-0.3840413406690907,0.0,0.12,M,-0.12888686987349585,-0.3736579323497883,-0.7767195283739861
DEGROSS,MA,0.05,M,0.7522420351631188,0.046868512782883176,0.654316082781826,-0.1670216550038619,0.0,0.05,M,0.017076378075834175,-0.22769468440045826,-0.630756280424656
DEGROSS,MAVOL,0.05,M,0.7196924376830534,0.020452530061105367,0.41038820464090464,-0.14720903811890373,-0.05268978187499057,0.12,M,-0.22685150006508714,-0.4716225625413796,-0.8746841585655774
