panel,kind,q,draw,n,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,v2_S,v2_H1,v2_H2,v2_DD,v2_OOS_S,pass4a,pass4b
MIX q=0.0 d0,mix,0.0,0.0,5,0.102425596000697,0.6803056865082683,-0.2902605817189454,0.8718101504228352,0.5463581833712438,0.10822300012454922,0.6662465845196175,-0.2902605817189461,0.7283431298438606,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.9988135560113212,1.1332084750866775,0.8713208741092212,-0.12842501451755706,1.0115032990057025,False,False
MIX q=0.0 d0,mix,0.0,0.0,10,0.10865057730245908,0.8217865681149459,-0.21012011594014413,1.0368021192030858,0.6519698050287309,0.11329987513786755,0.8058757214941464,-0.21012011594014413,0.8640811868235075,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.9988135560113212,1.1332084750866775,0.8713208741092212,-0.12842501451755706,1.0115032990057025,False,False
MIX q=0.0 d0,mix,0.0,0.0,15,0.10746255152031603,0.8861909269256645,-0.21012758503637274,1.069138383604158,0.7357093953149894,0.11631135306469198,0.9077785933424737,-0.21012758503637263,0.8520042914212772,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.9988135560113212,1.1332084750866775,0.8713208741092212,-0.12842501451755706,1.0115032990057025,False,False
MIX q=0.0 d0,mix,0.0,0.0,20,0.10333932600035345,0.9349677665090913,-0.19078050684623138,1.0867885800217163,0.8028738976993365,0.10979333567863314,0.9509158781473555,-0.1907805068462315,0.9098868495206804,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.9988135560113212,1.1332084750866775,0.8713208741092212,-0.12842501451755706,1.0115032990057025,False,False
MIX q=0.0 d0,mix,0.0,0.0,30,0.08651745743058092,0.9561429104719819,-0.15770978188771223,1.1213461957661486,0.7999127946406801,0.08802304287956675,0.9531176607199598,-0.15770978188771234,0.9619741858601359,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.9988135560113212,1.1332084750866775,0.8713208741092212,-0.12842501451755706,1.0115032990057025,False,False
MIX q=0.0 d0,mix,0.0,0.0,40,0.06519022033087696,0.9381273654405217,-0.12740094880506037,1.0875961157088538,0.7973811832228832,0.06833787117266654,0.9600579442185424,-0.12740094880506014,0.9011887197158178,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,0.9988135560113212,1.1332084750866775,0.8713208741092212,-0.12842501451755706,1.0115032990057025,False,False
MIX q=0.0 d1,mix,0.0,1.0,5,0.13686777369602687,0.853345715331599,-0.24181523061667054,0.9981206458048582,0.7258196817967789,0.11729348288292019,0.7408245756334074,-0.24181523061667076,1.0428532428802917,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,1.085981471728733,1.1598552824065549,1.0165676837844237,-0.1206795205954585,1.0790133217979345,False,False
MIX q=0.0 d1,mix,0.0,1.0,10,0.13867605815832063,1.0074919773941349,-0.20522522027679668,1.1265922424847084,0.89749211185159,0.1272660048031069,0.9277592471206657,-0.20522522027679602,1.1394981356595573,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,1.085981471728733,1.1598552824065549,1.0165676837844237,-0.1206795205954585,1.0790133217979345,False,False
MIX q=0.0 d1,mix,0.0,1.0,15,0.1256905559772563,1.013545133925535,-0.1868929906423753,1.1439101876341273,0.8907956612366166,0.12120325363951756,0.9742271721990096,-0.1868929906423754,1.0784640070282725,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,1.085981471728733,1.1598552824065549,1.0165676837844237,-0.1206795205954585,1.0790133217979345,False,True
MIX q=0.0 d1,mix,0.0,1.0,20,0.11383447322317575,0.9953889135760698,-0.17712448916564005,1.1214967026597458,0.8778935763384481,0.11377055873107156,0.9821877811361891,-0.17712448916563972,1.0177459773850301,0.8615657442323101,0.14130109527377144,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8820239235972316,1.085981471728733,1.1598552824065549,1.0165676837844237,-0.1206795205954585,1.0790133217979345,False,True
