leg,char,IS_slope,IS_R2,OOS_slope,OOS_R2,FULL_slope,OOS_mean_abs_log_err,OOS_median_pred_over_actual,k,n,pick,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,beats_v2_OOS,beats_SPY_OOS,keep4a,fail4b
WF-A,momac,0.0196567988090409,0.002152969816167971,-0.05381493400254995,0.014447912881116798,-0.14201062897156355,0.26384317165544263,0.8287758304151878,,,,,,,,,,,
WF-A,tpers,0.043510865343050466,0.017515960865819302,0.06612575466641205,0.11516121497862108,0.1453052449262189,0.32373631864375035,1.3533061721179307,,,,,,,,,,,
WF-B,,,,,,,,,12.0,36.0,BONLY/L0.892/s0/MA-RS/g1.00/W,1.4423170940070178,1.1090357758311324,0.1677684148636973,-0.28508762196819215,False,True,False,DD
WF-B,,,,,,,,,12.0,48.0,SONLY/L0.849/s0/EWall/g0.50/W,1.8196823028428022,0.4161240179306995,0.04228773746429848,-0.24665507331036562,False,False,False,"H2,OOS,DD,CAGR"
WF-B,,,,,,,,,12.0,64.0,POOL/L0.917/s0/MA-RS/g0.50/M,1.4208729958808297,0.5995884725736517,0.058526731798062004,-0.227612436468406,False,False,False,"H2,OOS,DD,CAGR"
WF-B,,,,,,,,,12.0,84.0,BONLY/L0.917/s0/MA-RS/g1.00/M,1.3823593701892622,1.140264077401969,0.22608156674154212,-0.29736624164111114,False,True,False,DD
WF-B,,,,,,,,,12.0,110.0,SONLY/L0.917/s4/MA-RS/g1.00/M,1.5055911905327743,0.6043363672967812,0.13816455272163686,-0.4540748564043796,False,False,False,"H2,OOS,DD"
WF-B,,,,,,,,,12.0,134.0,BONLY/L0.917/s1/MA-RS/g1.00/W,1.5813650424310661,1.048757212178766,0.1363053852763365,-0.1600256719055405,False,True,False,-
WF-B,,,,,,,,,24.0,36.0,BONLY/L0.874/s1/MA-RS/g1.00/W,1.3109523756207195,1.2714362608163698,0.19070545169894215,-0.2455412054959154,False,True,False,DD
WF-B,,,,,,,,,24.0,48.0,SONLY/L0.802/s4/EWall/g0.50/W,1.464844922949905,0.4386063205066567,0.04626850859940279,-0.2633939719741084,False,False,True,"H2,OOS,DD,CAGR"
WF-B,,,,,,,,,24.0,64.0,POOL/L0.892/s1/MA-RS/g1.00/M,1.3949191361178603,0.8100896097571945,0.1357065571665217,-0.29511923822564,False,False,False,"H2,OOS,DD"
WF-B,,,,,,,,,24.0,84.0,POOL/L0.892/s2/MA-RS/g1.00/M,1.4499927366661263,0.8920522730849416,0.17539952916803814,-0.42274299626006606,False,True,False,"H2,DD"
WF-B,,,,,,,,,24.0,110.0,BONLY/L0.874/s5/MA-RS/g1.00/M,1.361928307827366,0.8899125604826004,0.13177333002458025,-0.26098342308562783,False,True,False,"H2,DD"
WF-B,,,,,,,,,24.0,134.0,SONLY/L0.849/s0/EWall/g0.50/W,1.4348176770345882,0.6332340072354503,0.07343181506326135,-0.24065209166059298,False,False,False,"H2,OOS,DD,CAGR"
WF-B,,,,,,,,,36.0,36.0,POOL/L0.874/s4/MA-RS/g1.00/M,1.1283195274745612,0.9992380907680237,0.18811164754131626,-0.32615046357496225,False,True,False,DD
WF-B,,,,,,,,,36.0,48.0,POOL/L0.849/s4/EWall/g1.00/W,1.283144926826565,0.7913722820794029,0.1359821528827836,-0.3555994429549958,False,False,False,"H2,OOS,DD"
WF-B,,,,,,,,,36.0,64.0,POOL/L0.892/s0/MA-RS/g1.00/M,1.320667294821577,0.6757010326122409,0.10796538553214852,-0.342468741335583,False,False,False,"H2,OOS,DD"
WF-B,,,,,,,,,36.0,84.0,POOL/L0.917/s4/MA-RS/g1.00/W,1.4091148231619794,1.0194897579446454,0.17747042783142875,-0.2677004000369714,False,True,False,DD
WF-B,,,,,,,,,36.0,110.0,SONLY/L0.849/s1/MA-RS/g1.00/M,1.365069287798139,0.2609516550509673,0.03335934502151083,-0.5194303835455343,False,False,False,"H2,OOS,DD,CAGR"
WF-B,,,,,,,,,36.0,134.0,POOL/L0.892/s5/MA-RS/g1.00/M,1.4987054166837963,0.9563547771421299,0.1708807754803674,-0.3787309964325284,False,True,False,"H2,DD"
WF-B-global,,,,,,,,,12.0,48.0,SONLY/L0.849/s0/EWall/g0.50/W,1.8196823028428022,0.4161240179306995,0.04228773746429848,-0.24665507331036562,False,False,False,"H2,OOS,DD,CAGR"
