panel,book,dSh_DW,dSh_MW,dCAGR_MW,dDD_MW,dSh_QW,T_D,T_W
U56,N10,-0.116576439839431,0.19326434917021196,0.03807493711233656,-0.05676916249607067,0.0519987139290079,32.79268348457189,13.837496112109609
U56,N20,-0.11665106345652676,0.11118520196318138,0.020500838333544102,-0.011984927717957117,-0.07304549347029177,22.965892185586384,9.61710651225616
U56,N40,-0.055576350983288725,0.07034133510089768,0.011699030795100152,0.0019915474077386586,-0.15349030647931938,11.315348134631925,5.012611241344567
U56,B03R,-0.035143573960485286,-0.00871272957382474,0.0020855979101979116,-0.013948396838611599,-0.0566054687530384,5.969178542750257,4.3090855710426075
U56,B12R,0.008570039959994391,-0.012906761176970871,0.0003433403880717112,-0.016527588595949605,-0.031050091996369877,2.9647718261686147,1.9317537816528705
U56,V2DG,-0.011285512070209336,-0.028936702017704707,0.002595945635296193,-0.023267432600778792,-0.20804416580397178,2.463012377451937,1.7720033485912132
U56,EWALL,-0.0033468981567554845,0.008077255035846775,-7.415641833441455e-05,0.0024890410516631434,0.02539135238319634,1.773871957877274,0.827518033102416
B136,N10,-0.16949357016021005,0.18707998728171493,0.044391771272336955,-0.06394978729999468,0.12274451711604273,41.48651283044035,17.50133084290681
B136,N20,-0.1955303585529513,0.1429863754713514,0.03236174914958423,-0.060525451954659415,-0.037420800329211024,32.1102320673606,13.75382252166295
B136,N40,-0.10603835517710192,0.10282874430447198,0.021436173579880258,-0.04613703485055132,-0.06298810769457297,23.58189639845706,10.303833754508705
B136,B03R,-0.0091149579594898,0.018092162216674756,0.0056157519615624985,-0.039466449961991,0.04183273930967113,6.489904665606051,4.797396891555037
B136,B12R,-0.0003267971944382886,-0.028619399217411745,-0.0008327359104980392,-0.026709840345232494,-0.027473492186762094,3.1002741719881697,2.0616195744973047
B136,V2DG,-0.0013291487744713226,-0.013361117804884248,0.003662556206875056,-0.03446630447396393,-0.16100639234858405,2.7268022587048892,2.0082511093497994
B136,EWALL,-0.001079271234946999,0.0004989399015316032,-0.0012311005358667249,0.003739573446745359,0.014749261788078005,1.8401297077016145,0.8642877251645309
B80held,N10,-0.15811757429363393,0.14542433904478613,0.03279978185591026,-0.03181168021668945,0.007609251375457204,35.34957230558232,14.885114450738836
B80held,N20,-0.15621766526328418,0.08173914284445005,0.01881686550081474,-0.04829245305798713,-0.08767369110068446,28.213191271444302,11.665371302601326
B80held,N40,-0.07221725655690214,0.08822124635471118,0.014708283091982022,-0.00611411598937972,-0.03991463353722213,17.835058417287303,7.687275450945045
B80held,B03R,-0.039823149456380436,0.043956857821011885,0.009391826587182628,-0.035424057050043256,0.1511731072416478,7.41991732056641,5.465555192408748
B80held,B12R,-0.011519681069681598,-0.025199359031165658,0.0012782188578097653,-0.018159343363352787,-0.04110402090986898,3.3631489758133895,2.2984145388921693
B80held,V2DG,0.00523846204520817,0.002409272502201687,0.004463843772855913,-0.042908443858615364,-0.11668480855106322,2.8997525246416944,2.1689362116886537
B80held,EWALL,3.4422948472778714e-05,-0.004734506142427097,-0.002009002870299037,0.004320261687718707,0.0062646620570834255,1.871415011192791,0.8843979346373989
SMALL439,N10,-0.1284040817220154,0.0599598089581182,0.01478028510772611,-0.05025871482568278,-0.2573934767173902,53.11766475029821,24.048231136810397
SMALL439,N20,-0.18234373390762176,-0.015926584046323133,-0.0010924310586886143,-0.0847349923333035,-0.24100288413947227,43.90888086061935,20.17330938176634
SMALL439,N40,-0.17896007082610546,-0.008503505575312653,0.0007263672796191667,-0.12764643975016432,-0.12183739019445311,36.56219151383778,17.025441820246737
SMALL439,B03R,-0.06932341077182247,0.10173287281393717,0.017439302214986352,-0.007592476562525929,0.15737973599099986,11.081293096512223,7.727336749065333
SMALL439,B12R,-0.03342245793692489,0.04105278848362226,0.006946666133642143,8.397063340792599e-05,0.05842262206386728,6.013095629503358,4.017039137968953
SMALL439,V2DG,-0.0320425017462771,0.09235798706343579,0.008313933941273888,-0.02054812340176726,0.009334135393431087,4.006242893031819,2.7950938417978732
SMALL439,EWALL,0.021551117776936413,-0.019512843802935165,-0.004609180254288914,0.014132919189781101,0.0029269013124618715,3.677569246511966,1.7373790855607565
