panel,book,cadence,bps,CAGR_1d,CAGR_1w,MaxDD_1d,MaxDD_1w,Sharpe_1d,Sharpe_1w,pass4b_1d,pass4b_1w,dSharpe,dMaxDD,dCAGR,lost4b
B136,NOGATE,D,5,0.1426926930421415,0.1427240931636835,-0.2516466765555475,-0.2516466765555472,1.1269371292214883,1.1271562323083666,0.0,0.0,0.00021910308687833613,3.3306690738754696e-16,3.140012154201344e-05,0
B136,NOGATE,D,10,0.14164062023858492,0.1416723562622113,-0.25180302894597395,-0.25180302894597406,1.1195871586759985,1.119809880119854,0.0,0.0,0.0002227214438554892,-1.1102230246251565e-16,3.173602362638306e-05,0
B136,NOGATE,D,15,0.1405895115709912,0.140621582857416,-0.25195935046554185,-0.25195935046554174,1.1122371441161367,1.1124634683129049,0.0,0.0,0.0002263241967681573,1.1102230246251565e-16,3.2071286424795176e-05,0
B136,NOGATE,D,20,0.1395393661599298,0.13957177207074745,-0.2521156411199983,-0.2521156411199984,1.1048870863574194,1.1051169976986945,0.0,0.0,0.00022991134127514634,-1.1102230246251565e-16,3.240591081765665e-05,0
B136,NOGATE,D,25,0.13849018312676442,0.13852292302445224,-0.25227190091509133,-0.2522719009150912,1.097536986215378,1.0977704690884205,0.0,0.0,0.0002334828730423677,1.1102230246251565e-16,3.273989768781682e-05,0
B136,NOGATE,M,5,0.14055375002034376,0.1405636443889442,-0.2499570628990101,-0.24995706289901043,1.1240316096599785,1.1239895150799666,0.0,0.0,-4.20945800119199e-05,-3.3306690738754696e-16,9.894368600438241e-06,0
B136,NOGATE,M,10,0.1403118949199531,0.1403218003458453,-0.24997108761675668,-0.2499710876167568,1.1223215296797846,1.122279920238873,0.0,0.0,-4.160944091169405e-05,-1.1102230246251565e-16,9.905425892187125e-06,0
B136,NOGATE,M,15,0.14007008650672725,0.14008000297914225,-0.24998511233450338,-0.2499851123345035,1.1206111583479483,1.120570033064932,0.0,0.0,-4.112528301636331e-05,-1.1102230246251565e-16,9.916472414994715e-06,0
B136,NOGATE,M,20,0.1398283247725265,0.13983825228069868,-0.24999913705224996,-0.24999913705224974,1.1189004969502088,1.1188598548445863,0.0,0.0,-4.0642105622490377e-05,2.220446049250313e-16,9.927508172191679e-06,0
B136,NOGATE,M,25,0.13958660970921088,0.13959654824238155,-0.25001316176999644,-0.25001316176999633,1.1171895467729789,1.1171493868649571,0.0,0.0,-4.0159908021752955e-05,1.1102230246251565e-16,9.938533170661401e-06,0
B136,NOGATE,Q,5,0.14240436045822702,0.14187321194183644,-0.24460426034604654,-0.24460426034604665,1.1413276935562797,1.1376717859176826,0.0,0.0,-0.0036559076385971334,-1.1102230246251565e-16,-0.0005311485163905783,0
B136,NOGATE,Q,10,0.14225905718225906,0.1417280908592795,-0.24460426034604654,-0.24460426034604654,1.140296336901049,1.1366412040505913,0.0,0.0,-0.0036551328504577096,0.0,-0.0005309663229795536,0
B136,NOGATE,Q,15,0.14211376740554882,0.14158298325158425,-0.24460426034604654,-0.24460426034604676,1.1392646578879873,1.1356103013396535,0.0,0.0,-0.0036543565483337925,-2.220446049250313e-16,-0.0005307841539645697,0
B136,NOGATE,Q,20,0.1419684911272776,0.14143788911793487,-0.24460426034604676,-0.24460426034604632,1.1382326573913426,1.1345790786565746,0.0,0.0,-0.003653578734768015,4.440892098500626e-16,-0.0005306020093427399,0
B136,NOGATE,Q,25,0.14182322834662675,0.14129280845751357,-0.24460426034604643,-0.24460426034604665,1.1372003362861818,1.1335475368738728,0.0,0.0,-0.0036527994123090046,-2.220446049250313e-16,-0.0005304198891131762,0
B136,NOGATE,W,5,0.14206843667114155,0.14199896874468587,-0.25364304579770003,-0.25364304579770036,1.1254359698711727,1.1248988626934242,0.0,0.0,-0.0005371071777484637,-3.3306690738754696e-16,-6.946792645567967e-05,0
B136,NOGATE,W,10,0.14157411947237497,0.14150467563533842,-0.2537106610635025,-0.2537106610635025,1.1219549467170122,1.1214182174842144,0.0,0.0,-0.0005367292327977946,0.0,-6.944383703655355e-05,0
B136,NOGATE,W,15,0.14108001160460248,0.14101059185377296,-0.2537782716345245,-0.25377827163452393,1.1184738039923323,1.1179374514326423,0.0,0.0,-0.0005363525596899787,5.551115123125783e-16,-6.941975082952467e-05,0
B136,NOGATE,W,20,0.14058611298112011,0.14051671731328308,-0.2538458775109985,-0.2538458775109983,1.1149925439175379,1.1144565667560316,0.0,0.0,-0.0005359771615063291,2.220446049250313e-16,-6.939566783703555e-05,0
B136,NOGATE,W,25,0.1400924235152614,0.14002305192719766,-0.25391347869315684,-0.25391347869315684,1.1115111687130292,1.1109755656717106,0.0,0.0,-0.0005356030413186108,0.0,-6.93715880637491e-05,0
B136,band3-dg,D,5,0.08014764003126817,0.08370887844497599,-0.11168661735339325,-0.12138434352995586,1.1237713228551351,1.114548965402505,0.0,0.0,-0.009222357452630225,-0.009697726176562615,0.0035612384137078124,0
B136,band3-dg,D,10,0.07867411760156551,0.0822085518066955,-0.11203965689185791,-0.12159114500855772,1.1044610330263163,1.0959794474368818,0.0,0.0,-0.00848158558943446,-0.009551488116699813,0.0035344342051299993,0
B136,band3-dg,D,15,0.07720258964986182,0.0807102863395639,-0.11239257203491315,-0.12179790530147172,1.0851506189079019,1.0774086738539939,0.0,0.0,-0.007741945053908017,-0.009405333266558569,0.003507696689702078,0
B136,band3-dg,D,20,0.07573305349738857,0.0792140792334044,-0.11274536282129544,-0.12200462441577309,1.0658401632447,1.0588367159505017,0.0,0.0,-0.007003447294198439,-0.009259261594477652,0.0034810257360158303,0
B136,band3-dg,D,25,0.0742655064689497,0.07771992768184433,-0.11309802928972668,-0.12221130235853583,1.0465297487626983,1.040263645034468,0.0,0.0,-0.006266103728230332,-0.009113273068809158,0.0034544212128946317,0
B136,band3-dg,M,5,0.08472027764398238,0.08575293324937183,-0.15676521587474035,-0.21681660022379334,1.1014847918314523,1.0379485864428435,0.0,0.0,-0.06353620538860882,-0.060051384349052994,0.0010326556053894542,0
B136,band3-dg,M,10,0.08396574563238546,0.08500624670435619,-0.15687424307604425,-0.2168412455715809,1.0924290639959033,1.0296258038537622,0.0,0.0,-0.0628032601421411,-0.05996700249553666,0.0010405010719707342,0
B136,band3-dg,M,15,0.0832116845222981,0.08426001860517518,-0.1569832702773486,-0.2168658909193698,1.0833636989953153,1.021295497980024,0.0,0.0,-0.06206820101529131,-0.05988262064202121,0.0010483340828770782,0
B136,band3-dg,M,20,0.08245809405194704,0.08351424870122415,-0.15709229747865305,-0.21689053626715815,1.0742889177641843,1.0129578478858174,0.0,0.0,-0.061331069878366895,-0.0597982387885051,0.001056154649277108,0
B136,band3-dg,M,25,0.08170497395968757,0.08276893674202057,-0.15720132467995673,-0.21691518161494605,1.0652049419708634,1.0046130331106353,0.0,0.0,-0.06059190886022803,-0.05971385693498932,0.0010639627823330056,0
B136,band3-dg,Q,5,0.07891157993924636,0.08153669721475909,-0.2184250931844406,-0.21950985491866015,0.9501764346308804,0.9769277603417146,0.0,0.0,0.026751325710834162,-0.0010847617342195637,0.002625117275512734,0
B136,band3-dg,Q,10,0.07842589747637585,0.08105576792101776,-0.2184250931844406,-0.21950985491865993,0.9447837894522035,0.9716170378412926,0.0,0.0,0.02683324838908907,-0.0010847617342193416,0.002629870444641913,0
B136,band3-dg,Q,15,0.07794036831118412,0.08057498867528401,-0.2184250931844407,-0.21950985491866049,0.9393832131927524,0.9662983718718928,0.0,0.0,0.026915158679140405,-0.0010847617342197857,0.0026346203640998933,0
B136,band3-dg,Q,20,0.07745499241312315,0.0800943594477137,-0.2184250931844406,-0.21950985491866026,0.9339748451564942,0.9609718952974217,0.0,0.0,0.02699705014092746,-0.0010847617342196747,0.002639367034590556,0
