panel,book,cadence,standing,turnover_yr,names,gross,cstar_full,cstar_is,cstar_oos,revive_full,revive_is,revive_oos,cstar_h5.0,cstar_h2.5,cstar_h1.0,cstar_h0.5,cstar_h0.25,err_h5
U56,N20,W,True,9.61710651225616,19.10745663437711,0.7168121232219334,24.658659692434135,0.5440802088477927,42.898785268787606,False,False,False,24.658527036416533,24.65859978993914,24.65864170129537,24.658655381688604,24.65865853583006,-0.00013265601760181767
U56,N20,M,True,4.3245858497005285,19.107231358414058,0.7181122530499882,,38.78331479077383,,False,False,False,,,,,,0.0
U56,N20,Q,True,2.4221053966620243,18.70443793647218,0.7062616181650667,0.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
U56,F085,W,True,9.583392996727078,32.21829240820004,0.7487035491657907,16.242992448778473,6.191674049868235,24.332681391424643,False,False,False,16.245162495564365,16.243718197389263,16.243077898102843,16.243021456828814,16.242993239677503,0.0021700467858920547
U56,F085,M,True,4.1015687471921005,32.21513854471728,0.749545859130502,,35.99849480699798,,False,False,False,,,,,,0.0
U56,F085,Q,True,2.196306444798414,31.878801531876547,0.7521310577257372,0.0,13.440993993555328,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
U56,BAND12,W,True,1.9317537816528705,36.70421266050912,0.7502919407660114,,,,False,False,False,,,,,,0.0
U56,BAND12,M,True,1.4289087452192086,36.63122324847939,0.7513975928741374,0.0,,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
U56,BAND12,Q,True,1.074713333400595,36.26267177292183,0.7546210372176861,0.0,,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
U56,BRCASH,W,True,9.716729040132792,16.901103852218966,0.6422205927921052,23.317873302707532,2.2596257998715235,39.63603083987026,False,False,False,23.317176831226856,23.31770649665096,23.317846859211734,23.317866201284136,23.317871790772326,-0.0006964714806763084
U56,BRCASH,M,True,4.355223510929299,16.750394232935346,0.6396096402705745,,27.325307893210926,,False,False,False,,,,,,0.0
