universe,book,conv,bps,window,pick,drops_DBC,has_DBC,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,p4b,p4a,S4_OOS_Sharpe,S4_pick,ctrl_OOS_Sharpe,ctrl_OOS_CAGR,v2_OOS_Sharpe,v1_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR
u56,top20,natural,0,IS_full,noDBC@f=0.50,True,False,1.4519482654409581,0.09549118153476388,-0.09745791197730302,False,True,1.412687934377158,S4@f=0.50,1.2467429121940627,0.15459899352991857,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,natural,0,IS_post,noGLD@f=0.75,False,True,1.1905198058127284,0.05188426795265455,-0.0738274224353479,False,False,1.4350915203567574,S4@f=0.75,1.2467429121940627,0.15459899352991857,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,natural,10,IS_full,noDBC@f=0.50,True,False,1.3450961595068243,0.08798670643320361,-0.09816980264196373,False,False,1.308068871247853,S4@f=0.50,1.167991233806965,0.14360571273280298,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,natural,10,IS_post,noGLD@f=0.75,False,True,1.0571685150654817,0.045833579136291824,-0.0752237789356861,False,False,1.3106045208005137,S4@f=0.75,1.167991233806965,0.14360571273280298,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,natural,25,IS_full,noDBC@f=0.50,True,False,1.1842553247197052,0.07682398731551254,-0.0992369906889532,False,False,1.097074666886151,S4@f=0.25,1.0495601201126592,0.12730703643605445,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,natural,25,IS_post,noGLD@f=0.75,False,True,0.8564764596072957,0.036820938344250154,-0.07731495990394788,False,False,1.150619016596384,S4@f=0.50,1.0495601201126592,0.12730703643605445,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,g1.00,0,IS_full,noDBC@f=0.50,True,False,1.3324676138598373,0.13593766501795623,-0.1320301573898499,True,False,1.3509657635753787,S4@f=0.50,1.2467429121940627,0.15459899352991857,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,g1.00,0,IS_post,noGLD@f=0.75,False,True,1.1710676891706684,0.08887667801287003,-0.10765623076568576,False,False,1.3442923826463287,S4@f=0.75,1.2467429121940627,0.15459899352991857,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,g1.00,10,IS_full,noDBC@f=0.50,True,False,1.2150127994865232,0.12274055081360524,-0.1329311313521484,True,False,1.2360932450412454,S4@f=0.50,1.167991233806965,0.14360571273280298,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,g1.00,10,IS_post,noGLD@f=0.75,False,True,1.0260346748500488,0.07711111107346946,-0.11035950302863273,False,False,1.2360932450412454,S4@f=0.50,1.167991233806965,0.14360571273280298,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,g1.00,25,IS_full,noDBC@f=0.50,True,False,1.038210275784096,0.10322485874347698,-0.13428154900141676,False,False,1.0410369659352166,S4@f=0.25,1.0495601201126592,0.12730703643605445,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,top20,g1.00,25,IS_post,noGLD@f=0.75,False,True,0.8078810410946363,0.05969360053485251,-0.1144014624843841,False,False,1.0632460264679768,S4@f=0.50,1.0495601201126592,0.12730703643605445,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,natural,0,IS_full,noDBC@f=0.50,True,False,1.4449995290991318,0.07980728715174301,-0.08549594860777487,False,True,1.3911655840873107,S4@f=0.50,1.196159445521016,0.12276238162213393,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,natural,0,IS_post,noGLD@f=0.75,False,True,1.1141117974151376,0.04420050966847655,-0.06521945544362984,False,False,1.391641039771188,S4@f=0.75,1.196159445521016,0.12276238162213393,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,natural,10,IS_full,noDBC@f=0.50,True,False,1.3295415992772293,0.07309188502410824,-0.08706090751940287,False,False,1.279587333161305,S4@f=0.50,1.1132841948586054,0.11341323151490479,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,natural,10,IS_post,noGLD@f=0.75,False,True,0.976105818934459,0.03853680927024117,-0.0667004600813591,False,False,1.2630143052025367,S4@f=0.75,1.1132841948586054,0.11341323151490479,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,natural,25,IS_full,noDBC@f=0.50,True,False,1.1556821159128365,0.06309466126083696,-0.0894050930745276,False,False,1.0499611202296255,S4@f=0.25,0.9885868688153712,0.09952982594970528,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,natural,25,IS_post,noGLD@f=0.75,False,True,0.7685845583164826,0.030097054365544773,-0.06891827611181556,False,False,1.0693747552278028,S4@f=0.75,0.9885868688153712,0.09952982594970528,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,g1.00,0,IS_full,noDBC@f=0.50,True,False,1.349671259993036,0.11308004821859541,-0.11716350654858965,True,True,1.3605570260864865,S4@f=0.50,1.196159445521016,0.12276238162213393,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,g1.00,0,IS_post,noGLD@f=0.75,False,True,1.1624367321361644,0.07720857577603568,-0.09257664860676784,False,False,1.3463648183380745,S4@f=0.75,1.196159445521016,0.12276238162213393,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,g1.00,10,IS_full,noDBC@f=0.50,True,False,1.2325811336367118,0.10247459135724624,-0.11805472354413715,False,False,1.2465526060675245,S4@f=0.50,1.1132841948586054,0.11341323151490479,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,g1.00,10,IS_post,noGLD@f=0.75,False,True,1.0145559636542054,0.06682377203195355,-0.09522929799625046,False,False,1.2052000924718675,S4@f=0.75,1.1132841948586054,0.11341323151490479,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,g1.00,25,IS_full,noDBC@f=0.50,True,False,1.056315070517123,0.08675015015442211,-0.1193906002193067,False,False,1.0414491089020494,S4@f=0.25,0.9885868688153712,0.09952982594970528,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
u56,ewall,g1.00,25,IS_post,noGLD@f=0.75,False,True,0.7922559204145974,0.05142794252067917,-0.09919603613461636,False,False,1.0749951821020751,S4@f=0.50,0.9885868688153712,0.09952982594970528,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266
broad,top20,natural,0,IS_full,noDBC@f=0.50,True,False,1.1944649118700474,0.08963749641531504,-0.10694095276533877,False,True,1.1754476051096852,S4@f=0.50,0.9907714255507482,0.14094092140032188,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177
broad,top20,natural,0,IS_post,noGLD@f=0.75,False,True,1.0495130190102502,0.04922778946306017,-0.06899628526042678,False,False,1.2984625126299532,S4@f=0.75,0.9907714255507482,0.14094092140032188,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177
broad,top20,natural,10,IS_full,noDBC@f=0.50,True,False,1.0696771918491452,0.07960471807599201,-0.10758330816836126,False,True,1.052523243946113,S4@f=0.50,0.8919165372280256,0.12486792010130943,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177
broad,top20,natural,10,IS_post,noGLD@f=0.75,False,True,0.9008280881878715,0.041954225222878394,-0.07037700343825148,False,False,1.1568745074928093,S4@f=0.75,0.8919165372280256,0.12486792010130943,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177
broad,top20,natural,25,IS_full,noDBC@f=0.50,True,False,0.8820467788546325,0.06472462558357805,-0.10854628873936856,False,False,0.8676920304325639,S4@f=0.50,0.7433679864583754,0.10117263278720845,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177
broad,top20,natural,25,IS_post,noGLD@f=0.75,False,True,0.6772828129712374,0.031135911019736007,-0.07244481215576781,False,False,0.9438269725760738,S4@f=0.75,0.7433679864583754,0.10117263278720845,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177
broad,top20,g1.00,0,IS_full,noDBC@f=0.50,True,False,1.115240693903647,0.12778677213700318,-0.14538933195979564,True,False,1.1490147562079691,S4@f=0.50,0.9907714255507482,0.14094092140032188,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177
