panel,char,flavour,level,seed,n_from_B,n_from_S,cvol,breadth,tpers,mompers,momsgn,momac,reach_lo,reach_hi,feasible,bandwidth,n_pool
tpers~POOL~L0.952679~0,tpers,POOL,0.952679,0,6,30,0.46765963929915216,0.5315864766356789,0.9561573057695144,0.9598320628677892,0.9660664139051663,0.8066392301346141,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~1,tpers,POOL,0.952679,1,8,28,0.4969626455546215,0.5152404458467444,0.9568334523564374,0.9623347965772613,0.9671585826968244,0.8455264027259286,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~2,tpers,POOL,0.952679,2,4,32,0.5110435931824742,0.5265381938783772,0.9555969186981158,0.9606252297782883,0.9660169120395891,0.8223758824765741,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~3,tpers,POOL,0.952679,3,3,33,0.48743957577784136,0.5363845964945954,0.9567906330148901,0.9599975307574523,0.966790829023731,0.8160493771741478,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~4,tpers,POOL,0.952679,4,6,30,0.43212851416053244,0.5461142268612804,0.9560367798078144,0.9640235053897425,0.9696794207556221,0.8341618984692949,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~5,tpers,POOL,0.952679,5,9,27,0.4395192612908914,0.5443798088072692,0.9546941015841379,0.9597992247189855,0.9658165147510799,0.8230533586123886,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~0,tpers,POOL,0.960691,0,9,27,0.45376416552583454,0.5314532350685885,0.9620055187754377,0.9610066639515732,0.9674444953562177,0.8280760968702805,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~1,tpers,POOL,0.960691,1,8,28,0.4912664641627167,0.5309255136511221,0.9619377227578584,0.9609063542237626,0.9678047198365722,0.8286730658754409,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~2,tpers,POOL,0.960691,2,8,28,0.49749736092321367,0.5307947226666253,0.9633552822404527,0.9655996831280436,0.9710046481383849,0.8516619668235665,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~3,tpers,POOL,0.960691,3,8,28,0.5039320886655128,0.5434737686849358,0.9620648730440201,0.9649165224489106,0.9726166940400842,0.8397408819672224,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~4,tpers,POOL,0.960691,4,8,28,0.5174333082929791,0.5163658599640091,0.962624138769493,0.9641494618112377,0.9706293066560687,0.8513522739584051,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~5,tpers,POOL,0.960691,5,9,27,0.4607988779908763,0.5481463097864954,0.9629512885352488,0.9631088673606077,0.9711137012091127,0.8499595325657967,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
