panel,gross,arm,c_star,first_fail,fail_at_25,Sharpe10,CAGR10,MaxDD10
U56,0.75,NOGATE,,10,"H1,CAGR",1.0490288480160836,0.1040491811310249,-0.15874704847794507
U56,0.75,GATE B0.30 d0.50 D,,10,"H1,CAGR",1.0827665740127854,0.10150332208903357,-0.13500409184484197
U56,0.75,GATE B0.40 d0.50 D,,10,"H1,CAGR",1.0851074015386997,0.09786993355274043,-0.14394704662010516
U56,0.75,GATE B0.50 d0.50 D,,10,"H1,CAGR",1.0709343578585173,0.09367586738092681,-0.14017395461189974
U56,0.85,NOGATE,20.0,22,"H1,CAGR",1.0490930888026995,0.11793248564342851,-0.17894161893053895
U56,0.85,GATE B0.30 d0.50 D,16.0,18,"H1,CAGR",1.0829672852211651,0.11509657885863356,-0.15229024178794404
U56,0.85,GATE B0.40 d0.50 D,12.0,14,"H1,CAGR",1.085310208531195,0.1109787501066839,-0.16224491148464337
U56,0.85,GATE B0.50 d0.50 D,,10,"H1,CAGR",1.071213076571136,0.10621429414266625,-0.15795487912653128
U56,1.0,NOGATE,,10,"H1,DD",1.0491670917398797,0.13872886468108003,-0.2088028554473247
U56,1.0,GATE B0.30 d0.50 D,18.0,20,H1,1.0832500340613116,0.1354856305681238,-0.17790288751890393
U56,1.0,GATE B0.40 d0.50 D,20.0,22,H1,1.0855956156222764,0.13064422211061566,-0.18929808002885207
U56,1.0,GATE B0.50 d0.50 D,18.0,20,"H1,CAGR",1.0716122347531187,0.12502169034498878,-0.1842321146729191
B136,0.75,NOGATE,10.0,12,"H2,CAGR",1.0261183690583502,0.10716215168162102,-0.17687931105226473
B136,0.75,GATE B0.30 d0.50 D,,10,"H1,H2,CAGR",0.9968575720372665,0.0976569120084263,-0.15991499565655132
B136,0.75,GATE B0.40 d0.50 D,,10,"H2,CAGR",1.025306869129135,0.09704072229796967,-0.17128057764452376
B136,0.75,GATE B0.50 d0.50 D,,10,"H2,CAGR",1.0511354087461964,0.09615882172325652,-0.15401000226502504
B136,0.85,NOGATE,18.0,20,"H2,DD,CAGR",1.0261192135065866,0.1214289032552971,-0.19878309272607075
B136,0.85,GATE B0.30 d0.50 D,12.0,14,"H1,H2,CAGR",0.9970840579834188,0.11061308956094873,-0.1798585668207422
B136,0.85,GATE B0.40 d0.50 D,12.0,14,"H2,CAGR",1.0255521070861524,0.10996765721827417,-0.19235950812161295
B136,0.85,GATE B0.50 d0.50 D,12.0,14,"H2,CAGR",1.0514411591077633,0.10901277227750272,-0.17312626735162595
B136,1.0,NOGATE,,10,"H2,DD",1.0260978234221485,0.1427821467910242,-0.23091856505209418
B136,1.0,GATE B0.30 d0.50 D,,10,"H1,H2,DD",0.9974110742921618,0.12998858803091284,-0.2091735043664369
B136,1.0,GATE B0.40 d0.50 D,,10,"H2,DD",1.025906313597164,0.12932605224408866,-0.22322934035687636
B136,1.0,GATE B0.50 d0.50 D,12.0,14,DD,1.0518857321922723,0.12828494373854915,-0.20119311268290718
SMALL484,0.75,NOGATE,,10,"H1,H2,OOS,DD,CAGR",0.41565888375837007,0.04855767238794795,-0.3421164907743519
SMALL484,0.75,GATE B0.30 d0.50 D,,10,"H1,H2,OOS,DD,CAGR",0.3761052797349729,0.03661014712460475,-0.2550052496659817
SMALL484,0.75,GATE B0.40 d0.50 D,,10,"H1,H2,OOS,DD,CAGR",0.370983477772525,0.032523151491186564,-0.23268213764211343
SMALL484,0.75,GATE B0.50 d0.50 D,,10,"H1,H2,OOS,DD,CAGR",0.33068422611733317,0.024146337691198783,-0.2544737817219074
SMALL484,0.85,NOGATE,,10,"H1,H2,OOS,DD,CAGR",0.4154268180325643,0.05370194471235923,-0.3804370547728768
SMALL484,0.85,GATE B0.30 d0.50 D,,10,"H1,H2,OOS,DD,CAGR",0.3761218063479511,0.040604842407685915,-0.2850108285831723
SMALL484,0.85,GATE B0.40 d0.50 D,,10,"H1,H2,OOS,DD,CAGR",0.3708435559189851,0.03614953140907162,-0.26214486238681256
SMALL484,0.85,GATE B0.50 d0.50 D,,10,"H1,H2,OOS,DD,CAGR",0.330546752685574,0.026876546398747703,-0.2849163345556901
SMALL484,1.0,NOGATE,,10,"H1,H2,OOS,DD,CAGR",0.41510557871345927,0.06079536700748056,-0.4349325945976923
SMALL484,1.0,GATE B0.30 d0.50 D,,10,"H1,H2,OOS,DD,CAGR",0.3761723903914709,0.046190771356240834,-0.3283573590547997
SMALL484,1.0,GATE B0.40 d0.50 D,,10,"H1,H2,OOS,DD,CAGR",0.37065924056881455,0.04126622214743869,-0.30542224902110227
SMALL484,1.0,GATE B0.50 d0.50 D,,10,"H1,H2,OOS,DD,CAGR",0.33037278462714337,0.030752811972593053,-0.32902816951125335
