panel,book,sleeve,cost,credit,treat,f,g,CAGR,Sharpe,Vol,MaxDD,gross,cash,turnover,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,m_H1,m_H2,m_OOS,m_DD,m_CAGR,m_min,m_bind,pass4b,IS_m_min,IS_pass4b,OOS_m_min,OOS_pass,pass4a_v2,pass4a_v1
u56,EWall,S3,10.0,0.0,C0,0.0,0.4,0.07020009618645573,1.120604562084743,0.06228390321806317,-0.12506922854044644,0.40030882981997856,0.5996911701800215,0.47226439515545804,1.1316471882160417,0.07294432079489921,-0.1250692285404461,0.23243391294464544,0.23876999753780537,0.2558688080870709,0.07723418315994332,-0.03587960880338971,-0.03587960880338971,CAGR,False,-0.03783007220200618,False,-0.0342653036075537,False,False,True
u56,EWall,S3,10.0,150.0,C1,0.0,0.4,0.07986377129478028,1.2650496142576955,0.06227988596152525,-0.12433000040228503,0.4002813121405385,0.5997186878594616,0.47200721056118394,1.27213489744048,0.08263231572549357,-0.12433000040228459,0.3882493196319189,0.3739955628134596,0.3963565173115092,0.07797341129810473,-0.026215933695065155,-0.026215933695065155,CAGR,False,-0.028195809216852386,False,-0.024577308676959342,False,False,True
u56,EWall,S3,10.0,150.0,C2,0.0,0.4,0.07986377129478028,1.0242013890495347,0.06227988596152525,-0.12433000040228503,0.4002813121405385,0.5997186878594616,0.47200721056118394,1.0378842780059145,0.08263231572549357,-0.12433000040228459,0.2196308480982565,0.22789842036185193,0.24468437298754764,0.07797341129810473,-0.026215933695065155,-0.026215933695065155,CAGR,False,-0.028195809216852386,False,-0.024577308676959342,False,False,True
u56,EWall,S3,10.0,300.0,C1,0.0,0.4,0.08961522823800805,1.409526120771896,0.062275869263082484,-0.12359011043420953,0.40025379705166664,0.5997462029483334,0.47177680461742727,1.4126537926797404,0.09240830839082204,-0.12359011043421009,0.5440977920524955,0.50925113241813,0.5368754125507696,0.07871330126618023,-0.01646447675183739,-0.01646447675183739,CAGR,False,-0.018474025520605286,False,-0.014801316011630872,False,False,True
u56,EWall,S3,10.0,300.0,C2,0.0,0.4,0.08961522823800805,0.927798601670301,0.062275869263082484,-0.12359011043420953,0.40025379705166664,0.5997462029483334,0.47177680461742727,0.9441213347094057,0.09240830839082204,-0.12359011043421009,0.206828819263274,0.21702679198776864,0.23349990480164262,0.07871330126618023,-0.01646447675183739,-0.01646447675183739,CAGR,False,-0.018474025520605286,False,-0.014801316011630872,False,False,True
u56,EWall,S3,25.0,0.0,C0,0.0,0.4,0.06944223842229702,1.1091804812375543,0.06228673391438497,-0.12522912196154012,0.40030882981997856,0.5996911701800215,0.47226439515545804,1.1202319117132442,0.07216177263401558,-0.1252291219615399,0.22085339899806045,0.2274222403705125,0.2444535315842734,0.07707428973884964,-0.03663746656754842,-0.03663746656754842,CAGR,False,-0.038558148462968456,False,-0.03504785176843733,False,False,True
u56,EWall,S3,25.0,150.0,C1,0.0,0.4,0.07909951342352417,1.2536243506343945,0.06228272038293385,-0.12449021083816691,0.4002813121405385,0.5997186878594616,0.47200721056118394,1.260722208989694,0.08184314350635646,-0.12449021083816691,0.3766623748029855,0.36264996928497994,0.3849438288607231,0.07781320086222285,-0.026980191566321268,-0.026980191566321268,CAGR,False,-0.028930015433535017,False,-0.025366480896096444,False,False,True
u56,EWall,S3,25.0,150.0,C2,0.0,0.4,0.07909951342352417,1.0127870861768489,0.06228272038293385,-0.12449021083816691,0.4002813121405385,0.5997186878594616,0.47200721056118394,1.0264758157296077,0.08184314350635646,-0.12449021083816691,0.20806510923139587,0.21655697640570393,0.23327591071124076,0.07781320086222285,-0.026980191566321268,-0.026980191566321268,CAGR,False,-0.028930015433535017,False,-0.025366480896096444,False,False,True
u56,EWall,S3,25.0,300.0,C1,0.0,0.4,0.08884447233694148,1.398099006257335,0.062278707604730095,-0.12375064059384266,0.40025379705166664,0.5997462029483334,0.47177680461742727,1.4012430496711814,0.09161241299095568,-0.12375064059384266,0.5325037099782483,0.4979070675725862,0.5254646695422106,0.0785527711065471,-0.017235232652903956,-0.017235232652903956,CAGR,False,-0.019214458167540416,False,-0.015597211411497225,False,False,True
u56,EWall,S3,25.0,300.0,C2,0.0,0.4,0.08884447233694148,0.9163934418065807,0.062278707604730095,-0.12375064059384266,0.40025379705166664,0.5997462029483334,0.47177680461742727,0.932719086894582,0.09161241299095568,-0.12375064059384266,0.1952771621651218,0.2056910719936239,0.22209765698681894,0.0785527711065471,-0.017235232652903956,-0.017235232652903956,CAGR,False,-0.019214458167540416,False,-0.015597211411497225,False,False,True
u56,EWall,S3,10.0,0.0,C0,0.0,0.5,0.08790745623373453,1.1209602999099646,0.07788484076736146,-0.15455482012338106,0.5003172282366118,0.4996827717633882,0.5766347737486395,1.1316740368095621,0.09134898641191191,-0.15455482012338073,0.23319130458141968,0.23884556615507468,0.25589565668059133,0.0477485915770087,-0.018172248756110912,-0.018172248756110912,CAGR,False,-0.020963230500641528,False,-0.015860637990540993,False,False,False
