stat,r2_one,r2_two,r2_full,dr2,b_int,b_ov,b_flat,resid_sd,worst_t,worst_ladder,T1,T2,T3,T4,T5,two_numbers_enough
OV_HOLD,0.0011242952376773196,0.5460222753394324,0.5697998833416998,0.02377760800226747,-0.010117914972273764,0.07043946943193938,0.39725965381039663,0.04525414211030972,-1.250836171611202,L_R,False,True,True,False,False,False
OV_CAP,0.0891100164107147,0.5435451171711752,0.5694322198019057,0.025887102630730574,-0.014730864994093693,0.07433414710555147,0.33614400957000234,0.04537744018754213,-1.0630549051137184,L_R,False,True,True,False,False,False
