panel,N,cap,bind_share,mean_gross,mean_nsel,turnover,CAGR,Sharpe,MaxDD,Vol,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_Vol,pass4b,fail4b,pass4a,fail4a,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD
U56,20,1.00,0.09007164790174002,0.7017911975435005,18.714431934493348,2.7762065664322253,0.15311206034785885,1.1366505690398383,-0.1910439588397439,0.1331890312816001,1.2095098806710667,1.0853477563305185,0.1384038873672384,1.1157718696400196,-0.1395224795715566,0.16535246499525869,1.1559011849009455,-0.1910439588397438,0.14104410739124879,True,-,False,"A_H1,A_H2,A_DD",True,True,True,True,True,False,False,False
U56,20,1.25,0.07574206755373593,0.7059557318321392,18.714431934493348,2.843106962213412,0.15517283734382947,1.1396403561282284,-0.19127563591226437,0.13457080242481329,1.2087018770207187,1.0935650146132645,0.1386541751658834,1.1151898855922224,-0.13952247957155706,0.16893958382536067,1.1620866266302077,-0.19127563591226404,0.14320630772449797,True,-,False,"A_H1,A_H2,A_DD",True,True,True,True,True,False,False,False
U56,20,1.50,0.06755373592630501,0.7077981064483111,18.714431934493348,2.8737031652959266,0.1560532910769814,1.1429447882145882,-0.19127563591226437,0.13488528186988075,1.2070178976581882,1.1009159382357854,0.1388216197104879,1.1136998643981197,-0.13952247957155717,0.17042230856703666,1.1687759914997473,-0.19127563591226404,0.14350803965719192,True,-,False,"A_H1,A_H2,A_DD",True,True,True,True,True,False,False,False
U56,20,2.00,0.05834186284544524,0.709467758444217,18.714431934493348,2.888025071547143,0.15607838686038544,1.1418292182392809,-0.19127563591226426,0.13505628574408035,1.2039491127987356,1.1009159382357854,0.13887639744844393,1.1107901544852627,-0.13952247957155806,0.17042230856703666,1.1687759914997473,-0.19127563591226404,0.14350803965719192,True,-,False,"A_H1,A_H2,A_DD",True,True,True,True,True,False,False,False
U56,20,INF,0.05322415557830092,0.7100818833162743,18.714431934493348,2.8960911169131665,0.15618726699090724,1.1423044406701397,-0.19127563591226426,0.13508608377228867,1.2049096419872931,1.1009159382357854,0.1391140719342452,1.1118991984993762,-0.13952247957155728,0.17042230856703666,1.1687759914997473,-0.19127563591226404,0.14350803965719192,True,-,False,"A_H1,A_H2,A_DD",True,True,True,True,True,False,False,False
U56,25,1.00,0.09825997952917093,0.7000102354145343,23.333674513817808,2.6046235466862564,0.1462099674871904,1.1263502238574696,-0.20235944829091068,0.12853276357015245,1.2080933802366671,1.0720501608335593,0.12948578732809768,1.0991300402437705,-0.14867686216977627,0.16015174450807335,1.1511849894872086,-0.2023594482909108,0.1372797705212942,False,L_DD,False,"A_H1,A_H2,A_DD",True,True,True,False,True,False,False,False
U56,25,1.25,0.07881269191402251,0.7041325486182191,23.333674513817808,2.6665733915367924,0.1485107008214115,1.1301002789567762,-0.21158706611988398,0.1300561959232678,1.2083981398977146,1.0813755696147536,0.12980903675241828,1.0997227938154859,-0.14867686216977638,0.16412539851762942,1.1580090710408426,-0.2115870661198842,0.13971728890123866,False,L_DD,False,"A_H1,A_H2,A_DD",True,True,True,False,True,False,False,False
U56,25,1.50,0.06857727737973388,0.706028659160696,23.333674513817808,2.697336685051559,0.14909144484918735,1.132602927184299,-0.21158706611988387,0.13023602276287968,1.207831145711745,1.0861779957864177,0.13003682130123062,1.0994017538315402,-0.14867686216977682,0.16500524595615063,1.1624191329308646,-0.2115870661198842,0.1398539305635272,False,L_DD,False,"A_H1,A_H2,A_DD",True,True,True,False,True,False,False,False
U56,25,2.00,0.06448311156601842,0.7082702149437052,23.333674513817808,2.7143057263087886,0.14918935126239075,1.1315453370860618,-0.21158706611988376,0.13045872894899924,1.2045004288272871,1.0861779957864177,0.13025017068553457,1.0964580892627083,-0.14867686216977638,0.16500524595615063,1.1624191329308646,-0.2115870661198842,0.1398539305635272,False,L_DD,False,"A_H1,A_H2,A_DD",True,True,True,False,True,False,False,False
U56,25,INF,0.05322415557830092,0.7100818833162743,23.333674513817808,2.7332849428978627,0.1493093737695912,1.1311643518123795,-0.21158706611988398,0.1306127773602942,1.2030110621069383,1.0861779957864177,0.13051174374446495,1.095297332581041,-0.14867686216977583,0.16500524595615063,1.1624191329308646,-0.2115870661198842,0.1398539305635272,False,L_DD,False,"A_H1,A_H2,A_DD",True,True,True,False,True,False,False,False
U56,30,1.00,0.11668372569089049,0.6959825997952918,27.83930399181167,2.4828806101748326,0.13736236741693464,1.1046690220517892,-0.21564814995811188,0.12346033917224314,1.1619300008168407,1.0707381636089395,0.11977931194383973,1.0643049329770622,-0.15324854852577152,0.15203190776192477,1.1387274622898693,-0.2156481499581121,0.1319881663390538,False,L_DD,False,"A_H1,A_H2,A_DD",True,True,True,False,True,False,False,False
