panel,book,cost,arm,group,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross
u56,V1u,25.0,band3-rw,C,0.014249092014985587,0.04219337560867964,0.4378039357886696,-0.1410745957419568,0.7498925109129211
u56,V1u,25.0,abs12-dg,C,0.014185958784998398,0.03697009543115359,0.4021914824024414,-0.16288657057651956,0.7109711839242498
u56,V1u,25.0,abs12-rw,C,0.015286322859140888,0.03873330018332122,0.40756707615176524,-0.1685027658588728,0.7498962551217799
u56,V1u,25.0,vol60-dg,C,0.019190398794172614,0.032674555494910607,0.3592038657013107,-0.19948029385500987,0.749893462556593
u56,V1u,25.0,vol60-rw,C,0.019190398794172614,0.032674555494910607,0.3592038657013107,-0.19948029385500987,0.749893462556593
u56,V1u,25.0,v1gate-dg,C,0.01727628382679991,0.03278946239010616,0.3620266797770612,-0.17839510985144758,0.7256651420904467
u56,V1u,25.0,v1gate-rw,C,0.015154355024209254,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.7495210220604044
u56,V1u,25.0,stop15,C,0.019190398794172614,0.032396298546274016,0.35670865981619776,-0.2044516206725564,0.749644386202702
u56,V1u,25.0,stop25,C,0.019190398794172614,0.032674555494910607,0.3592038657013107,-0.19948029385500987,0.749893462556593
u56,V1u,25.0,ddctl-8/.5/recover,C,0.002782259761754613,0.016122866247417766,0.2698400657867271,-0.14302986556468966,0.46144019309152084
u56,V1u,25.0,ddctl-8/.5/high,C,0.008359853959474917,0.0226140915140407,0.374947923132401,-0.14302986556468977,0.47747866815248624
u56,V1u,25.0,ebud-0.10,C,0.014399425774723307,0.009515797736436848,0.21069454724710715,-0.11081637294244429,0.38566531284021005
u56,V1u,25.0,ebud-0.20,C,0.014555644298717585,0.021640255451955914,0.29292163637226126,-0.17220622889358939,0.6241448592930372
u56,TOP20,10.0,control,A,0.14116573592969606,0.16638958865609776,1.1676752607259366,-0.22210408719864583,0.747068832234263
u56,TOP20,10.0,g200-dg,C,0.12292734080837953,0.15682566417148802,1.1718923326214017,-0.1951371566506186,0.7127776485450162
u56,TOP20,10.0,g200-rw,C,0.12503304964307316,0.1574376712965142,1.1707203858269182,-0.19388801037374837,0.7225556880440261
u56,TOP20,10.0,band3-dg,C,0.12420574113568761,0.15998008930537622,1.188571734487914,-0.19756115427005028,0.7106989766078581
u56,TOP20,10.0,band3-rw,C,0.1255559051605668,0.15990079308944227,1.1829307821778465,-0.19913660436475633,0.7218158624101306
u56,TOP20,10.0,abs12-dg,C,0.11568944346774934,0.15284221079629234,1.1273910812156795,-0.22180884714293514,0.6901259529247837
u56,TOP20,10.0,abs12-rw,A,0.12124972496810194,0.1576800502566118,1.1313808293613472,-0.22715494961759242,0.7181291948368301
u56,TOP20,10.0,vol60-dg,A,0.11552952995072951,0.13750314822548826,1.130064798993943,-0.16762095766046448,0.7123976013142389
u56,TOP20,10.0,vol60-rw,A,0.12307064845208493,0.14890747436762997,1.1620318082900687,-0.1854560764142037,0.7451090452879316
u56,TOP20,10.0,v1gate-dg,C,0.10104887366406157,0.13242386623812719,1.1329803375884948,-0.16509726955030357,0.681186210461689
u56,TOP20,10.0,v1gate-rw,C,0.1063259561145935,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.7168121232219334
u56,TOP20,10.0,stop15,A,0.13622598539645248,0.15123930138260322,1.1163942109053164,-0.23073316677557076,0.7400132869499824
u56,TOP20,10.0,stop25,A,0.1405076163785528,0.16282750967035442,1.1562772031769837,-0.23789654921593506,0.7459546990070948
u56,TOP20,10.0,ddctl-8/.5/recover,C,0.10700348609909027,0.11916531684602782,1.0513995671478398,-0.16561879723114092,0.6133667543128859
u56,TOP20,10.0,ddctl-8/.5/high,C,0.08967563828591629,0.10637923563632734,1.034263999014925,-0.1656187972311407,0.5554756329703253
u56,TOP20,10.0,ebud-0.10,A,0.13316819825650206,0.1663931243916399,1.198851730596946,-0.20486389899023194,0.7237913471799842
u56,TOP20,10.0,ebud-0.20,A,0.14088613587361198,0.16612128351673006,1.1667186017352318,-0.22258129052697195,0.7461248158441192
u56,TOP20,25.0,control,C,0.12556867581148823,0.15087237124064035,1.0721876011978528,-0.22340270136729112,0.747068832234263
u56,TOP20,25.0,g200-dg,C,0.10753307774084342,0.14170746536497103,1.072083723393323,-0.19651623255159834,0.7127776485450162
u56,TOP20,25.0,g200-rw,C,0.10933009428839369,0.14191553309978033,1.0687093843194688,-0.19551279512211506,0.7225556880440261
u56,TOP20,25.0,band3-dg,C,0.10940255983680691,0.14538822501569348,1.092858601852864,-0.19911267074189132,0.7106989766078581
u56,TOP20,25.0,band3-rw,C,0.1108992267631248,0.14532023100920988,1.0876810317188796,-0.20079178979270085,0.7218158624101306
u56,TOP20,25.0,abs12-dg,C,0.10156732345242903,0.1381961613678302,1.0321884272406028,-0.22315183321448362,0.6901259529247837
u56,TOP20,25.0,abs12-rw,C,0.10673552666234265,0.1426555505717495,1.036686280235414,-0.22845040294423868,0.7181291948368301
u56,TOP20,25.0,vol60-dg,C,0.09978305006339205,0.12179404294474283,1.014622493799559,-0.16872215250735878,0.7123976013142389
u56,TOP20,25.0,vol60-rw,C,0.10707203847470925,0.1326660492994558,1.0491194701229567,-0.18641601402042973,0.7451090452879316
u56,TOP20,25.0,v1gate-dg,C,0.08550803370212057,0.11716980176817193,1.015826520929923,-0.16601828661342188,0.681186210461689
u56,TOP20,25.0,v1gate-rw,C,0.09035285709123864,0.12730703643605445,1.0495601201126592,-0.18440712200737241,0.7168121232219334
u56,TOP20,25.0,stop15,C,0.11887337365051653,0.13298682542937956,0.9972682567482275,-0.23372757362600738,0.7400132869499824
u56,TOP20,25.0,stop25,C,0.12471742210954173,0.14672654999029677,1.0558176423990862,-0.23998065432939886,0.7459546990070948
u56,TOP20,25.0,ddctl-8/.5/recover,C,0.0931205306779459,0.10248478192926624,0.9253098353893306,-0.16679038072120722,0.6036581683695333
u56,TOP20,25.0,ddctl-8/.5/high,C,0.07483038564878286,0.1045958624745209,1.0170186567049868,-0.1275724572969723,0.5512487831510359
u56,TOP20,25.0,ebud-0.10,C,0.11892820553156014,0.15220513003898573,1.1090853097293023,-0.20578005555835388,0.7237913471799842
u56,TOP20,25.0,ebud-0.20,C,0.12525506692272015,0.15062739047559837,1.0712837980726733,-0.2238186437946904,0.7461248158441192
u56,EWall,10.0,control,A,0.12609224011202858,0.1381731378987332,1.1357379992068701,-0.2252589051154077,0.7502297498779416
u56,EWall,10.0,g200-dg,B,0.07117759167810656,0.09105842375708106,1.2628581235218095,-0.12011675258999555,0.5323201557601879
u56,EWall,10.0,g200-rw,A,0.10494949947716337,0.124295319280882,1.1117793930546764,-0.18647417592895044,0.7502393824020653
u56,EWall,10.0,band3-dg,B,0.07609422682833555,0.09534722887472857,1.285072363206482,-0.12054942313126815,0.532752804375372
u56,EWall,10.0,band3-rw,A,0.10859036475351158,0.13410612540663402,1.2025269424250273,-0.17714790237343914,0.7502480559891367
u56,EWall,10.0,abs12-dg,C,0.0782161480390442,0.09395205869126277,1.1301177607725499,-0.14824441053505044,0.5508016705431703
u56,EWall,10.0,abs12-rw,A,0.1154362267178266,0.12045286302342895,1.031338857338196,-0.19885932203290213,0.7502568466489631
u56,EWall,10.0,vol60-dg,A,0.10896293341195906,0.12160514836284286,1.1858230418129767,-0.16883950895070898,0.7198239214786466
u56,EWall,10.0,vol60-rw,A,0.11394169856155933,0.12881494606197363,1.1794861189314223,-0.18383757579926951,0.7502136947060454
u56,EWall,10.0,v1gate-dg,C,0.06152074806364327,0.08308278066691521,1.2517314653291065,-0.10885885983995414,0.519140508290779
u56,EWall,10.0,v1gate-rw,C,0.09295248819931046,0.11329149227062874,1.111874408264675,-0.1587470484779454,0.750208588560075
u56,EWall,10.0,stop15,A,0.11649263110739438,0.12584993068397887,1.1178319325408872,-0.22570011830969539,0.7396461296811957
u56,EWall,10.0,stop25,A,0.12330568730268876,0.1332149504333937,1.1318686586712605,-0.23805344794581673,0.7467298611002618
u56,EWall,10.0,ddctl-8/.5/recover,C,0.07696032995472257,0.10922670682495639,1.176401234061884,-0.15591421600631328,0.6268421843235918
u56,EWall,10.0,ddctl-8/.5/high,C,0.07247158495180828,0.09055420720716567,1.0484479973944443,-0.1559142160063134,0.5673872439871648
u56,EWall,10.0,ebud-0.10,A,0.12609224011202858,0.1381731378987332,1.1357379992068701,-0.2252589051154077,0.7502297498779416
u56,EWall,10.0,ebud-0.20,A,0.12609224011202858,0.1381731378987332,1.1357379992068701,-0.2252589051154077,0.7502297498779416
u56,EWall,25.0,control,A,0.12475159865067531,0.13671134762230652,1.1250416500196643,-0.22547617750089244,0.7502297498779416
u56,EWall,25.0,g200-dg,C,0.06620293718889725,0.08589709240623744,1.196046729815989,-0.12079145061483687,0.5323201557601879
u56,EWall,25.0,g200-rw,C,0.09250596399028632,0.11142335315888863,1.0071789681137022,-0.18898692082638602,0.7502393824020653
u56,EWall,25.0,band3-dg,B,0.07326122788597633,0.0924133776660172,1.2482435320727505,-0.12092631068492765,0.532752804375372
u56,EWall,25.0,band3-rw,B,0.10142304793001622,0.12679061450189266,1.1426969456337832,-0.1789056935800939,0.7502480559891367
u56,EWall,25.0,abs12-dg,C,0.0746295495972733,0.08994440513063529,1.0855802355757702,-0.1487627094156898,0.5508016705431703
u56,EWall,25.0,abs12-rw,A,0.10687524499652734,0.11133338678938265,0.9610300281977513,-0.20460893094821742,0.7502568466489631
u56,EWall,25.0,vol60-dg,A,0.10681039812203585,0.11914145374464757,1.1640489707441497,-0.16898088701934966,0.7198239214786466
u56,EWall,25.0,vol60-rw,A,0.11121605126652812,0.1253576644124128,1.1506532755086258,-0.18534814078300454,0.7502136947060454
u56,EWall,25.0,v1gate-dg,C,0.056319280177012265,0.07772182177855003,1.1759731141087129,-0.10954609064330245,0.519140508290779
u56,EWall,25.0,v1gate-rw,C,0.07988403302215885,0.09940302871023943,0.9871576088117031,-0.16113530298864687,0.750208588560075
u56,EWall,25.0,stop15,A,0.11130348100367549,0.12011216900033239,1.071693259417757,-0.22826901745789308,0.7396461296811957
u56,EWall,25.0,stop25,A,0.12067175472406544,0.13028014168642876,1.1093030280135001,-0.23965500163796383,0.7467298611002618
u56,EWall,25.0,ddctl-8/.5/recover,C,0.07302456216267927,0.10130855363121682,1.1046925500340554,-0.1564772651264461,0.6253236121622078
u56,EWall,25.0,ddctl-8/.5/high,C,0.07117775071006083,0.08760193332037991,1.0207261313921838,-0.15647726512644622,0.5653610780314999
u56,EWall,25.0,ebud-0.10,A,0.12475159865067531,0.13671134762230652,1.1250416500196643,-0.22547617750089244,0.7502297498779416
u56,EWall,25.0,ebud-0.20,A,0.12475159865067531,0.13671134762230652,1.1250416500196643,-0.22547617750089244,0.7502297498779416
broad,V1u,10.0,control,C,0.06681412787766172,0.05825091721868203,0.5726795060813383,-0.23464470864180642,0.7501646485284116
broad,V1u,10.0,g200-dg,C,0.0656830312327783,0.05537874159159828,0.5487657108596882,-0.2376247613780621,0.739049359355873
broad,V1u,10.0,g200-rw,C,0.06925295472432902,0.061128162640717854,0.5902319040623647,-0.2119126361153264,0.7501666104722742
broad,V1u,10.0,band3-dg,C,0.06453631835340778,0.05685764751573541,0.5609563232857651,-0.23494951685256982,0.742160770464586
broad,V1u,10.0,band3-rw,C,0.06207343484677996,0.05963111401978671,0.5792782507628079,-0.22555632523324798,0.7501626567904748
broad,V1u,10.0,abs12-dg,C,0.06555790865623079,0.05717988381582573,0.5641585163382619,-0.23369871841407452,0.7295581562315316
broad,V1u,10.0,abs12-rw,C,0.06864141172093752,0.058940849916209404,0.5722760957658835,-0.23392361933593875,0.7501651526298029
broad,V1u,10.0,vol60-dg,C,0.06681412787766172,0.05825091721868203,0.5726795060813383,-0.23464470864180642,0.7501646485284116
broad,V1u,10.0,vol60-rw,C,0.06681412787766172,0.05825091721868203,0.5726795060813383,-0.23464470864180642,0.7501646485284116
broad,V1u,10.0,v1gate-dg,C,0.0656830312327783,0.05537874159159828,0.5487657108596882,-0.2376247613780621,0.739049359355873
broad,V1u,10.0,v1gate-rw,C,0.06925295472432902,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.7498259228284826
broad,V1u,10.0,stop15,C,0.0669306400743741,0.05766989373692133,0.567833761969335,-0.23933861988217486,0.7499149747579528
broad,V1u,10.0,stop25,C,0.06681412787766172,0.05825091721868203,0.5726795060813383,-0.23464470864180642,0.7501646485284116
broad,V1u,10.0,ddctl-8/.5/recover,C,0.042433247058139,0.024473664033767717,0.33678076575358773,-0.16246486349382794,0.5336020807499914
broad,V1u,10.0,ddctl-8/.5/high,C,0.04668777079602027,0.02627529748347124,0.39633042095733095,-0.16246486349382727,0.49195608117181266
broad,V1u,10.0,ebud-0.10,C,0.02897606606047387,0.014908381281825811,0.367498432341356,-0.09145361480942782,0.3056437936406316
broad,V1u,10.0,ebud-0.20,C,0.0501676299976368,0.028643756322064506,0.39907214268929586,-0.17941747934872254,0.5397746716991229
broad,V1u,25.0,control,C,0.023766899636026295,0.01003251284669271,0.14599987578246443,-0.28896691802049135,0.7501646485284116
broad,V1u,25.0,g200-dg,C,0.023038374024798136,0.007630137491369204,0.12433979144152672,-0.2891482033826013,0.739049359355873
broad,V1u,25.0,g200-rw,C,0.026097238252945187,0.01272947393026791,0.16941174931586253,-0.26721084947028584,0.7501666104722742
broad,V1u,25.0,band3-dg,C,0.021586152975090256,0.009084204672393348,0.137466245150347,-0.28691051199578943,0.742160770464586
broad,V1u,25.0,band3-rw,C,0.018985970690209797,0.011394597282205376,0.15774974470112493,-0.27943494401853197,0.7501626567904748
broad,V1u,25.0,abs12-dg,C,0.02333467639112352,0.00963135299124862,0.14243939175234463,-0.2862884266728668,0.7295581562315316
broad,V1u,25.0,abs12-rw,C,0.024396243962323316,0.010266651962170803,0.1476055013700603,-0.2843207492691445,0.7501651526298029
broad,V1u,25.0,vol60-dg,C,0.023766899636026295,0.01003251284669271,0.14599987578246443,-0.28896691802049135,0.7501646485284116
broad,V1u,25.0,vol60-rw,C,0.023766899636026295,0.01003251284669271,0.14599987578246443,-0.28896691802049135,0.7501646485284116
broad,V1u,25.0,v1gate-dg,C,0.023038374024798136,0.007630137491369204,0.12433979144152672,-0.2891482033826013,0.739049359355873
broad,V1u,25.0,v1gate-rw,C,0.026097238252945187,0.011143568780353386,0.15539928865606328,-0.26721084947028584,0.7498259228284826
broad,V1u,25.0,stop15,C,0.023878610051527138,0.009478178726799014,0.1410104060788664,-0.29332381355710624,0.7499149747579528
broad,V1u,25.0,stop25,C,0.023766899636026295,0.01003251284669271,0.14599987578246443,-0.28896691802049135,0.7501646485284116
broad,V1u,25.0,ddctl-8/.5/recover,C,0.01609822360626456,-0.003123335530989535,-0.021108239336355885,-0.185778896285704,0.45597225367012656
broad,V1u,25.0,ddctl-8/.5/high,C,0.010646330515786229,0.004714755686129335,0.11120021385780325,-0.1965699622128101,0.44558059874801687
broad,V1u,25.0,ebud-0.10,C,0.013508036177687144,-0.000919943279876767,5.113546624357708e-05,-0.11335965255625091,0.3056437936406316
broad,V1u,25.0,ebud-0.20,C,0.020635178070030014,-0.002325493250936339,0.00997207085312756,-0.21789971346741055,0.5397746716991229
broad,TOP20,10.0,control,A,0.14473789886094868,0.14862653950160798,0.9301240819488711,-0.2596966291762923,0.7476359151109826
broad,TOP20,10.0,g200-dg,A,0.1476470825791607,0.14279203951730723,0.9217135320015324,-0.23309317722911127,0.7378677284248186
broad,TOP20,10.0,g200-rw,A,0.15102126500710833,0.14302056202458124,0.9159129654787671,-0.24003217139106858,0.7424202444311278
broad,TOP20,10.0,band3-dg,A,0.14641226414891917,0.14262669058426503,0.9227637111605234,-0.21673092559404095,0.7383000424276233
broad,TOP20,10.0,band3-rw,A,0.1503288404138159,0.14375931821500898,0.9225017689681876,-0.22151787929685207,0.742931890452351
broad,TOP20,10.0,abs12-dg,A,0.13866006003318132,0.14653682339747198,0.9253452319696148,-0.25736903526620947,0.7256154323673171
broad,TOP20,10.0,abs12-rw,A,0.14048074244384612,0.14715220499480397,0.9253474818331313,-0.25866209010910846,0.7380601198909897
broad,TOP20,10.0,vol60-dg,A,0.12269597339798644,0.11840670877056025,0.8841683696510456,-0.18368815309870967,0.707778700147059
broad,TOP20,10.0,vol60-rw,C,0.13348583043614948,0.12367974687221639,0.8751941769122854,-0.20695397413814864,0.7458183258265125
broad,TOP20,10.0,v1gate-dg,A,0.1261735679505549,0.1149868845611497,0.8675885814703438,-0.1836881530987099,0.6999316539341501
broad,TOP20,10.0,v1gate-rw,C,0.13816916732862872,0.12486792010130943,0.8919165372280256,-0.2005204833110832,0.739046801857727
broad,TOP20,10.0,stop15,C,0.13675684105834063,0.12829360924457256,0.8489738634324744,-0.28823081511715354,0.7406553528067298
broad,TOP20,10.0,stop25,A,0.14346582052374623,0.14254335697469211,0.9076216854315236,-0.28225155919151756,0.7465081537559595
broad,TOP20,10.0,ddctl-8/.5/recover,C,0.0915467479062897,0.10299655409178743,0.8250090168840654,-0.18684216781520335,0.5660512487636171
broad,TOP20,10.0,ddctl-8/.5/high,C,0.07205476473395778,0.09936930915056896,0.8335211526309473,-0.14107707074806086,0.5145380064489609
broad,TOP20,10.0,ebud-0.10,A,0.1418686539296914,0.12228211061770566,0.8535342288080167,-0.2288828170330488,0.6583658837560555
broad,TOP20,10.0,ebud-0.20,A,0.14557833981810697,0.14567465821430936,0.9177385846133769,-0.25842351628669413,0.7431251594836707
broad,TOP20,25.0,control,C,0.12285674805135116,0.1257100029253504,0.8066189970303554,-0.26149610286554237,0.7476359151109826
broad,TOP20,25.0,g200-dg,C,0.12612501435073264,0.12011696216268697,0.795080634153901,-0.2344093171709819,0.7378677284248186
broad,TOP20,25.0,g200-rw,C,0.12933268290778255,0.12006954898016953,0.7888497116196522,-0.2415272961150421,0.7424202444311278
broad,TOP20,25.0,band3-dg,C,0.12516880652849038,0.11995324720497536,0.7958005142331573,-0.21811039414153588,0.7383000424276233
broad,TOP20,25.0,band3-rw,C,0.12885649179517333,0.12090628371713619,0.7956292790863253,-0.22322379937138426,0.742931890452351
broad,TOP20,25.0,abs12-dg,C,0.11843495639594814,0.12393164569521842,0.8023076329338257,-0.25920572616026827,0.7256154323673171
broad,TOP20,25.0,abs12-rw,C,0.11970336869659293,0.12446292930110525,0.802453631495506,-0.2606221676330879,0.7380601198909897
broad,TOP20,25.0,vol60-dg,C,0.10088826564088582,0.09582215102226921,0.735343154312998,-0.1846466565582935,0.707778700147059
broad,TOP20,25.0,vol60-rw,C,0.11078260767188297,0.09991164710004541,0.7277678145466473,-0.2095579045703102,0.7458183258265125
broad,TOP20,25.0,v1gate-dg,C,0.1047468588999858,0.0925574815349488,0.7181522472737778,-0.18481752152572117,0.6999316539341501
broad,TOP20,25.0,v1gate-rw,C,0.115756004422368,0.10117263278720845,0.7433679864583754,-0.20155317029654174,0.739046801857727
broad,TOP20,25.0,stop15,C,0.11351072892919567,0.10314314955032144,0.7050667988649477,-0.29170207521639013,0.7406553528067298
broad,TOP20,25.0,stop25,C,0.12150482151384612,0.1192161596053889,0.7795014719192509,-0.2849007754344234,0.7465081537559595
broad,TOP20,25.0,ddctl-8/.5/recover,C,0.06268299981873149,0.08507541264992868,0.7098858343615876,-0.20173813025209775,0.5507317174979007
broad,TOP20,25.0,ddctl-8/.5/high,C,0.050751383724080945,0.07728036393816429,0.6835977091088267,-0.15721712539107047,0.49447621957151816
broad,TOP20,25.0,ebud-0.10,A,0.12498048924583038,0.10539299399804758,0.7510865702437203,-0.23016855578352646,0.6583658837560555
broad,TOP20,25.0,ebud-0.20,C,0.1239121271346948,0.12313828848823571,0.7954297154360981,-0.26016807267891284,0.7431251594836707
broad,EWall,10.0,control,C,0.144292388435302,0.13933574083806333,1.1022031339130582,-0.2537106610635026,0.7502196524570407
broad,EWall,10.0,g200-dg,B,0.07668998872872757,0.07870963426528443,1.1257193251059632,-0.12616421510282372,0.5319865867800337
broad,EWall,10.0,g200-rw,A,0.11253632602741792,0.11955179067759203,1.064516105449877,-0.2012239672094971,0.7502134804398218
broad,EWall,10.0,band3-dg,B,0.0808727653598118,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.5321081075221801
broad,EWall,10.0,band3-rw,A,0.11394956815709834,0.12014792469678315,1.0759636446032401,-0.18528570357900875,0.750212727056559
broad,EWall,10.0,abs12-dg,C,0.0819169072479673,0.08779622970696233,1.0668194048095203,-0.16301350516616664,0.5550410646476648
broad,EWall,10.0,abs12-rw,A,0.11305145072906475,0.1262813511488694,1.0556536906516467,-0.22633974776376686,0.7502254527455138
broad,EWall,10.0,vol60-dg,A,0.12782920542187481,0.12011126700793429,1.1224553129457142,-0.18696236312424186,0.7233161870936443
broad,EWall,10.0,vol60-rw,C,0.13402112951991785,0.12483914938406637,1.1008541645691114,-0.20779147076326998,0.7502036376726019
broad,EWall,10.0,v1gate-dg,B,0.07227558707898418,0.07201174662930132,1.0847871440857202,-0.12073666291292984,0.5220200919305067
broad,EWall,10.0,v1gate-rw,A,0.1087705617421808,0.10583657394304091,1.0185476662771331,-0.17687931105226462,0.7501900409387471
broad,EWall,10.0,stop15,C,0.13359589304834474,0.12378462368278043,1.0692355280523613,-0.26225038048673266,0.739157112756288
broad,EWall,10.0,stop25,C,0.14034921206286888,0.13287927830521795,1.0951469664818427,-0.26584745557548783,0.746662936271065
broad,EWall,10.0,ddctl-8/.5/recover,B,0.10255370992562085,0.1038238539615135,1.0988490679269773,-0.17331882236394502,0.6549644648277199
broad,EWall,10.0,ddctl-8/.5/high,C,0.08053029552135627,0.09196738923373604,1.0364083599005207,-0.17331882236394436,0.5810654016863314
broad,EWall,10.0,ebud-0.10,C,0.144292388435302,0.13933574083806333,1.1022031339130582,-0.2537106610635026,0.7502196524570407
broad,EWall,10.0,ebud-0.20,C,0.144292388435302,0.13933574083806333,1.1022031339130582,-0.2537106610635026,0.7502196524570407
broad,EWall,25.0,control,C,0.14288997500759248,0.13778891144087635,1.0913501695849346,-0.25391347869315706,0.7502196524570407
broad,EWall,25.0,g200-dg,C,0.07155258279706067,0.07317063071946417,1.051525708836833,-0.1269257259707245,0.5319865867800337
broad,EWall,25.0,g200-rw,C,0.09977004460865935,0.10624129842882057,0.9570430450148669,-0.20423449713176212,0.7502134804398218
broad,EWall,25.0,band3-dg,B,0.07779649910370745,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.5321081075221801
broad,EWall,25.0,band3-rw,C,0.10606576231562403,0.11199630421691165,1.0096448187449245,-0.18745349090203722,0.750212727056559
broad,EWall,25.0,abs12-dg,C,0.07810665100397163,0.08354151053899628,1.018921095099298,-0.1638024000530981,0.5550410646476648
broad,EWall,25.0,abs12-rw,C,0.10373635238750611,0.11736609824898125,0.9887457543027353,-0.2283733646426378,0.7502254527455138
broad,EWall,25.0,vol60-dg,A,0.12570586579521592,0.11769385576362001,1.1020383628219215,-0.18709252316824732,0.7233161870936443
broad,EWall,25.0,vol60-rw,C,0.13143659292734733,0.12143585457891093,1.0733820979436113,-0.20944165272460558,0.7502036376726019
broad,EWall,25.0,v1gate-dg,C,0.06699911934505609,0.06633671004704489,1.0044788799928825,-0.12151205857919367,0.5220200919305067
broad,EWall,25.0,v1gate-rw,C,0.09557686988054592,0.09181456009217115,0.8953399181114371,-0.18217043484345774,0.7501900409387471
broad,EWall,25.0,stop15,C,0.12838347971100017,0.11763266710530296,1.021419286675688,-0.2650269056746273,0.739157112756288
broad,EWall,25.0,stop25,C,0.1377010157562828,0.1298648127734503,1.0727358410302106,-0.2675006951295368,0.746662936271065
broad,EWall,25.0,ddctl-8/.5/recover,C,0.0990028641464038,0.10758662809929032,1.1230277175267136,-0.17387145358214728,0.6607919475931994
broad,EWall,25.0,ddctl-8/.5/high,C,0.077623187485927,0.08908947097959108,1.008059563524793,-0.17387145358214728,0.573971864916526
broad,EWall,25.0,ebud-0.10,C,0.14288997500759248,0.13778891144087635,1.0913501695849346,-0.25391347869315706,0.7502196524570407
broad,EWall,25.0,ebud-0.20,C,0.14288997500759248,0.13778891144087635,1.0913501695849346,-0.25391347869315706,0.7502196524570407
small,V1u,10.0,control,C,0.07009360638757411,0.07075009526850029,0.5310569496765438,-0.34024530376476436,0.7501801616258374
small,V1u,10.0,g200-dg,C,0.06951298651569737,0.0742096834139776,0.5618565461326267,-0.33459026629321176,0.7362009064824449
small,V1u,10.0,g200-rw,C,0.08524558883332123,0.0885920617525009,0.630593571278528,-0.3283573771619782,0.7502109060674274
small,V1u,10.0,band3-dg,C,0.0714157401358233,0.0645521139372911,0.497596534641241,-0.3347324454542717,0.7161988805418575
small,V1u,10.0,band3-rw,C,0.06926058761372067,0.06869518939261265,0.4966870301146301,-0.3711143425935256,0.7501726453047503
small,V1u,10.0,abs12-dg,C,0.07046735130446824,0.07262100240294678,0.553603682294185,-0.33973442252354524,0.733459413706501
