panel,n,family,dial,cost,ann_turnover,sw,dCAGR_pp,dDD_pp,dSharpe,ratio,cstar,cstar_bar,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,pass4b,fail4b,pass4a,fail4a
U56,3,CONTROL,off,0,20.75049066008024,0.0,0.0,0.0,0.0,,,DD,0.24404567056736215,1.1333629632691875,-0.25172317193258065,1.115915811469365,1.1557124027160632,0.2645744238075447,1.1486056692411641,-0.25172317193257976,0.21961584450705973,1.1195505979656741,-0.17165468268171813,False,DD,False,"H1,H2,DD"
U56,3,GROSS,0.85,0,17.637917061068205,0.15000000000000002,-3.660727919872686,3.386250727145934,0.0,0.9250211436810912,,DD,0.2074383913686353,1.1333629632691875,-0.2178606646611213,1.1159158114693652,1.1557124027160635,0.22484101394967482,1.1486056692411644,-0.2178606646611212,0.1866816161520397,1.1195505979656744,-0.1474222802446159,False,DD,False,"H1,H2,DD"
U56,3,GROSS,0.75,0,15.562867995060179,0.25,-6.108115918668533,5.716310830260463,0.0,0.9358550011779284,15.0,"H1,DD",0.18296451138067682,1.1333629632691875,-0.19456006362997602,1.1159158114693652,1.1557124027160637,0.19827625648779112,1.1486056692411644,-0.1945600636299759,0.16467232191419234,1.1195505979656744,-0.13097522841359033,True,,False,"H1,H2,DD"
U56,3,GROSS,0.625,0,12.96905666255015,0.375,-9.17109445912696,8.712624936237745,0.0,0.9500092900653802,15.0,H1,0.15233472597609254,1.1333629632691875,-0.1645969225702032,1.1159158114693652,1.1557124027160635,0.16503469857478148,1.1486056692411644,-0.16459692257020353,0.1371307987803727,1.1195505979656737,-0.11008484513977912,True,,False,"H1,H2,DD"
U56,3,GROSS,0.5,0,10.37524533004012,0.5,-12.234167140757979,11.804208038863905,0.0,0.9648558747851604,13.0,CAGR,0.12170399915978236,1.1333629632691875,-0.1336810915439416,1.115915811469365,1.1557124027160632,0.13180366404114974,1.1486056692411641,-0.1336810915439418,0.10958633686450026,1.1195505979656741,-0.08882306170157594,True,,False,"H1,H2,DD"
U56,3,VOLTGT,0.2,0,18.5592353768448,57.351646730748826,-2.612987752340068,0.7633939279497293,0.01137645546997157,0.29215365715590125,,DD,0.21791579304396147,1.144739418739159,-0.24408923265308335,1.0632783659246383,1.2218701039569402,0.23712497470449412,1.2010603884851185,-0.2440892326530827,0.19503815232108246,1.0731745461981048,-0.15826780601935042,False,DD,False,"H1,DD"
U56,3,VOLTGT,0.15,0,15.972890546623152,95.30163981206616,-6.481608653192761,3.6518806490322464,-0.01704484544517615,0.563421959644752,,DD,0.17922958403543454,1.1163181178240114,-0.21520436544225818,1.0599927945827232,1.1710195472908567,0.18589198588107125,1.141666657239984,-0.2152043654422583,0.17120649779582475,1.0847809638406465,-0.1322009021649837,False,DD,False,"H1,H2,DD"
U56,3,VOLTGT,0.12,0,13.4265190515836,103.11837662930398,-9.414052945219487,7.179289701658009,-0.015273983491647547,0.7626141199156624,8.0,H1,0.14990514111516728,1.11808897977754,-0.17993027491600055,1.0705669482986035,1.1647313456394177,0.15287798550834086,1.1338665266230408,-0.1799302749160009,0.14631304146797652,1.0985589402517693,-0.10686062109944883,True,,False,"H1,H2,DD"
U56,3,VOLTGT,0.1,0,11.447211302706656,97.9866433551692,-11.602920029109743,9.964642141909186,-0.010346596560745658,0.8588046902770684,8.0,H1,0.12801647027626473,1.1230163667084418,-0.1520767505134888,1.07826180582883,1.1671690668634458,0.1297100975015293,1.1370005160687682,-0.15207675051348957,0.12596760460415646,1.105820707317031,-0.08966495240502714,True,,False,"H1,H2,DD"
U56,3,BREADTH,0.5,0,20.02213533131482,29.0,-0.8622481710169438,5.299977977590686,-0.004883939097730883,6.146696688657328,5.0,DD,0.2354231888571927,1.1284790241714566,-0.19872339215667378,1.0697266906481406,1.1852693408128165,0.26400834173875753,1.1762479656116707,-0.19872339215667356,0.20164976159914194,1.0685679929410425,-0.15929037953538416,True,,False,"H1,H2,DD"
U56,3,BREADTH,0.25,0,19.657957666932113,43.5,-1.3324378145127325,5.299977977590697,-0.016171405203228018,3.977655031900216,5.0,DD,0.23072129242223482,1.1171915580659595,-0.19872339215667367,1.0385884295854158,1.19068190123389,0.2632302785981253,1.1813046203884427,-0.1987233921566739,0.1924473041542878,1.0341439012798586,-0.15929037953538416,True,,False,"H1,H2,DD"
U56,3,BREADTH,0.0,0,19.293780002549404,58.0,-1.8284053399590938,5.29997797759072,-0.03358345360765247,2.8986887435525066,3.0,H1,0.2257616171677712,1.099779509661535,-0.19872339215667345,1.002310485815854,1.189162990009818,0.26212228172268426,1.179916438979347,-0.19872339215667367,0.18310212774951196,0.9940356426126133,-0.15929037953538394,True,,False,"H1,H2,DD"
U56,3,DDCTRL,0.1,0,16.001131959388033,166.0,-10.333933214787706,-10.825241006775144,-0.340961828062632,-1.0475431553287362,,"H1,DD",0.1407063384194851,0.7924011352065555,-0.3599755820003321,0.6884181209107958,0.8898010827253894,0.17041610862513235,0.9056402035942458,-0.2485818022467856,0.10571404863974743,0.645831816676265,-0.3599755820003321,False,"H1,DD",False,"H1,H2,DD"
U56,3,DDCTRL,0.15,0,19.344271181111747,78.0,-4.801322389384333,-1.1626663299626472,-0.1604068373343711,-0.2421554387877158,,DD,0.19603244667351882,0.9729561259348164,-0.2633498352322071,1.0550110851846444,0.9034657305529176,0.19005539898814683,0.9160575812541074,-0.263349835232207,0.20331542948147674,1.0524577111873687,-0.17176067823602836,False,DD,False,"H1,H2,DD"
U56,3,DDCTRL,0.2,0,20.508181311492383,10.0,-0.9452837764699629,1.6366838854671162,-0.028996943874061376,1.731420686790051,,DD,0.23459283280266252,1.1043660193951261,-0.23535633307790949,1.115915811469365,1.1009478276109665,0.24709096083227222,1.0980120371074693,-0.23535633307790982,0.21961584450705973,1.1195505979656741,-0.17165468268171813,False,DD,False,"H1,H2,DD"
U56,3,DDCTRL,0.25,0,20.75049066008024,2.0,-0.03693240492455008,-0.0995791620508335,-0.0013872961774834547,,,DD,0.24367634651811665,1.131975667091704,-0.252718963553089,1.115915811469365,1.1531484064042974,0.2638892763842968,1.1462293984828955,-0.2527189635530882,0.21961584450705973,1.1195505979656741,-0.17165468268171813,False,DD,False,"H1,H2,DD"
U56,3,CADENCE,M,0,8.843855362965922,0.0,3.075299428054734,-3.7586351804459794,0.08977812590140499,,,DD,0.2747986648479095,1.2231410891705925,-0.28930952373704044,1.321492433706889,1.147045426367969,0.26779417973404684,1.1386238699196933,-0.28930952373704066,0.2833382912549569,1.350120922068958,-0.23625724964690498,False,DD,False,"H2,DD"
U56,3,CADENCE,Q,0,4.190165011690008,0.0,-4.302396142285914,-8.531884460468453,-0.20181272626141156,-1.983054135023318,,"H2,OOS,DD",0.201021709144503,0.931550237007776,-0.3370420165372652,1.2167690543639187,0.6822786654669991,0.15088654666594237,0.7158052300568677,-0.3079191014304328,0.26470904610345003,1.2296290736310522,-0.3370420165372652,False,"H2,OOS,DD",False,"H1,H2,DD"
U56,3,CONTROL,off,10,20.75049066008024,0.0,0.0,0.0,0.0,,,DD,0.218531179006751,1.0360853249411557,-0.2581034625219104,1.0144577492222204,1.0612718596873816,0.23805236009934383,1.0553980365043352,-0.25810346252191085,0.19528822919762323,1.015825592240117,-0.17383874543618083,False,DD,False,"H1,H2,DD"
U56,3,GROSS,0.85,10,17.637917061068205,0.15000000000000002,-3.218592852843982,3.45727702633718,-3.5788183107010596e-05,1.0741579268972445,,DD,0.1863452504783112,1.0360495367580487,-0.2235306922585386,1.0143790092638016,1.0612718596873816,0.20296591060285873,1.0553980365043352,-0.22353069225853872,0.16651244577180835,1.0157388857182412,-0.14933176226842793,False,DD,False,"H1,H2,DD"
U56,3,GROSS,0.75,10,15.562867995060179,0.25,-5.382797698639297,5.839055515776326,-6.76190065085347e-05,1.0847622078110728,15.0,"H1,DD",0.16470320202035804,1.0360177059346471,-0.19971290736414715,1.014308973042618,1.0612718596873814,0.17937033593412988,1.0553980365043352,-0.1997129073641466,0.14717439318541436,1.015661763687608,-0.1326918051635133,True,,False,"H1,H2,DD"
U56,3,GROSS,0.625,10,12.96905666255015,0.375,-8.104981738562621,8.905184531230514,-0.00012177266828627964,1.0987297465286832,15.0,H1,0.1374813616211248,1.0359635522728694,-0.16905161720960526,1.01418981397556,1.0612718596873816,0.14969342459401203,1.055398036504335,-0.1690516172096047,0.12285698381077204,1.0155305492034221,-0.11154890432987874,True,,False,"H1,H2,DD"
U56,3,GROSS,0.5,10,10.37524533004012,0.5,-10.842036885334938,12.072595913087468,-0.00020310056891070793,1.11349887855639,13.0,CAGR,0.11011081015340163,1.035882224372245,-0.13737750339103572,1.0140108452740466,1.0612718596873816,0.11986241772976847,1.0553980365043352,-0.13737750339103494,0.09840793536748893,1.0153334748666256,-0.09002163436870891,True,,False,"H1,H2,DD"
U56,3,VOLTGT,0.2,10,18.5592353768448,57.351646730748826,-2.5900204013330708,0.7456648108621677,-0.0030383602551671274,0.287899203604102,,DD,0.1926309749934203,1.0330469646859886,-0.25064681441328873,0.9509569153770542,1.1106548608250784,0.21118414308395717,1.0912889573784075,-0.25064681441328907,0.17052944292232963,0.9589264805019815,-0.17157755278478148,False,"H1,DD",False,"H1,H2,DD"
