claim_set,n,pool,draws,cell,cost,yardstick,percentile,pool_and_draws,mappable,n_mappable
STRICT,68,0.058823529411764705,0.07352941176470588,0.16176470588235295,0.058823529411764705,0.14705882352941177,0.11764705882352941,0.014705882352941176,0.014705882352941176,1
WIDE,194,0.05154639175257732,0.08247422680412371,0.16494845360824742,0.06701030927835051,0.15979381443298968,0.0979381443298969,0.005154639175257732,0.005154639175257732,1
NUMERIC,12,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0
