panel,cost_bps,window,stat,device,point
u56,0.0,FULL,MaxDD,ANCHOR_g0.75_b0.03,-12.029812214763801
u56,0.0,FULL,MaxDD,GROSS_g0.25,-4.089894593771637
u56,0.0,FULL,MaxDD,GROSS_g0.50,-8.099973069895173
u56,0.0,FULL,MaxDD,GROSS_g1.00,-15.878994540852155
u56,0.0,FULL,MaxDD,GROSS_g1.25,-19.64710821230099
u56,0.0,FULL,MaxDD,GROSS_g1.50,-23.33374697165922
u56,0.0,FULL,MaxDD,BAND_b0.00,-11.966682914684023
u56,0.0,FULL,MaxDD,BAND_b0.06,-13.457366768702927
u56,0.0,FULL,MaxDD,BAND_b0.09,-14.254036846449447
u56,0.0,FULL,MaxDD,RULESv1_n5,-13.594389116950811
u56,0.0,FULL,MaxDD,SPY,-33.717256724185305
u56,0.0,FULL,Calmar,ANCHOR_g0.75_b0.03,0.732484041695641
u56,0.0,FULL,Calmar,GROSS_g0.25,0.7119329642893651
u56,0.0,FULL,Calmar,GROSS_g0.50,0.7222019003816287
u56,0.0,FULL,Calmar,GROSS_g1.00,0.7427714170928926
u56,0.0,FULL,Calmar,GROSS_g1.25,0.7530556247179746
u56,0.0,FULL,Calmar,GROSS_g1.50,0.7633278095456419
u56,0.0,FULL,Calmar,BAND_b0.00,0.7107099994137072
u56,0.0,FULL,Calmar,BAND_b0.06,0.626902549185249
u56,0.0,FULL,Calmar,BAND_b0.09,0.6010320180232381
u56,0.0,FULL,Calmar,RULESv1_n5,0.654362167608017
u56,0.0,FULL,Calmar,SPY,0.44899190756175217
u56,0.0,FULL,Ulcer,ANCHOR_g0.75_b0.03,2.9216495265229256
u56,0.0,FULL,Ulcer,GROSS_g0.25,0.9711506689265961
u56,0.0,FULL,Ulcer,GROSS_g0.50,1.9450980061852585
u56,0.0,FULL,Ulcer,GROSS_g1.00,3.900603163087462
u56,0.0,FULL,Ulcer,GROSS_g1.25,4.8817863333116085
u56,0.0,FULL,Ulcer,GROSS_g1.50,5.86496688510014
u56,0.0,FULL,Ulcer,BAND_b0.00,3.039959284021225
u56,0.0,FULL,Ulcer,BAND_b0.06,3.2138839224597064
u56,0.0,FULL,Ulcer,BAND_b0.09,3.3194693996802442
u56,0.0,FULL,Ulcer,RULESv1_n5,4.195630559410931
u56,0.0,FULL,Ulcer,SPY,6.235080240279619
u56,0.0,FULL,TUW,ANCHOR_g0.75_b0.03,85.47661870503596
u56,0.0,FULL,TUW,GROSS_g0.25,85.31924460431655
u56,0.0,FULL,TUW,GROSS_g0.50,85.38669064748201
u56,0.0,FULL,TUW,GROSS_g1.00,85.58902877697841
u56,0.0,FULL,TUW,GROSS_g1.25,85.76888489208633
u56,0.0,FULL,TUW,GROSS_g1.50,85.83633093525181
u56,0.0,FULL,TUW,BAND_b0.00,85.76888489208633
u56,0.0,FULL,TUW,BAND_b0.06,85.27428057553958
u56,0.0,FULL,TUW,BAND_b0.09,85.34172661870504
u56,0.0,FULL,TUW,RULESv1_n5,90.55755395683454
u56,0.0,FULL,TUW,SPY,84.39748201438849
u56,0.0,FULL,CVaR5_1y,ANCHOR_g0.75_b0.03,-2.9871708054971795
u56,0.0,FULL,CVaR5_1y,GROSS_g0.25,-0.9658439676168982
u56,0.0,FULL,CVaR5_1y,GROSS_g0.50,-1.9617936198835555
u56,0.0,FULL,CVaR5_1y,GROSS_g1.00,-4.041202596500741
u56,0.0,FULL,CVaR5_1y,GROSS_g1.25,-5.123114356801687
u56,0.0,FULL,CVaR5_1y,GROSS_g1.50,-6.232230209024555
u56,0.0,FULL,CVaR5_1y,BAND_b0.00,-3.322969207063395
u56,0.0,FULL,CVaR5_1y,BAND_b0.06,-3.818880827070354
u56,0.0,FULL,CVaR5_1y,BAND_b0.09,-4.029295638288371
u56,0.0,FULL,CVaR5_1y,RULESv1_n5,-2.6145340225872657
u56,0.0,FULL,CVaR5_1y,SPY,-11.409478999753274
u56,0.0,FULL,MeanDD,ANCHOR_g0.75_b0.03,-2.0281626113792233
u56,0.0,FULL,MeanDD,GROSS_g0.25,-0.6705623761278713
u56,0.0,FULL,MeanDD,GROSS_g0.50,-1.3466905106907867
u56,0.0,FULL,MeanDD,GROSS_g1.00,-2.7147142586455235
u56,0.0,FULL,MeanDD,GROSS_g1.25,-3.406456461040915
u56,0.0,FULL,MeanDD,GROSS_g1.50,-4.103100605050187
u56,0.0,FULL,MeanDD,BAND_b0.00,-2.115182681504706
u56,0.0,FULL,MeanDD,BAND_b0.06,-2.211801817308755
u56,0.0,FULL,MeanDD,BAND_b0.09,-2.242842052856138
u56,0.0,FULL,MeanDD,RULESv1_n5,-3.2167095024908208
u56,0.0,FULL,MeanDD,SPY,-3.74552004614798
u56,0.0,IS,MaxDD,ANCHOR_g0.75_b0.03,-7.741677613432563
u56,0.0,IS,MaxDD,GROSS_g0.25,-2.6104969939401035
u56,0.0,IS,MaxDD,GROSS_g0.50,-5.191376316176644
u56,0.0,IS,MaxDD,GROSS_g1.00,-10.260491667080595
u56,0.0,IS,MaxDD,GROSS_g1.25,-12.746959952440928
u56,0.0,IS,MaxDD,GROSS_g1.50,-15.200274159682358
u56,0.0,IS,MaxDD,BAND_b0.00,-8.440478203518465
u56,0.0,IS,MaxDD,BAND_b0.06,-8.205900992462855
u56,0.0,IS,MaxDD,BAND_b0.09,-8.59071544133715
u56,0.0,IS,MaxDD,RULESv1_n5,-11.37781255500534
u56,0.0,IS,MaxDD,SPY,-22.06200126443325
u56,0.0,IS,Calmar,ANCHOR_g0.75_b0.03,1.0073726094103739
u56,0.0,IS,Calmar,GROSS_g0.25,0.9908025971509594
u56,0.0,IS,Calmar,GROSS_g0.50,0.9991252043091987
u56,0.0,IS,Calmar,GROSS_g1.00,1.0155327780754217
u56,0.0,IS,Calmar,GROSS_g1.25,1.023593270552426
u56,0.0,IS,Calmar,GROSS_g1.50,1.0315412352597344
u56,0.0,IS,Calmar,BAND_b0.00,0.8827414243241948
u56,0.0,IS,Calmar,BAND_b0.06,0.911426378547956
u56,0.0,IS,Calmar,BAND_b0.09,0.9445382594982648
u56,0.0,IS,Calmar,RULESv1_n5,0.6417926686189481
u56,0.0,IS,Calmar,SPY,0.6780344127636974
u56,0.0,IS,Ulcer,ANCHOR_g0.75_b0.03,2.814960178508616
u56,0.0,IS,Ulcer,GROSS_g0.25,0.9327943317548935
u56,0.0,IS,Ulcer,GROSS_g0.50,1.8712206069725186
u56,0.0,IS,Ulcer,GROSS_g1.00,3.7636806071197806
u56,0.0,IS,Ulcer,GROSS_g1.25,4.717034996306365
u56,0.0,IS,Ulcer,GROSS_g1.50,5.6746824619917415
u56,0.0,IS,Ulcer,BAND_b0.00,3.0163357415183336
u56,0.0,IS,Ulcer,BAND_b0.06,2.921377007065087
u56,0.0,IS,Ulcer,BAND_b0.09,2.804196979839981
u56,0.0,IS,Ulcer,RULESv1_n5,4.229319027078966
u56,0.0,IS,Ulcer,SPY,4.690966182510542
u56,0.0,IS,TUW,ANCHOR_g0.75_b0.03,86.84603886397608
u56,0.0,IS,TUW,GROSS_g0.25,86.64673642252117
u56,0.0,IS,TUW,GROSS_g0.50,86.6965620328849
u56,0.0,IS,TUW,GROSS_g1.00,86.94569008470354
u56,0.0,IS,TUW,GROSS_g1.25,87.14499252615845
u56,0.0,IS,TUW,GROSS_g1.50,87.2446437468859
u56,0.0,IS,TUW,BAND_b0.00,87.14499252615845
u56,0.0,IS,TUW,BAND_b0.06,86.44743398106627
u56,0.0,IS,TUW,BAND_b0.09,85.50074738415545
u56,0.0,IS,TUW,RULESv1_n5,91.18086696562034
u56,0.0,IS,TUW,SPY,84.45440956651719
u56,0.0,IS,CVaR5_1y,ANCHOR_g0.75_b0.03,-3.001270959304455
u56,0.0,IS,CVaR5_1y,GROSS_g0.25,-0.9589251142228137
u56,0.0,IS,CVaR5_1y,GROSS_g0.50,-1.9597111617898608
u56,0.0,IS,CVaR5_1y,GROSS_g1.00,-4.082469702239999
u56,0.0,IS,CVaR5_1y,GROSS_g1.25,-5.202126743736832
u56,0.0,IS,CVaR5_1y,GROSS_g1.50,-6.359104051197266
u56,0.0,IS,CVaR5_1y,BAND_b0.00,-3.0781224823990336
u56,0.0,IS,CVaR5_1y,BAND_b0.06,-3.552316385453164
u56,0.0,IS,CVaR5_1y,BAND_b0.09,-3.232247777151405
u56,0.0,IS,CVaR5_1y,RULESv1_n5,-3.3240036520333414
u56,0.0,IS,CVaR5_1y,SPY,-3.0978207888624656
u56,0.0,IS,MeanDD,ANCHOR_g0.75_b0.03,-1.9515735243458627
u56,0.0,IS,MeanDD,GROSS_g0.25,-0.6437010145296755
u56,0.0,IS,MeanDD,GROSS_g0.50,-1.294317054250077
u56,0.0,IS,MeanDD,GROSS_g1.00,-2.61515657495314
u56,0.0,IS,MeanDD,GROSS_g1.25,-3.284771147221676
u56,0.0,IS,MeanDD,GROSS_g1.50,-3.9604291936721303
u56,0.0,IS,MeanDD,BAND_b0.00,-2.09369807562582
u56,0.0,IS,MeanDD,BAND_b0.06,-2.014553596694837
u56,0.0,IS,MeanDD,BAND_b0.09,-1.8799554051049545
u56,0.0,IS,MeanDD,RULESv1_n5,-3.2652012652851297
u56,0.0,IS,MeanDD,SPY,-2.9355005931811453
u56,0.0,OOS,MaxDD,ANCHOR_g0.75_b0.03,-12.02981221476379
u56,0.0,OOS,MaxDD,GROSS_g0.25,-4.089894593771648
u56,0.0,OOS,MaxDD,GROSS_g0.50,-8.099973069895194
u56,0.0,OOS,MaxDD,GROSS_g1.00,-15.878994540852165
u56,0.0,OOS,MaxDD,GROSS_g1.25,-19.647108212300978
u56,0.0,OOS,MaxDD,GROSS_g1.50,-23.333746971659195
u56,0.0,OOS,MaxDD,BAND_b0.00,-11.966682914684023
u56,0.0,OOS,MaxDD,BAND_b0.06,-13.457366768702917
u56,0.0,OOS,MaxDD,BAND_b0.09,-14.25403684644946
u56,0.0,OOS,MaxDD,RULESv1_n5,-13.59438911695079
u56,0.0,OOS,MaxDD,SPY,-33.7172567241853
u56,0.0,OOS,Calmar,ANCHOR_g0.75_b0.03,0.8023046649902414
u56,0.0,OOS,Calmar,GROSS_g0.25,0.7775065096780203
u56,0.0,OOS,Calmar,GROSS_g0.50,0.7898854341604975
u56,0.0,OOS,Calmar,GROSS_g1.00,0.8147538837344956
u56,0.0,OOS,Calmar,GROSS_g1.25,0.827222088017653
u56,0.0,OOS,Calmar,GROSS_g1.50,0.8396975493569279
u56,0.0,OOS,Calmar,BAND_b0.00,0.7837805121513195
u56,0.0,OOS,Calmar,BAND_b0.06,0.6858701874312306
u56,0.0,OOS,Calmar,BAND_b0.09,0.6272544014188728
u56,0.0,OOS,Calmar,RULESv1_n5,0.7520390643575467
u56,0.0,OOS,Calmar,SPY,0.4533870100751595
u56,0.0,OOS,Ulcer,ANCHOR_g0.75_b0.03,3.0063990614142226
u56,0.0,OOS,Ulcer,GROSS_g0.25,1.0015424050722284
u56,0.0,OOS,Ulcer,GROSS_g0.50,2.003710322041662
u56,0.0,OOS,Ulcer,GROSS_g1.00,4.009498674651823
u56,0.0,OOS,Ulcer,GROSS_g1.25,5.012963789125738
u56,0.0,OOS,Ulcer,GROSS_g1.50,6.01663989082745
u56,0.0,OOS,Ulcer,BAND_b0.00,3.0590624660987027
u56,0.0,OOS,Ulcer,BAND_b0.06,3.4357268649158965
u56,0.0,OOS,Ulcer,BAND_b0.09,3.6895517330424434
u56,0.0,OOS,Ulcer,RULESv1_n5,4.148006500599471
u56,0.0,OOS,Ulcer,SPY,7.262752104217948
u56,0.0,OOS,TUW,ANCHOR_g0.75_b0.03,84.14584186808685
u56,0.0,OOS,TUW,GROSS_g0.25,84.02294141745188
u56,0.0,OOS,TUW,GROSS_g0.50,84.10487505120852
u56,0.0,OOS,TUW,GROSS_g1.00,84.26874231872183
u56,0.0,OOS,TUW,GROSS_g1.25,84.43260958623515
u56,0.0,OOS,TUW,GROSS_g1.50,84.47357640311348
u56,0.0,OOS,TUW,BAND_b0.00,84.43260958623515
u56,0.0,OOS,TUW,BAND_b0.06,84.10487505120852
u56,0.0,OOS,TUW,BAND_b0.09,84.96517820565343
u56,0.0,OOS,TUW,RULESv1_n5,89.55346169602622
u56,0.0,OOS,TUW,SPY,84.3506759524785
u56,0.0,OOS,CVaR5_1y,ANCHOR_g0.75_b0.03,-3.1081483423717184
u56,0.0,OOS,CVaR5_1y,GROSS_g0.25,-1.0146394360039679
u56,0.0,OOS,CVaR5_1y,GROSS_g0.50,-2.050881059353191
u56,0.0,OOS,CVaR5_1y,GROSS_g1.00,-4.186323224319626
u56,0.0,OOS,CVaR5_1y,GROSS_g1.25,-5.284303150654316
u56,0.0,OOS,CVaR5_1y,GROSS_g1.50,-6.401670633768209
u56,0.0,OOS,CVaR5_1y,BAND_b0.00,-3.611116201891533
u56,0.0,OOS,CVaR5_1y,BAND_b0.06,-4.005419605283797
u56,0.0,OOS,CVaR5_1y,BAND_b0.09,-4.446381588707479
u56,0.0,OOS,CVaR5_1y,RULESv1_n5,-1.7072594435323156
u56,0.0,OOS,CVaR5_1y,SPY,-14.372537969437094
u56,0.0,OOS,MeanDD,ANCHOR_g0.75_b0.03,-2.0896048887369996
u56,0.0,OOS,MeanDD,GROSS_g0.25,-0.6921395085962941
u56,0.0,OOS,MeanDD,GROSS_g0.50,-1.3887339285763822
u56,0.0,OOS,MeanDD,GROSS_g1.00,-2.794528617986759
u56,0.0,OOS,MeanDD,GROSS_g1.25,-3.503950001754065
u56,0.0,OOS,MeanDD,GROSS_g1.50,-4.217333306530012
u56,0.0,OOS,MeanDD,BAND_b0.00,-2.1309862987047143
u56,0.0,OOS,MeanDD,BAND_b0.06,-2.373229585492843
u56,0.0,OOS,MeanDD,BAND_b0.09,-2.5402566338410155
u56,0.0,OOS,MeanDD,RULESv1_n5,-3.136555757013714
u56,0.0,OOS,MeanDD,SPY,-4.41130681824819
u56,10.0,FULL,MaxDD,ANCHOR_g0.75_b0.03,-12.054941914043859
u56,10.0,FULL,MaxDD,GROSS_g0.25,-4.099159799740059
u56,10.0,FULL,MaxDD,GROSS_g0.50,-8.117564596755022
u56,10.0,FULL,MaxDD,GROSS_g1.00,-15.910987917823583
u56,10.0,FULL,MaxDD,GROSS_g1.25,-19.685755487152402
u56,10.0,FULL,MaxDD,GROSS_g1.50,-23.379495354413105
u56,10.0,FULL,MaxDD,BAND_b0.00,-12.011675520212684
u56,10.0,FULL,MaxDD,BAND_b0.06,-13.472537092671766
u56,10.0,FULL,MaxDD,BAND_b0.09,-14.264239872454565
u56,10.0,FULL,MaxDD,RULESv1_n5,-13.827791043318104
u56,10.0,FULL,MaxDD,SPY,-33.717256724185305
u56,10.0,FULL,Calmar,ANCHOR_g0.75_b0.03,0.7149665745193557
u56,10.0,FULL,Calmar,GROSS_g0.25,0.6951089752435446
u56,10.0,FULL,Calmar,GROSS_g0.50,0.7050688434004739
u56,10.0,FULL,Calmar,GROSS_g1.00,0.7247769856827844
u56,10.0,FULL,Calmar,GROSS_g1.25,0.734455135131212
u56,10.0,FULL,Calmar,GROSS_g1.50,0.7439582580051817
u56,10.0,FULL,Calmar,BAND_b0.00,0.6798028993244913
u56,10.0,FULL,Calmar,BAND_b0.06,0.6157795721323813
u56,10.0,FULL,Calmar,BAND_b0.09,0.5924620902694987
u56,10.0,FULL,Calmar,RULESv1_n5,0.45955201892724046
u56,10.0,FULL,Calmar,SPY,0.44899190756175217
u56,10.0,FULL,Ulcer,ANCHOR_g0.75_b0.03,2.996561985693446
u56,10.0,FULL,Ulcer,GROSS_g0.25,0.996896682538463
u56,10.0,FULL,Ulcer,GROSS_g0.50,1.9957582991263576
