panel,cost_bps,window,stat,device,point
u56,10.0,FULL,Ulcer,GROSS_g1.00,3.9993426212622016
u56,10.0,FULL,Ulcer,GROSS_g1.25,5.004108382227263
u56,10.0,FULL,Ulcer,GROSS_g1.50,6.0109855808526
u56,10.0,FULL,Ulcer,BAND_b0.00,3.1703921560214314
u56,10.0,FULL,Ulcer,BAND_b0.06,3.269342656428434
u56,10.0,FULL,Ulcer,BAND_b0.09,3.3643762982345704
u56,10.0,FULL,Ulcer,RULESv1_n5,4.935691909707215
u56,10.0,FULL,Ulcer,SPY,6.235080240279619
u56,10.0,FULL,TUW,ANCHOR_g0.75_b0.03,85.76888489208633
u56,10.0,FULL,TUW,GROSS_g0.25,85.58902877697841
u56,10.0,FULL,TUW,GROSS_g0.50,85.65647482014388
u56,10.0,FULL,TUW,GROSS_g1.00,85.83633093525181
u56,10.0,FULL,TUW,GROSS_g1.25,85.97122302158273
u56,10.0,FULL,TUW,GROSS_g1.50,86.01618705035972
u56,10.0,FULL,TUW,BAND_b0.00,86.26348920863309
u56,10.0,FULL,TUW,BAND_b0.06,85.58902877697841
u56,10.0,FULL,TUW,BAND_b0.09,85.49910071942446
u56,10.0,FULL,TUW,RULESv1_n5,92.82823741007195
u56,10.0,FULL,TUW,SPY,84.39748201438849
u56,10.0,FULL,CVaR5_1y,ANCHOR_g0.75_b0.03,-3.1966014606316615
u56,10.0,FULL,CVaR5_1y,GROSS_g0.25,-1.0378248310480487
u56,10.0,FULL,CVaR5_1y,GROSS_g0.50,-2.10345248420649
u56,10.0,FULL,CVaR5_1y,GROSS_g1.00,-4.316903194813297
u56,10.0,FULL,CVaR5_1y,GROSS_g1.25,-5.464249669836069
u56,10.0,FULL,CVaR5_1y,GROSS_g1.50,-6.638679572655989
u56,10.0,FULL,CVaR5_1y,BAND_b0.00,-3.6833080177125264
u56,10.0,FULL,CVaR5_1y,BAND_b0.06,-3.9655105016409573
u56,10.0,FULL,CVaR5_1y,BAND_b0.09,-4.148536581649266
u56,10.0,FULL,CVaR5_1y,RULESv1_n5,-5.013258145528165
u56,10.0,FULL,CVaR5_1y,SPY,-11.409478999753274
u56,10.0,FULL,MeanDD,ANCHOR_g0.75_b0.03,-2.087385023452736
u56,10.0,FULL,MeanDD,GROSS_g0.25,-0.6909927406250973
u56,10.0,FULL,MeanDD,GROSS_g0.50,-1.3868042066305342
u56,10.0,FULL,MeanDD,GROSS_g1.00,-2.7929343381976866
u56,10.0,FULL,MeanDD,GROSS_g1.25,-3.5032661656094235
u56,10.0,FULL,MeanDD,GROSS_g1.50,-4.2186214091238465
u56,10.0,FULL,MeanDD,BAND_b0.00,-2.21890772599442
u56,10.0,FULL,MeanDD,BAND_b0.06,-2.2547575018312207
u56,10.0,FULL,MeanDD,BAND_b0.09,-2.2764613671159126
u56,10.0,FULL,MeanDD,RULESv1_n5,-3.9448589858456367
u56,10.0,FULL,MeanDD,SPY,-3.74552004614798
u56,10.0,IS,MaxDD,ANCHOR_g0.75_b0.03,-7.887196637752258
u56,10.0,IS,MaxDD,GROSS_g0.25,-2.6607581020463456
u56,10.0,IS,MaxDD,GROSS_g0.50,-5.290021546743528
u56,10.0,IS,MaxDD,GROSS_g1.00,-10.451940943030525
u56,10.0,IS,MaxDD,GROSS_g1.25,-12.983737291780761
u56,10.0,IS,MaxDD,GROSS_g1.50,-15.496076534598224
u56,10.0,IS,MaxDD,BAND_b0.00,-8.704588218960064
u56,10.0,IS,MaxDD,BAND_b0.06,-8.37494035475672
u56,10.0,IS,MaxDD,BAND_b0.09,-8.630653795911359
u56,10.0,IS,MaxDD,RULESv1_n5,-13.103658408088336
u56,10.0,IS,MaxDD,SPY,-22.06200126443325
u56,10.0,IS,Calmar,ANCHOR_g0.75_b0.03,0.9647898086768649
u56,10.0,IS,Calmar,GROSS_g0.25,0.9489004105110841
u56,10.0,IS,Calmar,GROSS_g0.50,0.9569489618249745
u56,10.0,IS,Calmar,GROSS_g1.00,0.972358963990497
u56,10.0,IS,Calmar,GROSS_g1.25,0.9796255557213188
u56,10.0,IS,Calmar,GROSS_g1.50,0.9856644722997674
u56,10.0,IS,Calmar,BAND_b0.00,0.8177141802703792
u56,10.0,IS,Calmar,BAND_b0.06,0.8769739553558042
u56,10.0,IS,Calmar,BAND_b0.09,0.9274832208688447
u56,10.0,IS,Calmar,RULESv1_n5,0.3789874531518725
u56,10.0,IS,Calmar,SPY,0.6780344127636974
u56,10.0,IS,Ulcer,ANCHOR_g0.75_b0.03,2.899909665152039
u56,10.0,IS,Ulcer,GROSS_g0.25,0.9619775827764498
u56,10.0,IS,Ulcer,GROSS_g0.50,1.9286504552676873
u56,10.0,IS,Ulcer,GROSS_g1.00,3.8757400748544537
u56,10.0,IS,Ulcer,GROSS_g1.25,4.856026879318035
u56,10.0,IS,Ulcer,GROSS_g1.50,5.840762153913785
u56,10.0,IS,Ulcer,BAND_b0.00,3.1609706143467795
u56,10.0,IS,Ulcer,BAND_b0.06,2.9809175519252014
u56,10.0,IS,Ulcer,BAND_b0.09,2.8487419397196656
u56,10.0,IS,Ulcer,RULESv1_n5,5.065644193279409
u56,10.0,IS,Ulcer,SPY,4.690966182510542
u56,10.0,IS,TUW,ANCHOR_g0.75_b0.03,87.19481813652217
u56,10.0,IS,TUW,GROSS_g0.25,86.99551569506725
u56,10.0,IS,TUW,GROSS_g0.50,87.045341305431
u56,10.0,IS,TUW,GROSS_g1.00,87.2446437468859
u56,10.0,IS,TUW,GROSS_g1.25,87.4439461883408
u56,10.0,IS,TUW,GROSS_g1.50,87.49377179870453
u56,10.0,IS,TUW,BAND_b0.00,87.89237668161435
u56,10.0,IS,TUW,BAND_b0.06,86.64673642252117
u56,10.0,IS,TUW,BAND_b0.09,85.60039860488291
u56,10.0,IS,TUW,RULESv1_n5,93.17389138016941
u56,10.0,IS,TUW,SPY,84.45440956651719
u56,10.0,IS,CVaR5_1y,ANCHOR_g0.75_b0.03,-3.2400465253885757
u56,10.0,IS,CVaR5_1y,GROSS_g0.25,-1.041062584421386
u56,10.0,IS,CVaR5_1y,GROSS_g0.50,-2.1212679933067813
u56,10.0,IS,CVaR5_1y,GROSS_g1.00,-4.397028761546533
u56,10.0,IS,CVaR5_1y,GROSS_g1.25,-5.5918065183006025
u56,10.0,IS,CVaR5_1y,GROSS_g1.50,-6.8237607229427635
u56,10.0,IS,CVaR5_1y,BAND_b0.00,-3.4597016207419196
u56,10.0,IS,CVaR5_1y,BAND_b0.06,-3.712511928382065
u56,10.0,IS,CVaR5_1y,BAND_b0.09,-3.367285595499973
u56,10.0,IS,CVaR5_1y,RULESv1_n5,-5.7482095188524935
u56,10.0,IS,CVaR5_1y,SPY,-3.0978207888624656
u56,10.0,IS,MeanDD,ANCHOR_g0.75_b0.03,-2.015847428025995
u56,10.0,IS,MeanDD,GROSS_g0.25,-0.6658840297329345
u56,10.0,IS,MeanDD,GROSS_g0.50,-1.3378636558774244
u56,10.0,IS,MeanDD,GROSS_g1.00,-2.6999008140722522
u56,10.0,IS,MeanDD,GROSS_g1.25,-3.389828966892335
u56,10.0,IS,MeanDD,GROSS_g1.50,-4.085950246947012
u56,10.0,IS,MeanDD,BAND_b0.00,-2.2064690595998924
u56,10.0,IS,MeanDD,BAND_b0.06,-2.058491174513656
u56,10.0,IS,MeanDD,BAND_b0.09,-1.9114580153212684
u56,10.0,IS,MeanDD,RULESv1_n5,-3.985448110173069
u56,10.0,IS,MeanDD,SPY,-2.9355005931811453
u56,10.0,OOS,MaxDD,ANCHOR_g0.75_b0.03,-12.054941914043848
u56,10.0,OOS,MaxDD,GROSS_g0.25,-4.099159799740071
u56,10.0,OOS,MaxDD,GROSS_g0.50,-8.117564596755022
u56,10.0,OOS,MaxDD,GROSS_g1.00,-15.910987917823604
u56,10.0,OOS,MaxDD,GROSS_g1.25,-19.685755487152402
u56,10.0,OOS,MaxDD,GROSS_g1.50,-23.379495354413095
u56,10.0,OOS,MaxDD,BAND_b0.00,-12.011675520212695
u56,10.0,OOS,MaxDD,BAND_b0.06,-13.472537092671766
u56,10.0,OOS,MaxDD,BAND_b0.09,-14.264239872454576
u56,10.0,OOS,MaxDD,RULESv1_n5,-13.827791043318104
u56,10.0,OOS,MaxDD,SPY,-33.7172567241853
u56,10.0,OOS,Calmar,ANCHOR_g0.75_b0.03,0.784400034030259
u56,10.0,OOS,Calmar,GROSS_g0.25,0.7603981938419713
u56,10.0,OOS,Calmar,GROSS_g0.50,0.7724197232392191
u56,10.0,OOS,Calmar,GROSS_g1.00,0.7963143969659746
u56,10.0,OOS,Calmar,GROSS_g1.25,0.8081114200835795
u56,10.0,OOS,Calmar,GROSS_g1.50,0.8197412917599486
u56,10.0,OOS,Calmar,BAND_b0.00,0.7521575569781207
u56,10.0,OOS,Calmar,BAND_b0.06,0.6743171005166757
u56,10.0,OOS,Calmar,BAND_b0.09,0.6182802774555373
u56,10.0,OOS,Calmar,RULESv1_n5,0.5431048403750619
u56,10.0,OOS,Calmar,SPY,0.4533870100751595
u56,10.0,OOS,Ulcer,ANCHOR_g0.75_b0.03,3.0736175201837366
u56,10.0,OOS,Ulcer,GROSS_g0.25,1.024670897339716
u56,10.0,OOS,Ulcer,GROSS_g0.50,2.0491981513710193
u56,10.0,OOS,Ulcer,GROSS_g1.00,4.09799515836343
u56,10.0,OOS,Ulcer,GROSS_g1.25,5.122427730184758
u56,10.0,OOS,Ulcer,GROSS_g1.50,6.147139795685226
u56,10.0,OOS,Ulcer,BAND_b0.00,3.1779325981867355
u56,10.0,OOS,Ulcer,BAND_b0.06,3.4886171799978203
u56,10.0,OOS,Ulcer,BAND_b0.09,3.7353292578206645
u56,10.0,OOS,Ulcer,RULESv1_n5,4.7419443751877175
u56,10.0,OOS,Ulcer,SPY,7.262752104217948
u56,10.0,OOS,TUW,ANCHOR_g0.75_b0.03,84.39164276935682
u56,10.0,OOS,TUW,GROSS_g0.25,84.22777550184351
u56,10.0,OOS,TUW,GROSS_g0.50,84.30970913560016
u56,10.0,OOS,TUW,GROSS_g1.00,84.47357640311348
u56,10.0,OOS,TUW,GROSS_g1.25,84.55551003687015
u56,10.0,OOS,TUW,GROSS_g1.50,84.59647685374846
u56,10.0,OOS,TUW,BAND_b0.00,84.71937730438344
u56,10.0,OOS,TUW,BAND_b0.06,84.51454321999181
u56,10.0,OOS,TUW,BAND_b0.09,85.17001229004507
u56,10.0,OOS,TUW,RULESv1_n5,91.31503482179436
u56,10.0,OOS,TUW,SPY,84.3506759524785
u56,10.0,OOS,CVaR5_1y,ANCHOR_g0.75_b0.03,-3.296592662610859
u56,10.0,OOS,CVaR5_1y,GROSS_g0.25,-1.0795329209691498
u56,10.0,OOS,CVaR5_1y,GROSS_g0.50,-2.178510541123813
u56,10.0,OOS,CVaR5_1y,GROSS_g1.00,-4.433707896284496
u56,10.0,OOS,CVaR5_1y,GROSS_g1.25,-5.589893259907585
u56,10.0,OOS,CVaR5_1y,GROSS_g1.50,-6.764699793040352
u56,10.0,OOS,CVaR5_1y,BAND_b0.00,-3.9550549811747486
u56,10.0,OOS,CVaR5_1y,BAND_b0.06,-4.143818310362445
u56,10.0,OOS,CVaR5_1y,BAND_b0.09,-4.558946385940281
u56,10.0,OOS,CVaR5_1y,RULESv1_n5,-4.04197659224189
u56,10.0,OOS,CVaR5_1y,SPY,-14.372537969437094
u56,10.0,OOS,MeanDD,ANCHOR_g0.75_b0.03,-2.1446506459363452
u56,10.0,OOS,MeanDD,GROSS_g0.25,-0.7111207965954969
u56,10.0,OOS,MeanDD,GROSS_g0.50,-1.426009291179072
u56,10.0,OOS,MeanDD,GROSS_g1.00,-2.867353873851519
u56,10.0,OOS,MeanDD,GROSS_g1.25,-3.5939401853606974
u56,10.0,OOS,MeanDD,GROSS_g1.50,-4.324586712154727
u56,10.0,OOS,MeanDD,BAND_b0.00,-2.2272250241027547
u56,10.0,OOS,MeanDD,BAND_b0.06,-2.41537398266685
u56,10.0,OOS,MeanDD,BAND_b0.09,-2.575609425144147
u56,10.0,OOS,MeanDD,RULESv1_n5,-3.7710005517049816
