panel,anchor,ladder,chooser,k,L,L_eff,pick,is_argmax_index,is_margin,P_pick,P_max,argmax_is_modal,is_anchor,resolved,q60,q70,q80,q90,q95,q99
U56,A,N,CH_ISSHARPE,9,1,1,40,8,0.010075690077960164,0.35,0.35,True,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,2,2,40,8,0.010075690077960164,0.34,0.34,True,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,5,5,40,8,0.010075690077960164,0.372,0.372,True,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,10,10,40,8,0.010075690077960164,0.371,0.371,True,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,21,21,40,8,0.010075690077960164,0.393,0.393,True,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,42,42,40,8,0.010075690077960164,0.395,0.395,True,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,63,63,40,8,0.010075690077960164,0.418,0.418,True,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,126,126,40,8,0.010075690077960164,0.43,0.43,True,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,252,252,40,8,0.010075690077960164,0.356,0.425,False,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,504,504,40,8,0.010075690077960164,0.223,0.557,False,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,1008,1008,40,8,0.010075690077960164,0.058,0.853,False,False,False,False,False,False,False,False,False
U56,A,N,CH_ISSHARPE,9,T,2007,40,8,0.010075690077960164,1.0,1.0,True,False,True,True,True,True,True,True,True
U56,A,N,CH_ISCAGR,9,1,1,5,0,0.023520397408231863,0.736,0.736,True,False,False,True,True,False,False,False,False
U56,A,N,CH_ISCAGR,9,2,2,5,0,0.023520397408231863,0.723,0.723,True,False,False,True,True,False,False,False,False
U56,A,N,CH_ISCAGR,9,5,5,5,0,0.023520397408231863,0.695,0.695,True,False,False,True,False,False,False,False,False
U56,A,N,CH_ISCAGR,9,10,10,5,0,0.023520397408231863,0.719,0.719,True,False,False,True,True,False,False,False,False
U56,A,N,CH_ISCAGR,9,21,21,5,0,0.023520397408231863,0.743,0.743,True,False,False,True,True,False,False,False,False
U56,A,N,CH_ISCAGR,9,42,42,5,0,0.023520397408231863,0.81,0.81,True,False,False,True,True,True,False,False,False
U56,A,N,CH_ISCAGR,9,63,63,5,0,0.023520397408231863,0.786,0.786,True,False,False,True,True,False,False,False,False
U56,A,N,CH_ISCAGR,9,126,126,5,0,0.023520397408231863,0.868,0.868,True,False,False,True,True,True,False,False,False
U56,A,N,CH_ISCAGR,9,252,252,5,0,0.023520397408231863,0.906,0.906,True,False,True,True,True,True,True,False,False
U56,A,N,CH_ISCAGR,9,504,504,5,0,0.023520397408231863,0.955,0.955,True,False,True,True,True,True,True,True,False
U56,A,N,CH_ISCAGR,9,1008,1008,5,0,0.023520397408231863,1.0,1.0,True,False,True,True,True,True,True,True,True
U56,A,N,CH_ISCAGR,9,T,2007,5,0,0.023520397408231863,1.0,1.0,True,False,True,True,True,True,True,True,True
U56,A,N,CH_ISDD,9,1,1,40,8,0.013708522069097118,0.758,0.758,True,False,False,True,True,False,False,False,False
U56,A,N,CH_ISDD,9,2,2,40,8,0.013708522069097118,0.793,0.793,True,False,False,True,True,False,False,False,False
U56,A,N,CH_ISDD,9,5,5,40,8,0.013708522069097118,0.82,0.82,True,False,False,True,True,True,False,False,False
U56,A,N,CH_ISDD,9,10,10,40,8,0.013708522069097118,0.816,0.816,True,False,False,True,True,True,False,False,False
U56,A,N,CH_ISDD,9,21,21,40,8,0.013708522069097118,0.876,0.876,True,False,False,True,True,True,False,False,False
U56,A,N,CH_ISDD,9,42,42,40,8,0.013708522069097118,0.907,0.907,True,False,True,True,True,True,True,False,False
U56,A,N,CH_ISDD,9,63,63,40,8,0.013708522069097118,0.925,0.925,True,False,True,True,True,True,True,False,False
U56,A,N,CH_ISDD,9,126,126,40,8,0.013708522069097118,0.972,0.972,True,False,True,True,True,True,True,True,False
U56,A,N,CH_ISDD,9,252,252,40,8,0.013708522069097118,0.985,0.985,True,False,True,True,True,True,True,True,False
U56,A,N,CH_ISDD,9,504,504,40,8,0.013708522069097118,0.987,0.987,True,False,True,True,True,True,True,True,False
U56,A,N,CH_ISDD,9,1008,1008,40,8,0.013708522069097118,0.996,0.996,True,False,True,True,True,True,True,True,True
U56,A,N,CH_ISDD,9,T,2007,40,8,0.013708522069097118,1.0,1.0,True,False,True,True,True,True,True,True,True
U56,A,H,CH_ISSHARPE,4,1,1,252,3,0.009654230005583075,0.359,0.359,True,False,False,False,False,False,False,False,False
U56,A,H,CH_ISSHARPE,4,2,2,252,3,0.009654230005583075,0.363,0.363,True,False,False,False,False,False,False,False,False
