panel,cost,cons,key,dir,S,base,Sharpe,Sharpe_sd,premium,n_draws,CAGR,MaxDD,turnover,gross,n_names,OOS_Sharpe
B136,0.0,CANDq,COMP,KEEPBOT,0.4,1.1045946948289191,1.027153252128989,,-0.07744144269993014,1,0.09716452938013687,-0.15975731686739159,4.723179548262568,0.7500000000000002,36.51543140346925,0.9753005788281759
B136,0.0,CANDq,COMP,KEEPBOT,0.55,1.1045946948289191,1.0695271275334999,,-0.035067567295419266,1,0.10299271070357974,-0.15546684228035368,3.726195338992652,0.7499999999999998,50.261094841180444,1.0268549482798637
B136,0.0,CANDq,COMP,KEEPBOT,0.7,1.1045946948289191,1.0931839661361895,,-0.011410728692729633,1,0.10786293716019957,-0.161468887493734,2.990827739156166,0.75,63.94390628519937,1.1078025876890172
B136,0.0,CANDq,COMP,KEEPBOT,0.85,1.1045946948289191,1.074781474592249,,-0.0298132202366701,1,0.10790819185031553,-0.16578392082830162,2.3314810921738025,0.7499999999999999,77.69047082676279,1.1083041468396349
B136,0.0,CANDq,COMP,KEEPBOT,0.95,1.1045946948289191,1.076737453159285,,-0.027857241669634103,1,0.1110297246156482,-0.17138820515045516,1.9373691999533285,0.7499999999999996,86.81594953818427,1.0760715228184317
B136,0.0,CANDq,COMP,KEEPBOT,1.0,1.1045946948289191,1.1045946948289191,,0.0,1,0.11621497801125158,-0.17342689518610765,1.7057739704365453,0.7499999999999998,91.37170533904032,1.1009907296471892
B136,0.0,CANDq,COMP,KEEPTOP,0.4,1.1045946948289191,1.0243972083830628,,-0.08019748644585634,1,0.13101413893478564,-0.23163530148114675,2.9245370055474735,0.7500000000000001,36.52083802658257,1.0121362880970497
B136,0.0,CANDq,COMP,KEEPTOP,0.55,1.1045946948289191,1.057045287661146,,-0.04754940716777312,1,0.12814888275730651,-0.2273909000328891,2.544566503595044,0.7499999999999998,50.25861680558685,1.0765940691405687
B136,0.0,CANDq,COMP,KEEPTOP,0.7,1.1045946948289191,1.0874670803571997,,-0.0171276144717194,1,0.12528882584742673,-0.20574967090244622,2.2525492827322795,0.75,63.947060148682134,1.089737087089076
B136,0.0,CANDq,COMP,KEEPTOP,0.85,1.1045946948289191,1.1042200637936337,,-0.0003746310352854554,1,0.1219980830053744,-0.18545216177450197,1.986358305390354,0.7499999999999998,77.69024555079973,1.1040332558599317
B136,0.0,CANDq,COMP,KEEPTOP,0.95,1.1045946948289191,1.12501668034522,,0.02042198551630081,1,0.12062368287992009,-0.17638383661456403,1.807297036720794,0.7499999999999996,86.81414733047984,1.1082924949633268
B136,0.0,CANDq,COMP,KEEPTOP,1.0,1.1045946948289191,1.1045946948289191,,0.0,1,0.11621497801125158,-0.17342689518610765,1.7057739704365453,0.7499999999999998,91.37170533904032,1.1009907296471892
B136,0.0,CANDq,LOWVOL,KEEPBOT,0.4,1.1045946948289191,1.11113670178752,,0.0065420069586008545,1,0.16090396178716637,-0.2546449182208739,3.964862549205084,0.7500000000000002,36.58549222797927,1.1377858009095496
B136,0.0,CANDq,LOWVOL,KEEPBOT,0.55,1.1045946948289191,1.092802637027013,,-0.011792057801906175,1,0.1452288533477457,-0.22259233931544642,3.3679713961180533,0.7499999999999998,50.32777652624465,1.1414809398061623
B136,0.0,CANDq,LOWVOL,KEEPBOT,0.7,1.1045946948289191,1.0558129297441035,,-0.04878176508481569,1,0.13050057960473072,-0.20325482285757623,2.842698845359032,0.75,64.00856048659608,1.0970409083301575
B136,0.0,CANDq,LOWVOL,KEEPBOT,0.85,1.1045946948289191,1.0832548888425686,,-0.021339805986350546,1,0.1259217468757372,-0.18796430096483074,2.2880808988421615,0.7499999999999999,77.7481414733048,1.0849908173979597
B136,0.0,CANDq,LOWVOL,KEEPBOT,0.95,1.1045946948289191,1.095037364515264,,-0.009557330313655132,1,0.12053846212319219,-0.18021901275744345,1.8398932544134825,0.7499999999999996,86.84861455282721,1.0963042846212958
B136,0.0,CANDq,LOWVOL,KEEPBOT,1.0,1.1045946948289191,1.1054296734148643,,0.0008349785859451675,1,0.11635195735512016,-0.17342689518610777,1.7057851559703527,0.7499999999999998,91.45956296463167,1.1004994530255632
