year,gate_on,arm,twin,excess,spy
2009,0.0,0.22917476909257628,0.20980944672130808,0.0193653223712682,0.31141595711132064
2010,0.21428571428571427,0.17389788430583253,0.12833920970473134,0.04555867460110119,0.1505350486954411
2011,0.3611111111111111,0.012624648516796233,0.025194016021554688,-0.012569367504758455,0.018915247152264225
2012,0.0,0.11674685271335083,0.10701537972812925,0.00973147298522159,0.15989743589743477
2013,0.12301587301587301,0.33011436220517365,0.3467427587903531,-0.01662839658517945,0.3231054912016984
2014,0.21825396825396826,0.09668455866102499,0.12910733654075157,-0.03242277787972658,0.13466550825369117
2015,0.2261904761904762,0.03177710978530235,0.03976221893000531,-0.007985109144702962,0.01231004829779958
2016,0.11507936507936507,0.13225220490151335,0.10268996870540703,0.029562236196106317,0.12003258276604711
2017,0.06374501992031872,0.25053782032234406,0.2466876919793355,0.003850128343008574,0.21703896103896003
2018,0.26693227091633465,0.0241544003058205,-0.014512079102692144,0.038666479408512644,-0.045714529622673084
2019,0.14285714285714285,0.204817125861964,0.22990086541941968,-0.025083739557455687,0.31225119649326594
2020,0.2134387351778656,0.17477045162205274,0.08921852127743457,0.08555193034461817,0.18331174585861532
2021,0.12301587301587301,0.23355098484030434,0.2604803443132595,-0.02692935947295516,0.2873026846410891
2022,0.5139442231075697,-0.07239735753531407,-0.1033393543708706,0.03094199683555654,-0.18176325799955295
2023,0.0,0.19734168893229231,0.18036580648857448,0.016975882443717838,0.2617660732354312
2024,0.11507936507936507,0.15598028213707393,0.16667810216536827,-0.010697820028294336,0.24887838921519845
2025,0.204,0.13352216952268692,0.12613454215983833,0.007387627362848592,0.17718926798792234
2026,0.034482758620689655,0.11723282022314652,0.11147283698344457,0.005759983239701949,0.1267395919330112
