panel,cost_bps,IS_pick,IS_Sharpe,is_protocol_W,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,W_OOS_CAGR,W_OOS_Sharpe,W_OOS_MaxDD,dOOS_Sharpe_vs_W,dOOS_CAGR_vs_W,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,LIVE_OOS_Sharpe,LIVE_OOS_CAGR,LIVE_OOS_MaxDD,OOS_H1,OOS_H2,keep4b_oos_all,oos_fail_legs,best_OOS_cadence,best_OOS_Sharpe
U56,0.0,W,1.1711371114176687,True,0.15441714489161384,1.2170551060201644,-0.16343085016396963,0.15441714489161384,1.2170551060201644,-0.16343085016396963,0.0,0.0,0.8738401470547136,0.1525745335844091,-0.33717289200673783,1.3014204861426193,0.09650855698784055,-0.12029827224397549,1.2820878137079188,1.15692233738381,True,-,W,1.2170551060201644
U56,10.0,W,1.1481941605273667,True,0.15147424801121967,1.1964884282955432,-0.16381481251547625,0.15147424801121967,1.1964884282955432,-0.16381481251547625,0.0,0.0,0.8738401470547136,0.1525745335844091,-0.33717289200673783,1.2768823974588255,0.09455179369762767,-0.12054956914840886,1.2614247496589923,1.1364078991705686,True,-,W,1.1964884282955432
U56,25.0,W,1.1136728508468237,True,0.14707287922600742,1.165573657291203,-0.1643904926227434,0.14707287922600742,1.165573657291203,-0.1643904926227434,0.0,0.0,0.8738401470547136,0.1525745335844091,-0.33717289200673783,1.2400360709125953,0.09162298082962983,-0.12092645658916645,1.2303635371365975,1.1055727593771538,True,-,W,1.165573657291203
U56,50.0,W,1.0558817442143866,True,0.13977174296563377,1.1138923666979408,-0.1653492573637838,0.13977174296563377,1.1138923666979408,-0.1653492573637838,0.0,0.0,0.8738401470547136,0.1525745335844091,-0.33717289200673783,1.178531635296773,0.08675846457990266,-0.12155444788885716,1.1784350964472776,1.0540259617992314,True,-,W,1.1138923666979408
B136,0.0,2W,1.1543799551341263,False,0.15454617365327428,1.0393288311084699,-0.2184266159761863,0.14348017508487287,1.059273353092864,-0.15952096263683357,-0.019944521984394115,0.011065998568401403,0.8738511437360154,0.15257181383948715,-0.3371595330739301,1.131588515351209,0.08074281555114382,-0.12211674782076976,1.184728963363183,0.8804017424884653,False,DD,M,1.133827194097428
B136,10.0,2W,1.1346020969759698,False,0.15173151885121494,1.0229936152248993,-0.21846461141979778,0.14031312750474934,1.0387406949495885,-0.15970515323140955,-0.01574707972468925,0.011418391346465606,0.8738511437360154,0.15257181383948715,-0.3371595330739301,1.1019125044197382,0.07847283605551292,-0.12241069123223403,1.1699598276932377,0.8622427307597106,False,DD,M,1.1195872949032226
B136,25.0,2W,1.1048041912209885,False,0.14751964724209143,0.9983811175095945,-0.21852160289199662,0.13557658040065013,1.0078295389445575,-0.15998137004266078,-0.00944842143496305,0.011943066841441308,0.8738511437360154,0.15257181383948715,-0.3371595330739301,1.057355425834723,0.07507655272231117,-0.12285153570594698,1.1477062897940038,0.8348858364514037,False,DD,M,1.0980708495498313
B136,50.0,2W,1.054831352700671,False,0.14052675481341814,0.9570911362738906,-0.21861658416374763,0.127719605169079,0.9560431688357186,-0.16044154723537396,0.0010479674381720372,0.012807149644339155,0.8738511437360154,0.15257181383948715,-0.3371595330739301,0.982994638253859,0.06943916638398329,-0.12358608812190786,1.1103683589316065,0.7890067386208326,False,DD,M,1.06182021001477
SMALL,0.0,M,0.7800373108501473,False,0.031241758909306805,0.26881908132461624,-0.3206802696427724,0.06760570966867485,0.495583370871781,-0.3228074775566099,-0.22676428954716477,-0.03636395075936805,0.8738401470547136,0.1525745335844091,-0.33717289200673783,0.6854643914225522,0.046957733470432306,-0.12120774280605318,0.6134644389596967,-0.11941459403902044,False,"OOS_Sharpe_vs_SPY,DD,CAGR",2W,0.5938736850762466
SMALL,10.0,M,0.7616366704354912,False,0.028459771960250402,0.2525225051325491,-0.3235962745190061,0.06379973021262897,0.4727580973987608,-0.3263346826561887,-0.2202355922662117,-0.03533995825237857,0.8738401470547136,0.1525745335844091,-0.33717289200673783,0.6473415936678043,0.044142357735165394,-0.12480015905893527,0.597998370276939,-0.13665768784726645,False,"OOS_Sharpe_vs_SPY,DD,CAGR",2W,0.5749923101075274
SMALL,25.0,M,0.7338924909705208,False,0.024296285120731786,0.22804507510863908,-0.32795126284272247,0.058111126728525475,0.43845726161055737,-0.3315962983094465,-0.21041218650191829,-0.03381484160779369,0.8738401470547136,0.1525745335844091,-0.33717289200673783,0.5901202128861522,0.03993317306833011,-0.13016168933328354,0.5747169303081632,-0.16248188712432485,False,"OOS_Sharpe_vs_SPY,DD,CAGR",2W,0.5465850538450285
SMALL,50.0,M,0.6873229980675049,False,0.01738240761182719,0.18719742957083457,-0.3364752236921863,0.0486842173267501,0.3811795569319168,-0.34028829885178036,-0.19398212736108222,-0.03130180971492291,0.8738401470547136,0.1525745335844091,-0.33717289200673783,0.49467703880052954,0.032954717315833104,-0.13902579854580888,0.5357245140413662,-0.20537275339792616,False,"OOS_Sharpe_vs_SPY,DD,CAGR",2W,0.49905285253559445
