cad,predictor,rho_pooled,t_pooled,n,rho_SMALL,t_SMALL,rho_U56,t_U56,rho_ETF,t_ETF,sign_as_registered
2W,P1 persist,-0.08668034403850708,-0.92490587936589,115,-0.09908163265306122,-0.6826284547943441,0.4612299465240642,2.894258636769264,-0.3719919786096257,-2.2312901100296663,yes
2W,P2 eligturn,0.24193955653752072,2.650598540449117,115,0.14755102040816326,1.0227534352100156,0.11831550802139038,0.6634126448121033,0.45487967914438504,2.8439218504177566,yes
2W,c n_names,-0.15230109156667446,-1.6380925649984346,115,-0.051099664162891696,-0.35077992104988975,-0.4737435748042602,-2.9951219629566737,-0.14429027820081602,-0.8118701621836866,-
2W,c sel_turn,-0.16928114889923462,-1.8258340950540846,115,-0.05306122448979591,-0.3642826069081575,-0.3669786096256685,-2.1965017099471775,-0.13001336898395724,-0.7300805503438845,-
2W,c level,-0.2704805491990847,-2.9865707900981917,115,-0.1496938775510204,-1.037944673978918,-0.23663101604278075,-1.3560171829530265,-0.4214572192513369,-2.5876152870810585,-
6W,P1 persist,0.3703385149530498,4.238094201516471,115,0.13030612244897957,0.9010160021199192,0.5397727272727273,3.5700746504640004,0.19819518716577542,1.1258378266776523,NO
6W,P2 eligturn,-0.1439832715221337,-1.5466793815986022,115,0.23795918367346935,1.6796125832113773,0.3292112299465241,1.941179050418106,-0.024398395721925134,-0.13588496915023948,NO
6W,c n_names,-0.40096139036316436,-4.652659671951733,115,-0.3341422132339299,-2.430459952851975,-0.5290643534029921,-3.4713282591101837,0.0908705572858894,0.5080477903432679,-
6W,c sel_turn,-0.3841552907756648,-4.423011053539666,115,-0.34020408163265303,-2.480265477055683,-0.3736631016042781,-2.2429363339658996,0.08088235294117647,0.45181418129776396,-
6W,c level,0.15544070070228044,1.6726884656354124,115,-0.35459183673469385,-2.599897390356054,0.32419786096256686,1.9081159856830037,-0.17145721925133692,-0.9689825084993092,-
8W,P1 persist,0.2576027775585891,2.83400002689883,115,0.5144897959183673,4.113327961723617,0.7316176470588236,5.975331989586189,-0.1751336898395722,-0.9904102424728876,NO
8W,P2 eligturn,-0.06880770141245167,-0.7331735632710543,115,-0.37530612244897954,-2.775883690448933,0.012366310160427808,0.06885796628607291,-0.08890374331550803,-0.4969629565912373,NO
8W,c n_names,-0.3577777550605587,-4.072823028802303,115,-0.467012120577314,-3.6207752138274523,-0.7784831215182365,-6.905605466745866,0.35949000800756664,2.1449476939484917,-
8W,c sel_turn,-0.4087666692969305,-4.761192156151244,115,-0.4646938775510204,-3.597835818881559,-0.6487299465240642,-4.746237502154711,0.2937834224598931,1.711230009654268,-
8W,c level,-0.15338909492622113,-1.6500756558681622,115,0.19602040816326527,1.3704349019442745,-0.4598930481283423,-2.883615078195479,-0.2934491978609626,-1.7090996641249017,-
10W,P1 persist,-0.04156868933954076,-0.4422635000514233,115,0.41346938775510195,3.11317650713394,0.732620320855615,5.992994881886768,0.1768048128342246,1.0001641889406063,yes
10W,P2 eligturn,0.27347904994870986,3.022339942973851,115,0.04193877551020408,0.2877709451709683,0.0023395721925133692,0.013026222327945348,-0.022727272727272728,-0.1265727926318501,yes
10W,c n_names,-0.3647036616791533,-4.163628675828513,115,-0.6337867628979753,-5.617297013661082,-0.8134625829002526,-7.7871967771296555,-0.31329430629109983,-1.8368216697173518,-
10W,c sel_turn,-0.40198847944448834,-4.666871369353128,115,-0.5427551020408163,-4.430267133319965,-0.6410427807486632,-4.650359878160051,-0.2717245989304813,-1.5720467129305344,-
10W,c level,-0.262597648544149,-2.8929791750572624,115,-0.027959183673469383,-0.19175346920012304,-0.3850267379679145,-2.3228145679771015,0.028074866310160432,0.15637587986853624,-
2M,P1 persist,-0.09352166022252033,-0.9985251757564018,115,0.12928571428571428,0.8938398565552613,-0.34759358288770054,-2.064020554232831,0.20721925133689842,1.179346230457541,yes
2M,P2 eligturn,0.034498540203582416,0.36694293613396284,115,0.2722448979591836,1.9396826902202438,0.028743315508021394,0.16010215787612686,-0.5300802139037434,-3.4805948670859355,yes
2M,c n_names,0.03765101048330734,0.4005197202109763,115,-0.23841119682749995,-1.68299515866658,0.3478935561363548,2.066046953063011,-0.06805786508022678,-0.3798107944208773,-
2M,c sel_turn,0.01660222520318788,0.17650840225026557,115,-0.2660204081632653,-1.8919146443524826,0.4338235294117647,2.6808356508521345,-0.06651069518716578,-0.371137684064417,-
2M,c level,0.13668428943423028,1.466739778198622,115,0.3261224489795918,2.365088062137288,0.2563502673796792,1.4766413998442212,0.6129679144385027,4.319487681163047,-
