panel,N,nullgate,seed,null_CAGR_rebuilt,null_IS_CAGR_rebuilt,lam_rebuilt,null_raw_CAGR,null_raw_MaxDD,null_raw_Sharpe,null_mean_nsel
U56,5,OPEN,0,0.11712433445484893,0.09979722670068658,1.0,0.11712433445484893,-0.20997374438214356,0.8979504450909341,5.0
U56,5,OPEN,1,0.1315678250772916,0.12142675355593258,1.0,0.1315678250772916,-0.23400873707298908,0.9115442860796803,5.0
U56,5,OPEN,2,0.09813425112840313,0.12329137821517389,0.9002784208279482,0.10860050268174293,-0.2838895217300439,0.8199257508989658,5.0
U56,5,OPEN,3,0.1107575757682544,0.05078072782031828,1.0,0.1107575757682544,-0.24711049157460185,0.8233834537892815,5.0
U56,5,OPEN,4,0.11898562696113646,0.1240987627986323,1.0,0.11898562696113646,-0.20947906636576719,0.9444454729517409,5.0
U56,5,OPEN,5,0.07653721936060487,0.05860304792057747,1.0,0.07653721936060487,-0.25788610952569024,0.5803010104780916,5.0
U56,5,OPEN,6,0.09651436441087635,0.09369965869179597,1.0,0.09651436441087635,-0.25057986290607515,0.74935466151591,5.0
U56,5,OPEN,7,0.12891083426982264,0.11770856134991803,0.9890846018031443,0.1302983087872409,-0.2611003494417601,0.9301571045871775,5.0
U56,5,OPEN,8,0.11049309188296808,0.1414446065319841,0.7001628008672589,0.1579293427538473,-0.35089807095188297,1.0772204214928216,5.0
U56,5,OPEN,9,0.14047933413387037,0.1124714602978707,1.0,0.14047933413387037,-0.257857298367952,1.0455958438515127,5.0
U56,5,OPEN,10,0.12404480916478744,0.07618889759646352,1.0,0.12404480916478744,-0.25603517080488736,0.8939619454447213,5.0
U56,5,OPEN,11,0.1306101390972212,0.11333034534079123,1.0,0.1306101390972212,-0.19693721208989645,0.9040101455504702,5.0
U56,5,OPEN,12,0.14751087775318927,0.12595934061442793,1.0,0.14751087775318927,-0.25014566220550505,1.0268416575827342,5.0
U56,5,OPEN,13,0.08748708967400698,0.1656657768210834,0.6573956369060818,0.13193204757970012,-0.36964381437414007,0.9158888233542264,5.0
U56,5,OPEN,14,0.12812683186928697,0.1128900193719311,1.0,0.12812683186928697,-0.2347898990217444,0.9029933716548278,5.0
U56,5,OPEN,15,0.12813799786111324,0.1894103906457798,1.0,0.12813799786111324,-0.23955050923025767,0.9048511791170609,5.0
U56,5,OPEN,16,0.13341919720863982,0.1458786015700062,0.9268163122872501,0.14387427942813424,-0.27704260894961164,1.003293892918131,5.0
U56,5,OPEN,17,0.10937527078932474,0.09276745523479057,0.9655922475783358,0.1130904600493563,-0.2668517783951291,0.7889784932957087,5.0
U56,5,OPEN,18,0.1290471455838773,0.15530259092526388,0.8942140206697133,0.1443313918286342,-0.2857203173427837,1.0620293277786212,5.0
U56,5,OPEN,19,0.0896271256730592,0.10851011305642078,0.7669082990057039,0.11607254484194884,-0.32578150734773326,0.8705932205228478,5.0
U56,5,OPEN,20,0.11855994380009327,0.13311966775506345,1.0,0.11855994380009327,-0.2377891293315747,0.8957496506847532,5.0
U56,5,OPEN,21,0.13205198192517842,0.19634939604236257,0.8663249368824326,0.15230068728437107,-0.2938244459898187,1.0318815602254843,5.0
U56,5,OPEN,22,0.10153108849900949,0.0937942399239029,1.0,0.10153108849900949,-0.235131189580561,0.7783188515139097,5.0
U56,5,OPEN,23,0.09009245625366913,0.10260120317628241,0.8456324034215852,0.10573563827840582,-0.2997110631939027,0.7915342318945666,5.0
U56,5,OPEN,24,0.08512179709517809,0.09719855184437876,0.9875486977289984,0.0861139493293881,-0.26155990502987625,0.6446679409647935,5.0
U56,5,OPEN,25,0.14158606080898384,0.1464892112604228,1.0,0.14158606080898384,-0.19800466980026954,1.0549641409394528,5.0
U56,5,OPEN,26,0.10114648206830146,0.062360740019224314,1.0,0.10114648206830146,-0.2521252715150083,0.7812985907645562,5.0
