panel,L,ruler,n_matched,se_med,lead,pick,oos_CAGR,oos_Sharpe,oos_MaxDD
U56,5,marginal,15,0.5018945648712861,b0.08g1.00,b0.02g0.50,0.062041305203349495,1.2798368237277165,-0.07985033371788619
U56,5,paired,14,0.07622510112811863,b0.08g1.00,b0.02g0.50,0.062041305203349495,1.2798368237277165,-0.07985033371788619
U56,10,marginal,15,0.495799162341009,b0.08g1.00,b0.02g0.50,0.062041305203349495,1.2798368237277165,-0.07985033371788619
U56,10,paired,14,0.07522392493841609,b0.08g1.00,b0.02g0.50,0.062041305203349495,1.2798368237277165,-0.07985033371788619
U56,21,marginal,15,0.47605227773191,b0.08g1.00,b0.02g0.50,0.062041305203349495,1.2798368237277165,-0.07985033371788619
U56,21,paired,14,0.07067895978714395,b0.08g1.00,b0.02g0.50,0.062041305203349495,1.2798368237277165,-0.07985033371788619
U56,63,marginal,15,0.42217316921081816,b0.08g1.00,b0.02g0.50,0.062041305203349495,1.2798368237277165,-0.07985033371788619
U56,63,paired,14,0.06673444238865084,b0.08g1.00,b0.02g0.50,0.062041305203349495,1.2798368237277165,-0.07985033371788619
U56,126,marginal,15,0.4274889406380982,b0.08g1.00,b0.02g0.50,0.062041305203349495,1.2798368237277165,-0.07985033371788619
U56,126,paired,14,0.04648794162833561,b0.08g1.00,b0.02g0.50,0.062041305203349495,1.2798368237277165,-0.07985033371788619
B136,5,marginal,15,0.4944652357265762,b0.08g1.00,b0.03g0.50,0.05223856475356703,1.1028414065419778,-0.08242143912987199
B136,5,paired,14,0.060003286318862814,b0.08g1.00,b0.03g0.50,0.05223856475356703,1.1028414065419778,-0.08242143912987199
B136,10,marginal,15,0.48314104985622724,b0.08g1.00,b0.03g0.50,0.05223856475356703,1.1028414065419778,-0.08242143912987199
B136,10,paired,14,0.05888060975124871,b0.08g1.00,b0.03g0.50,0.05223856475356703,1.1028414065419778,-0.08242143912987199
B136,21,marginal,15,0.4676919383092901,b0.08g1.00,b0.03g0.50,0.05223856475356703,1.1028414065419778,-0.08242143912987199
B136,21,paired,14,0.053144804122570055,b0.08g1.00,b0.03g0.50,0.05223856475356703,1.1028414065419778,-0.08242143912987199
B136,63,marginal,15,0.41406378545699996,b0.08g1.00,b0.03g0.50,0.05223856475356703,1.1028414065419778,-0.08242143912987199
B136,63,paired,14,0.05162422719987641,b0.08g1.00,b0.03g0.50,0.05223856475356703,1.1028414065419778,-0.08242143912987199
B136,126,marginal,15,0.42686946454445507,b0.08g1.00,b0.03g0.50,0.05223856475356703,1.1028414065419778,-0.08242143912987199
B136,126,paired,10,0.040382213004469474,b0.08g1.00,b0.03g0.50,0.05223856475356703,1.1028414065419778,-0.08242143912987199
SMALL,5,marginal,15,0.5741850570795753,b0.08g1.00,b0.08g0.50,0.027260231463182016,0.5867510029825476,-0.0990155212197632
SMALL,5,paired,10,0.04328760688149972,b0.08g1.00,b0.08g0.50,0.027260231463182016,0.5867510029825476,-0.0990155212197632
SMALL,10,marginal,15,0.5672234411704087,b0.08g1.00,b0.08g0.50,0.027260231463182016,0.5867510029825476,-0.0990155212197632
SMALL,10,paired,8,0.041119811916215686,b0.08g1.00,b0.08g0.50,0.027260231463182016,0.5867510029825476,-0.0990155212197632
SMALL,21,marginal,15,0.580774722519807,b0.08g1.00,b0.08g0.50,0.027260231463182016,0.5867510029825476,-0.0990155212197632
SMALL,21,paired,10,0.043487553868669634,b0.08g1.00,b0.08g0.50,0.027260231463182016,0.5867510029825476,-0.0990155212197632
SMALL,63,marginal,15,0.5339434193564065,b0.08g1.00,b0.08g0.50,0.027260231463182016,0.5867510029825476,-0.0990155212197632
SMALL,63,paired,11,0.04520483237048079,b0.08g1.00,b0.08g0.50,0.027260231463182016,0.5867510029825476,-0.0990155212197632
SMALL,126,marginal,15,0.5728085567309426,b0.08g1.00,b0.08g0.50,0.027260231463182016,0.5867510029825476,-0.0990155212197632
SMALL,126,paired,6,0.03849968632728277,b0.08g1.00,b0.08g0.50,0.027260231463182016,0.5867510029825476,-0.0990155212197632
